Station,Date(NZST),Dir(DegT),Speed(m/s),Dir StdDev,Spd StdDev,Period(Hrs),Freq
Auckland, Sky Tower,20220324:0300,231,7.8,2.4,0.7,1,H
Auckland, Sky Tower,20220324:0400,236,8.5,3.4,0.5,1,H
Auckland, Sky Tower,20220324:0500,234,8.7,3.7,0.7,1,H
Auckland, Sky Tower,20220324:0600,236,10.4,4.1,0.6,1,H
Auckland, Sky Tower,20220324:0700,233,10.1,2.6,0.7,1,H
Auckland, Sky Tower,20220324:0800,235,10.8,4.1,1.0,1,H
Auckland, Sky Tower,20220324:0900,234,12.2,6.5,1.7,1,H
Auckland, Sky Tower,20220324:1000,232,14.8,5.5,2.0,1,H
Auckland, Sky Tower,20220324:1100,228,16.7,5.7,2.2,1,H
Auckland, Sky Tower,20220324:1200,222,17.5,6.2,2.0,1,H
Auckland, Sky Tower,20220324:1300,217,19.1,5.6,2.0,1,H
Auckland, Sky Tower,20220324:1400,218,18.5,6.8,2.4,1,H
Auckland, Sky Tower,20220324:1500,220,18.4,6.4,2.5,1,H
Auckland, Sky Tower,20220324:1600,220,18.2,6.6,2.4,1,H
Auckland, Sky Tower,20220324:1700,216,18.6,6.7,3.0,1,H
Auckland, Sky Tower,20220324:1800,215,20.4,5.5,2.2,1,H
Auckland, Sky Tower,20220324:1900,214,19.9,4.9,2.1,1,H
Auckland, Sky Tower,20220324:2000,213,19.9,4.9,2.1,1,H
Auckland, Sky Tower,20220324:2100,211,19.2,4.7,2.0,1,H
Auckland, Sky Tower,20220324:2200,213,17.4,5.1,1.9,1,H
Auckland, Sky Tower,20220324:2300,214,17.4,5.2,2.0,1,H
Auckland, Sky Tower,20220325:0000,214,17.5,5.3,2.0,1,H
Auckland, Sky Tower,20220325:0100,211,17.7,4.3,2.0,1,H
Auckland, Sky Tower,20220325:0200,213,18.3,3.9,1.5,1,H
Auckland, Sky Tower,20220325:0300,214,17.6,4.5,1.9,1,H
Auckland, Sky Tower,20220325:0400,211,16.7,5.1,2.0,1,H
Auckland, Sky Tower,20220325:0500,209,15.3,4.9,1.9,1,H
Auckland, Sky Tower,20220325:0600,210,14.4,5.3,1.9,1,H
Auckland, Sky Tower,20220325:0700,210,15.1,5.9,2.4,1,H
Auckland, Sky Tower,20220325:0800,204,17.2,4.2,2.3,1,H
Auckland, Sky Tower,20220325:0900,204,16.6,4.2,1.6,1,H
Auckland, Sky Tower,20220325:1000,201,18.7,4.7,2.8,1,H
Auckland, Sky Tower,20220325:1100,199,20.9,4.4,2.8,1,H
Auckland, Sky Tower,20220325:1200,197,22.4,4.4,3.2,1,H
Auckland, Sky Tower,20220325:1300,199,22.9,4.9,2.9,1,H
Auckland, Sky Tower,20220325:1400,201,21.9,4.1,2.3,1,H
Auckland, Sky Tower,20220325:1500,202,20.2,4.4,2.4,1,H
Auckland, Sky Tower,20220325:1600,202,20.9,4.5,2.6,1,H
Auckland, Sky Tower,20220325:1700,202,21.6,4.7,2.2,1,H
Auckland, Sky Tower,20220325:1800,203,19.7,3.7,2.5,1,H
Auckland, Sky Tower,20220325:1900,202,20.6,3.2,1.7,1,H
Auckland, Sky Tower,20220325:2000,198,18.9,3.6,2.2,1,H
Auckland, Sky Tower,20220325:2100,196,19.6,3.5,1.7,1,H
Auckland, Sky Tower,20220325:2200,197,18.6,2.6,1.4,1,H
Auckland, Sky Tower,20220325:2300,199,18.6,2.4,1.3,1,H
Auckland, Sky Tower,20220326:0000,197,17.3,3.4,1.7,1,H
Auckland, Sky Tower,20220326:0100,198,16.2,3.8,1.4,1,H
Auckland, Sky Tower,20220326:0200,201,14.6,4.2,1.6,1,H
Auckland, Sky Tower,20220326:0300,199,16.5,3.0,1.3,1,H
Auckland, Sky Tower,20220326:0400,200,17.7,2.4,1.1,1,H
Auckland, Sky Tower,20220326:0500,197,18.2,2.5,1.1,1,H
Auckland, Sky Tower,20220326:0600,196,17.2,2.6,1.2,1,H
Auckland, Sky Tower,20220326:0700,195,17.0,2.4,0.9,1,H
Auckland, Sky Tower,20220326:0800,193,14.1,4.3,1.7,1,H
Auckland, Sky Tower,20220326:0900,192,13.3,6.0,2.0,1,H
Auckland, Sky Tower,20220326:1000,192,14.1,6.8,2.3,1,H
Auckland, Sky Tower,20220326:1100,193,15.3,5.7,1.7,1,H
Auckland, Sky Tower,20220326:1200,195,14.2,6.2,1.9,1,H
Auckland, Sky Tower,20220326:1300,195,16.0,4.5,1.7,1,H
Auckland, Sky Tower,20220326:1400,202,14.1,5.6,2.0,1,H
Auckland, Sky Tower,20220326:1500,202,13.4,6.3,1.6,1,H
Auckland, Sky Tower,20220326:1600,200,14.0,4.8,1.6,1,H
Auckland, Sky Tower,20220326:1700,203,12.4,5.3,1.6,1,H
Auckland, Sky Tower,20220326:1800,202,10.7,4.9,1.2,1,H
Auckland, Sky Tower,20220326:1900,196,10.8,4.1,0.7,1,H
Auckland, Sky Tower,20220326:2000,184,10.7,3.1,0.6,1,H
Auckland, Sky Tower,20220326:2100,180,11.4,2.5,1.1,1,H
Auckland, Sky Tower,20220326:2200,157,7.0,14.2,1.3,1,H
Auckland, Sky Tower,20220326:2300,156,8.0,5.8,0.4,1,H
Auckland, Sky Tower,20220327:0000,154,8.4,6.9,0.5,1,H
Auckland, Sky Tower,20220327:0100,153,8.6,8.6,0.4,1,H
Auckland, Sky Tower,20220327:0200,150,8.3,14.2,0.8,1,H
Auckland, Sky Tower,20220327:0300,151,8.1,12.1,0.8,1,H
Auckland, Sky Tower,20220327:0400,152,7.5,19.8,2.5,1,H
Auckland, Sky Tower,20220327:0500,139,2.0,42.4,0.7,1,H
Auckland, Sky Tower,20220327:0600,141,2.5,26.6,1.2,1,H
Auckland, Sky Tower,20220327:0700,161,4.7,7.6,0.6,1,H
Auckland, Sky Tower,20220327:0800,168,5.4,5.7,0.6,1,H
Auckland, Sky Tower,20220327:0900,166,4.5,10.9,0.9,1,H
Auckland, Sky Tower,20220327:1000,160,3.7,14.0,1.0,1,H
Auckland, Sky Tower,20220327:1100,171,3.4,20.2,1.3,1,H
Auckland, Sky Tower,20220327:1200,162,4.6,18.3,1.4,1,H
Auckland, Sky Tower,20220327:1300,152,3.7,32.7,1.8,1,H
Auckland, Sky Tower,20220327:1400,160,4.1,24.5,1.6,1,H
Auckland, Sky Tower,20220327:1500,143,2.4,40.8,1.4,1,H
Auckland, Sky Tower,20220327:1600,105,2.5,33.5,1.1,1,H
Auckland, Sky Tower,20220327:1700,118,2.3,47.4,1.4,1,H
Auckland, Sky Tower,20220327:1800,190,3.9,7.5,0.8,1,H
Auckland, Sky Tower,20220327:1900,200,5.0,3.0,0.7,1,H
Auckland, Sky Tower,20220327:2000,193,6.3,5.9,0.7,1,H
Auckland, Sky Tower,20220327:2100,181,7.9,2.4,1.1,1,H
Auckland, Sky Tower,20220327:2200,168,7.8,10.6,1.1,1,H
Auckland, Sky Tower,20220327:2300,112,1.9,30.8,0.6,1,H
Auckland, Sky Tower,20220328:0000,118,2.0,35.6,0.8,1,H
Auckland, Sky Tower,20220328:0100,116,1.7,27.6,0.8,1,H
Auckland, Sky Tower,20220328:0200,108,3.0,29.2,1.2,1,H
Auckland, Sky Tower,20220328:0300,118,2.2,32.7,0.8,1,H
Auckland, Sky Tower,20220328:0400,111,1.7,29.5,0.6,1,H
Auckland, Sky Tower,20220328:0500,110,1.2,38.1,0.6,1,H
Auckland, Sky Tower,20220328:0600,103,1.3,34.1,0.4,1,H
Auckland, Sky Tower,20220328:0700,120,1.7,58.5,0.7,1,H
Auckland, Sky Tower,20220328:0800,112,2.8,39.5,0.8,1,H
Auckland, Sky Tower,20220328:0900,121,2.7,36.4,1.1,1,H
Auckland, Sky Tower,20220328:1000,154,4.3,29.2,1.8,1,H
Auckland, Sky Tower,20220328:1100,161,5.7,22.6,1.9,1,H
Auckland, Sky Tower,20220328:1200,166,5.6,23.8,2.0,1,H
Auckland, Sky Tower,20220328:1300,154,4.6,30.0,2.0,1,H
Auckland, Sky Tower,20220328:1400,159,5.6,27.5,2.3,1,H
Auckland, Sky Tower,20220328:1500,156,5.4,27.2,2.2,1,H
Auckland, Sky Tower,20220328:1600,172,5.8,20.2,1.6,1,H
Auckland, Sky Tower,20220328:1700,176,5.7,10.6,1.0,1,H
Auckland, Sky Tower,20220328:1800,172,4.8,11.1,1.1,1,H
Auckland, Sky Tower,20220328:1900,178,5.1,13.8,1.0,1,H
Auckland, Sky Tower,20220328:2000,183,5.0,7.0,1.5,1,H
Auckland, Sky Tower,20220328:2100,180,2.8,6.4,0.6,1,H
Auckland, Sky Tower,20220328:2200,195,5.6,2.4,1.1,1,H
Auckland, Sky Tower,20220328:2300,200,7.1,4.2,0.6,1,H
Auckland, Sky Tower,20220329:0000,194,8.3,2.1,0.9,1,H
Auckland, Sky Tower,20220329:0100,190,9.2,2.9,0.5,1,H
Auckland, Sky Tower,20220329:0200,200,10.2,2.5,0.3,1,H
Auckland, Sky Tower,20220329:0300,198,10.7,1.8,0.7,1,H
Auckland, Sky Tower,20220329:0400,196,11.8,1.3,0.6,1,H
Auckland, Sky Tower,20220329:0500,191,12.1,3.4,1.3,1,H
Auckland, Sky Tower,20220329:0600,182,9.2,4.1,1.3,1,H
Auckland, Sky Tower,20220329:0700,174,7.8,3.1,0.7,1,H
Auckland, Sky Tower,20220329:0800,176,8.1,3.6,0.5,1,H
Auckland, Sky Tower,20220329:0900,177,8.9,2.6,0.5,1,H
Auckland, Sky Tower,20220329:1000,182,8.2,5.6,0.9,1,H
Auckland, Sky Tower,20220329:1100,185,6.1,9.6,1.3,1,H
Auckland, Sky Tower,20220329:1200,189,5.8,12.3,1.3,1,H
Auckland, Sky Tower,20220329:1300,191,6.9,8.9,1.4,1,H
Auckland, Sky Tower,20220329:1400,189,8.3,5.9,1.3,1,H
Auckland, Sky Tower,20220329:1500,190,6.5,7.0,1.0,1,H
Auckland, Sky Tower,20220329:1600,188,6.1,4.6,0.5,1,H
Auckland, Sky Tower,20220329:1700,195,5.9,2.7,0.3,1,H
Auckland, Sky Tower,20220329:1800,197,6.3,4.2,0.3,1,H
Auckland, Sky Tower,20220329:1900,187,5.8,2.5,0.7,1,H
Auckland, Sky Tower,20220329:2000,172,8.2,9.3,1.3,1,H
Auckland, Sky Tower,20220329:2100,135,2.0,50.9,1.1,1,H
Auckland, Sky Tower,20220329:2200,130,1.4,25.2,0.6,1,H
Auckland, Sky Tower,20220329:2300,86,1.9,13.6,0.6,1,H
Auckland, Sky Tower,20220330:0000,82,1.8,38.2,0.8,1,H
Auckland, Sky Tower,20220330:0100,51,3.7,6.1,0.7,1,H
Auckland, Sky Tower,20220330:0200,63,2.7,10.6,0.8,1,H
Auckland, Sky Tower,20220330:0300,88,3.4,4.5,0.3,1,H
Auckland, Sky Tower,20220330:0400,99,2.2,8.6,0.6,1,H
Auckland, Sky Tower,20220330:0500,110,1.2,11.8,0.6,1,H
Auckland, Sky Tower,20220330:0600,140,0.8,35.3,0.4,1,H
Auckland, Sky Tower,20220330:0700,122,1.2,22.8,0.7,1,H
Auckland, Sky Tower,20220330:0800,113,1.1,21.2,0.5,1,H
Auckland, Sky Tower,20220330:0900,111,1.1,61.9,0.6,1,H
Auckland, Sky Tower,20220330:1000,120,1.0,36.1,0.5,1,H
Auckland, Sky Tower,20220330:1100,75,1.8,41.4,0.9,1,H
Auckland, Sky Tower,20220330:1200,76,2.5,16.5,0.9,1,H
Auckland, Sky Tower,20220330:1300,34,2.0,28.8,0.8,1,H
Auckland, Sky Tower,20220330:1400,52,2.6,23.5,1.0,1,H
Auckland, Sky Tower,20220330:1500,63,3.6,10.1,0.8,1,H
Auckland, Sky Tower,20220330:1600,63,2.3,27.2,0.9,1,H
Auckland, Sky Tower,20220330:1700,67,2.5,26.1,0.7,1,H
Auckland, Sky Tower,20220330:1800,120,0.9,53.5,0.4,1,H
Auckland, Sky Tower,20220330:1900,88,0.8,81.1,0.4,1,H
Auckland, Sky Tower,20220330:2000,229,2.5,16.8,0.7,1,H
Auckland, Sky Tower,20220330:2100,210,4.1,11.5,0.5,1,H
Auckland, Sky Tower,20220330:2200,187,5.8,4.1,0.6,1,H
Auckland, Sky Tower,20220330:2300,182,8.1,2.3,0.7,1,H
Auckland, Sky Tower,20220331:0000,181,7.4,3.9,0.9,1,H
Auckland, Sky Tower,20220331:0100,167,4.1,8.3,0.8,1,H
Auckland, Sky Tower,20220331:0200,127,0.8,19.4,0.5,1,H
Auckland, Sky Tower,20220331:0300,156,2.0,13.2,1.0,1,H
Auckland, Sky Tower,20220331:0400,159,3.4,7.0,0.6,1,H
Auckland, Sky Tower,20220331:0500,153,2.3,18.7,1.0,1,H
Auckland, Sky Tower,20220331:0600,86,1.4,15.6,0.3,1,H
Auckland, Sky Tower,20220331:0700,53,2.4,11.4,0.6,1,H
Auckland, Sky Tower,20220331:0800,21,3.4,14.0,0.2,1,H
Auckland, Sky Tower,20220331:0900,352,4.3,5.2,0.3,1,H
Auckland, Sky Tower,20220331:1000,315,2.8,18.4,0.6,1,H
Auckland, Sky Tower,20220331:1100,282,2.5,23.6,0.6,1,H
Auckland, Sky Tower,20220331:1200,250,2.7,37.3,1.3,1,H
Auckland, Sky Tower,20220331:1300,184,3.3,18.6,1.2,1,H
Auckland, Sky Tower,20220331:1400,191,4.9,10.9,1.0,1,H
Auckland, Sky Tower,20220331:1500,197,7.3,7.0,1.0,1,H
Auckland, Sky Tower,20220331:1600,204,6.9,4.5,0.5,1,H
Auckland, Sky Tower,20220331:1700,214,6.0,6.8,0.6,1,H
Auckland, Sky Tower,20220331:1800,226,5.5,2.8,0.3,1,H
Auckland, Sky Tower,20220331:1900,222,5.3,3.9,0.5,1,H
Auckland, Sky Tower,20220331:2000,213,7.6,4.7,1.4,1,H
Auckland, Sky Tower,20220331:2100,213,8.6,6.6,1.8,1,H
Auckland, Sky Tower,20220331:2200,212,4.3,8.0,1.1,1,H
Auckland, Sky Tower,20220331:2300,201,9.0,3.2,0.7,1,H
Auckland, Sky Tower,20220401:0000,206,6.2,4.6,0.8,1,H
Auckland, Sky Tower,20220401:0100,206,5.9,8.4,0.5,1,H
Auckland, Sky Tower,20220401:0200,186,5.6,3.9,0.5,1,H
Auckland, Sky Tower,20220401:0300,193,5.7,3.2,0.6,1,H
Auckland, Sky Tower,20220401:0400,206,6.0,7.7,0.5,1,H
Auckland, Sky Tower,20220401:0500,204,5.6,7.8,0.6,1,H
Auckland, Sky Tower,20220401:0600,192,4.8,7.5,0.8,1,H
Auckland, Sky Tower,20220401:0700,201,5.2,6.1,0.6,1,H
Auckland, Sky Tower,20220401:0800,192,4.9,6.4,0.9,1,H
Auckland, Sky Tower,20220401:0900,188,5.0,9.1,0.8,1,H
Auckland, Sky Tower,20220401:1000,182,5.0,9.6,0.9,1,H
Auckland, Sky Tower,20220401:1100,191,3.9,13.3,0.8,1,H
Auckland, Sky Tower,20220401:1200,195,4.1,10.5,0.8,1,H
Auckland, Sky Tower,20220401:1300,195,5.0,11.2,0.8,1,H
Auckland, Sky Tower,20220401:1400,193,4.8,11.0,0.9,1,H
Auckland, Sky Tower,20220401:1500,185,4.9,9.6,1.0,1,H
Auckland, Sky Tower,20220401:1600,191,5.2,7.7,0.6,1,H
Auckland, Sky Tower,20220401:1700,196,6.0,5.5,0.7,1,H
Auckland, Sky Tower,20220401:1800,190,6.3,4.0,0.6,1,H
Auckland, Sky Tower,20220401:1900,190,6.2,3.7,0.7,1,H
Auckland, Sky Tower,20220401:2000,180,5.8,4.4,0.7,1,H
Auckland, Sky Tower,20220401:2100,152,2.0,29.9,1.6,1,H
Auckland, Sky Tower,20220401:2200,105,2.4,19.4,1.3,1,H
Auckland, Sky Tower,20220401:2300,71,3.9,9.4,0.5,1,H
Auckland, Sky Tower,20220402:0000,59,3.9,5.2,0.7,1,H
Auckland, Sky Tower,20220402:0100,63,5.8,1.6,0.4,1,H
Auckland, Sky Tower,20220402:0200,52,5.3,7.1,0.5,1,H
Auckland, Sky Tower,20220402:0300,44,4.7,3.6,0.4,1,H
Auckland, Sky Tower,20220402:0400,37,7.4,8.0,0.7,1,H
Auckland, Sky Tower,20220402:0500,33,7.3,3.9,0.5,1,H
Auckland, Sky Tower,20220402:0600,25,6.3,5.1,0.6,1,H
Auckland, Sky Tower,20220402:0700,25,5.5,2.3,0.3,1,H
Auckland, Sky Tower,20220402:0800,18,5.1,4.9,0.3,1,H
Auckland, Sky Tower,20220402:0900,22,4.3,6.1,0.5,1,H
Auckland, Sky Tower,20220402:1000,20,4.2,5.6,0.5,1,H
Auckland, Sky Tower,20220402:1100,22,4.6,7.4,0.5,1,H
Auckland, Sky Tower,20220402:1200,23,4.8,8.0,0.5,1,H
Auckland, Sky Tower,20220402:1300,30,4.4,7.3,0.6,1,H
Auckland, Sky Tower,20220402:1400,26,5.3,6.0,0.6,1,H
Auckland, Sky Tower,20220402:1500,30,4.3,8.6,0.6,1,H
Auckland, Sky Tower,20220402:1600,23,3.8,7.9,0.6,1,H
Auckland, Sky Tower,20220402:1700,2,3.5,18.8,0.4,1,H
Auckland, Sky Tower,20220402:1800,325,2.9,13.4,0.5,1,H
Auckland, Sky Tower,20220402:1900,187,2.1,66.5,0.9,1,H
Auckland, Sky Tower,20220402:2000,219,2.4,12.6,0.6,1,H
Auckland, Sky Tower,20220402:2100,236,1.7,15.7,0.4,1,H
Auckland, Sky Tower,20220402:2200,247,1.0,16.4,0.8,1,H
Auckland, Sky Tower,20220402:2300,235,1.1,25.2,0.4,1,H
Auckland, Sky Tower,20220403:0000,210,2.7,14.5,0.5,1,H
Auckland, Sky Tower,20220403:0100,191,3.6,3.5,0.2,1,H
Auckland, Sky Tower,20220403:0200,188,3.4,2.9,0.6,1,H
Auckland, Sky Tower,20220403:0300,185,2.0,3.5,0.2,1,H
Auckland, Sky Tower,20220403:0400,181,2.6,3.7,0.7,1,H
Auckland, Sky Tower,20220403:0500,181,3.4,2.9,0.5,1,H
Auckland, Sky Tower,20220403:0600,185,2.2,6.4,0.4,1,H
Auckland, Sky Tower,20220403:0700,168,2.6,5.3,0.5,1,H
Auckland, Sky Tower,20220403:0800,154,0.6,2.0,0.4,1,H
Auckland, Sky Tower,20220403:0900,156,0.5,31.7,0.2,1,H
Auckland, Sky Tower,20220403:1000,276,1.0,39.0,0.5,1,H
Auckland, Sky Tower,20220403:1100,249,1.5,42.3,0.7,1,H
Auckland, Sky Tower,20220403:1200,65,1.5,67.7,0.7,1,H
Auckland, Sky Tower,20220403:1300,320,1.6,33.5,0.5,1,H
Auckland, Sky Tower,20220403:1400,276,2.6,24.1,0.9,1,H
Auckland, Sky Tower,20220403:1500,244,2.7,33.9,1.1,1,H
Auckland, Sky Tower,20220403:1600,213,3.8,27.0,1.2,1,H
Auckland, Sky Tower,20220403:1700,212,3.5,17.2,1.1,1,H
Auckland, Sky Tower,20220403:1800,235,2.1,17.4,0.6,1,H
Auckland, Sky Tower,20220403:1900,220,3.9,13.4,1.1,1,H
Auckland, Sky Tower,20220403:2000,202,6.0,4.2,0.6,1,H
Auckland, Sky Tower,20220403:2100,199,6.7,2.4,0.2,1,H
Auckland, Sky Tower,20220403:2200,195,5.7,4.9,0.5,1,H
Auckland, Sky Tower,20220403:2300,188,3.5,1.4,0.5,1,H
Auckland, Sky Tower,20220404:0000,180,2.2,6.6,0.3,1,H
Auckland, Sky Tower,20220404:0100,171,2.0,5.3,0.2,1,H
Auckland, Sky Tower,20220404:0200,176,2.0,3.9,0.3,1,H
Auckland, Sky Tower,20220404:0300,189,1.7,11.6,0.2,1,H
Auckland, Sky Tower,20220404:0400,226,2.3,6.2,0.2,1,H
Auckland, Sky Tower,20220404:0500,229,1.9,4.8,0.1,1,H
Auckland, Sky Tower,20220404:0600,231,1.7,4.5,0.3,1,H
Auckland, Sky Tower,20220404:0700,206,2.2,22.5,0.4,1,H
Auckland, Sky Tower,20220404:0800,180,1.9,8.7,0.3,1,H
Auckland, Sky Tower,20220404:0900,161,1.4,53.0,0.6,1,H
Auckland, Sky Tower,20220404:1000,39,1.2,72.7,0.6,1,H
Auckland, Sky Tower,20220404:1100,49,1.4,48.1,0.7,1,H
Auckland, Sky Tower,20220404:1200,24,1.5,26.4,0.6,1,H
Auckland, Sky Tower,20220404:1300,10,1.5,44.8,0.8,1,H
Auckland, Sky Tower,20220404:1400,357,1.3,38.4,0.7,1,H
Auckland, Sky Tower,20220404:1500,27,2.1,22.2,0.9,1,H
Auckland, Sky Tower,20220404:1600,2,1.8,33.0,0.8,1,H
Auckland, Sky Tower,20220404:1700,337,1.2,41.5,0.4,1,H
Auckland, Sky Tower,20220404:1800,8,0.7,13.9,0.4,1,H
Auckland, Sky Tower,20220404:1900,16,2.0,16.7,0.6,1,H
Auckland, Sky Tower,20220404:2000,344,1.7,16.8,0.5,1,H
Auckland, Sky Tower,20220404:2100,4,1.7,11.8,0.4,1,H
Auckland, Sky Tower,20220404:2200,5,1.9,12.5,0.4,1,H
Auckland, Sky Tower,20220404:2300,324,2.8,11.3,0.5,1,H
Auckland, Sky Tower,20220405:0000,324,3.4,16.9,0.6,1,H
Auckland, Sky Tower,20220405:0100,350,5.5,3.3,0.6,1,H
Auckland, Sky Tower,20220405:0200,347,5.8,1.8,0.2,1,H
Auckland, Sky Tower,20220405:0300,342,6.4,3.5,0.3,1,H
Auckland, Sky Tower,20220405:0400,336,6.6,3.7,0.4,1,H
Auckland, Sky Tower,20220405:0500,342,5.8,4.4,0.4,1,H
Auckland, Sky Tower,20220405:0600,352,5.4,2.5,0.6,1,H
Auckland, Sky Tower,20220405:0700,352,5.2,2.5,0.3,1,H
Auckland, Sky Tower,20220405:0800,2,5.5,5.6,0.4,1,H
Auckland, Sky Tower,20220405:0900,13,6.0,5.8,0.3,1,H
Auckland, Sky Tower,20220405:1000,20,5.4,5.3,0.5,1,H
Auckland, Sky Tower,20220405:1100,17,5.8,5.8,0.6,1,H
Auckland, Sky Tower,20220405:1200,20,7.0,4.3,0.6,1,H
Auckland, Sky Tower,20220405:1300,15,6.2,7.0,0.6,1,H
Auckland, Sky Tower,20220405:1400,25,6.9,7.6,0.9,1,H
Auckland, Sky Tower,20220405:1500,26,9.0,5.0,0.8,1,H
Auckland, Sky Tower,20220405:1600,20,10.0,3.8,0.5,1,H
Auckland, Sky Tower,20220405:1700,7,9.4,4.8,0.7,1,H
Auckland, Sky Tower,20220405:1800,9,9.9,7.0,0.9,1,H
Auckland, Sky Tower,20220405:1900,16,9.3,5.0,1.0,1,H
Auckland, Sky Tower,20220405:2000,8,10.4,4.8,0.6,1,H
Auckland, Sky Tower,20220405:2100,355,8.6,5.6,1.1,1,H
Auckland, Sky Tower,20220405:2200,357,8.6,5.6,1.2,1,H
Auckland, Sky Tower,20220405:2300,358,9.3,2.6,0.4,1,H
Auckland, Sky Tower,20220406:0000,356,9.0,2.9,0.5,1,H
Auckland, Sky Tower,20220406:0100,351,8.2,4.4,0.4,1,H
Auckland, Sky Tower,20220406:0200,346,9.7,2.2,0.3,1,H
Auckland, Sky Tower,20220406:0300,357,9.6,7.6,0.5,1,H
Auckland, Sky Tower,20220406:0400,352,7.3,9.6,1.3,1,H
Auckland, Sky Tower,20220406:0500,336,3.9,5.1,1.0,1,H
Auckland, Sky Tower,20220406:0600,337,5.1,7.4,1.4,1,H
Auckland, Sky Tower,20220406:0700,311,5.8,8.4,0.3,1,H
Auckland, Sky Tower,20220406:0800,316,5.9,6.7,0.5,1,H
Auckland, Sky Tower,20220406:0900,304,6.2,7.2,0.8,1,H
Auckland, Sky Tower,20220406:1000,316,6.6,12.5,1.3,1,H
Auckland, Sky Tower,20220406:1100,296,8.5,7.1,1.5,1,H
Auckland, Sky Tower,20220406:1200,288,9.1,10.9,2.4,1,H
Auckland, Sky Tower,20220406:1300,276,11.2,5.6,1.3,1,H
Auckland, Sky Tower,20220406:1400,274,12.3,4.2,0.9,1,H
Auckland, Sky Tower,20220406:1500,266,11.2,4.6,1.0,1,H
Auckland, Sky Tower,20220406:1600,268,10.2,5.3,1.3,1,H
Auckland, Sky Tower,20220406:1700,265,9.8,5.4,0.9,1,H
Auckland, Sky Tower,20220406:1800,268,9.5,6.9,1.0,1,H
Auckland, Sky Tower,20220406:1900,269,8.8,5.6,0.9,1,H
Auckland, Sky Tower,20220406:2000,278,8.3,5.9,1.0,1,H
Auckland, Sky Tower,20220406:2100,272,9.2,8.8,1.2,1,H
Auckland, Sky Tower,20220406:2200,242,9.8,10.2,1.0,1,H
Auckland, Sky Tower,20220406:2300,213,11.1,6.2,1.4,1,H
Auckland, Sky Tower,20220407:0000,212,11.9,3.3,0.9,1,H
Auckland, Sky Tower,20220407:0100,213,12.5,4.7,1.1,1,H
Auckland, Sky Tower,20220407:0200,211,13.6,7.3,0.9,1,H
Auckland, Sky Tower,20220407:0300,206,12.2,3.9,1.1,1,H
Auckland, Sky Tower,20220407:0400,208,12.3,3.1,0.9,1,H
Auckland, Sky Tower,20220407:0500,204,12.0,3.7,1.1,1,H
Auckland, Sky Tower,20220407:0600,203,12.0,3.8,1.2,1,H
Auckland, Sky Tower,20220407:0700,206,11.6,5.7,1.4,1,H
Auckland, Sky Tower,20220407:0800,201,11.3,3.2,1.3,1,H
Auckland, Sky Tower,20220407:0900,195,11.8,6.6,1.9,1,H
Auckland, Sky Tower,20220407:1000,191,9.4,6.3,1.6,1,H
Auckland, Sky Tower,20220407:1100,190,9.3,5.5,1.4,1,H
Auckland, Sky Tower,20220407:1200,192,9.1,7.9,1.2,1,H
Auckland, Sky Tower,20220407:1300,190,8.5,7.9,1.1,1,H
Auckland, Sky Tower,20220407:1400,188,7.8,9.1,1.0,1,H
Auckland, Sky Tower,20220407:1500,180,7.0,20.3,1.7,1,H
Auckland, Sky Tower,20220407:1600,171,7.2,15.2,1.3,1,H
Auckland, Sky Tower,20220407:1700,186,7.5,6.5,1.0,1,H
Auckland, Sky Tower,20220407:1800,185,6.9,6.0,0.8,1,H
Auckland, Sky Tower,20220407:1900,169,5.6,14.9,1.3,1,H
Auckland, Sky Tower,20220407:2000,127,2.3,28.6,0.9,1,H
Auckland, Sky Tower,20220407:2100,92,5.6,14.8,1.9,1,H
Auckland, Sky Tower,20220407:2200,83,5.9,2.2,0.4,1,H
Auckland, Sky Tower,20220407:2300,83,6.2,1.6,0.3,1,H
Auckland, Sky Tower,20220408:0000,75,7.3,4.1,0.6,1,H
Auckland, Sky Tower,20220408:0100,76,7.6,3.3,0.8,1,H
Auckland, Sky Tower,20220408:0200,74,6.7,3.5,0.9,1,H
Auckland, Sky Tower,20220408:0300,70,5.2,6.3,0.5,1,H
Auckland, Sky Tower,20220408:0400,65,5.7,3.0,0.3,1,H
Auckland, Sky Tower,20220408:0500,64,5.2,2.8,0.5,1,H
Auckland, Sky Tower,20220408:0600,67,5.4,3.2,0.3,1,H
Auckland, Sky Tower,20220408:0700,70,5.0,2.2,0.4,1,H
Auckland, Sky Tower,20220408:0800,56,4.0,11.9,0.2,1,H
Auckland, Sky Tower,20220408:0900,44,4.0,10.2,0.8,1,H
Auckland, Sky Tower,20220408:1000,32,3.0,13.4,0.9,1,H
Auckland, Sky Tower,20220408:1100,16,2.1,18.1,0.7,1,H
Auckland, Sky Tower,20220408:1200,272,2.0,88.8,1.0,1,H
Auckland, Sky Tower,20220408:1300,196,2.2,50.1,1.0,1,H
Auckland, Sky Tower,20220408:1400,195,4.1,13.7,1.1,1,H
Auckland, Sky Tower,20220408:1500,184,4.8,8.3,0.8,1,H
Auckland, Sky Tower,20220408:1600,184,6.1,5.1,0.9,1,H
Auckland, Sky Tower,20220408:1700,189,6.9,7.8,0.9,1,H
Auckland, Sky Tower,20220408:1800,202,6.7,4.9,1.1,1,H
