Station,Date(NZST),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
Auckland Aero,20140919:0900,16.8,24,11.7,24,12.0,24,14.3,-,24,D
Auckland Aero,20140920:0900,17.9,24,9.3,24,7.7,24,13.6,-,24,D
Auckland Aero,20140921:0900,16.1,24,6.4,24,5.8,24,11.3,-,24,D
Auckland Aero,20140922:0900,14.0,24,8.3,24,8.9,24,11.2,-,24,D
Auckland Aero,20140923:0900,14.1,24,4.4,24,3.2,24,9.3,-,24,D
Auckland Aero,20140924:0900,16.1,24,11.2,24,11.0,24,13.7,-,24,D
Auckland Aero,20140925:0900,16.5,24,10.4,24,8.1,24,13.5,-,24,D
Auckland Aero,20140926:0900,16.5,24,11.4,24,9.7,24,14.0,-,24,D
Auckland Aero,20140927:0900,17.3,24,9.8,24,8.8,24,13.6,-,24,D
Auckland Aero,20140928:0800,17.4,24,13.9,24,12.7,24,15.7,-,24,D
Auckland Aero,20140929:0800,19.0,24,10.7,24,10.5,24,14.9,-,24,D
Auckland Aero,20140930:0800,18.2,24,10.0,24,9.7,24,14.1,-,24,D
Auckland Aero,20141001:0800,17.8,24,11.0,24,8.7,24,14.4,-,24,D
Auckland Aero,20141002:0800,17.9,24,11.9,24,10.0,24,14.9,-,24,D
Auckland Aero,20141003:0800,17.9,24,10.6,24,9.0,24,14.3,-,24,D
Auckland Aero,20141004:0800,16.8,24,7.5,24,6.5,24,12.2,-,24,D
Auckland Aero,20141005:0800,14.6,24,9.2,24,8.1,24,11.9,-,24,D
Auckland Aero,20141006:0800,16.3,24,11.1,24,10.0,24,13.7,-,24,D
Auckland Aero,20141007:0800,17.4,24,9.7,24,8.4,24,13.6,-,24,D
Auckland Aero,20141008:0800,15.9,24,6.5,24,6.4,24,11.2,-,24,D
Auckland Aero,20141009:0800,19.3,24,12.9,24,12.2,24,16.1,-,24,D
Auckland Aero,20141010:0800,16.5,24,10.4,24,10.8,24,13.5,-,24,D
Auckland Aero,20141011:0800,18.5,24,10.2,24,10.0,24,14.4,-,24,D
Auckland Aero,20141012:0800,18.4,24,12.4,24,11.0,24,15.4,-,24,D
Auckland Aero,20141013:0800,17.3,24,12.5,24,11.5,24,14.9,-,24,D
Auckland Aero,20141014:0800,18.2,24,10.2,24,9.2,24,14.2,-,24,D
Auckland Aero,20141015:0800,18.9,24,11.8,24,10.8,24,15.4,-,24,D
Auckland Aero,20141016:0800,18.5,24,8.9,24,8.3,24,13.7,-,24,D
Auckland Aero,20141017:0800,20.6,24,12.7,24,11.6,24,16.7,-,24,D
Auckland Aero,20141018:0800,21.1,24,14.7,24,14.0,24,17.9,-,24,D
Auckland Aero,20141019:0800,17.8,24,12.6,24,12.5,24,15.2,-,24,D
Auckland Aero,20141020:0800,18.2,24,13.0,24,11.7,24,15.6,-,24,D
Auckland Aero,20141021:0800,16.8,24,12.9,24,11.3,24,14.9,-,24,D
Auckland Aero,20141022:0800,18.1,24,13.0,24,13.3,24,15.6,-,24,D
Auckland Aero,20141023:0800,18.8,24,13.4,24,13.5,24,16.1,-,24,D
Auckland Aero,20141024:0800,18.9,24,12.4,24,12.2,24,15.7,-,24,D
Auckland Aero,20141025:0800,17.7,24,6.0,24,4.7,24,11.9,-,24,D
Auckland Aero,20141026:0800,15.6,24,9.8,24,9.1,24,12.7,-,24,D
Auckland Aero,20141027:0800,17.0,24,13.2,24,11.5,24,15.1,-,24,D
Auckland Aero,20141028:0800,18.8,24,13.6,24,14.1,24,16.2,-,24,D
Auckland Aero,20141029:0800,20.4,24,15.1,24,16.1,24,17.8,-,24,D
Auckland Aero,20141030:0800,18.9,24,8.6,24,9.3,24,13.8,-,24,D
Auckland Aero,20141031:0800,16.7,24,12.2,24,10.8,24,14.5,-,24,D
Auckland Aero,20141101:0800,18.9,24,14.3,24,13.7,24,16.6,-,24,D
Auckland Aero,20141102:0800,18.9,24,14.2,24,14.2,24,16.6,-,24,D
Auckland Aero,20141103:0800,21.7,24,14.7,24,15.1,24,18.2,-,24,D
Auckland Aero,20141104:0800,18.0,24,9.0,24,11.2,24,13.5,-,24,D
Auckland Aero,20141105:0800,17.5,24,9.4,24,10.8,24,13.5,-,24,D
Auckland Aero,20141106:0800,16.9,24,8.5,24,10.7,24,12.7,-,24,D
Auckland Aero,20141107:0800,15.7,24,9.8,24,9.6,24,12.8,-,24,D
Auckland Aero,20141108:0800,16.9,24,10.1,24,9.0,24,13.5,-,24,D
Auckland Aero,20141109:0800,17.7,24,7.9,24,9.1,24,12.8,-,24,D
Auckland Aero,20141110:0800,18.4,24,9.6,24,10.8,24,14.0,-,24,D
Auckland Aero,20141111:0800,19.8,24,13.7,24,12.9,24,16.8,-,24,D
Auckland Aero,20141112:0800,19.9,24,10.8,24,10.3,24,15.4,-,24,D
Auckland Aero,20141113:0800,17.3,24,8.9,24,7.7,24,13.1,-,24,D
Auckland Aero,20141114:0800,16.2,24,10.1,24,10.0,24,13.2,-,24,D
Auckland Aero,20141115:0800,17.4,24,13.0,24,12.7,24,15.2,-,24,D
Auckland Aero,20141116:0800,19.3,24,12.5,24,11.3,24,15.9,-,24,D
Auckland Aero,20141117:0800,18.4,24,10.4,24,11.6,24,14.4,-,24,D
Auckland Aero,20141118:0800,21.1,24,12.8,24,12.4,24,17.0,-,24,D
Auckland Aero,20141119:0800,19.3,24,11.8,24,12.2,24,15.6,-,24,D
Auckland Aero,20141120:0800,19.7,24,11.7,24,10.7,24,15.7,-,24,D
Auckland Aero,20141121:0800,17.6,24,12.6,24,12.1,24,15.1,-,24,D
Auckland Aero,20141122:0800,19.0,24,14.9,24,15.5,24,17.0,-,24,D
Auckland Aero,20141123:0800,21.8,24,14.8,24,14.0,24,18.3,-,24,D
Auckland Aero,20141124:0800,19.6,24,13.2,24,14.2,24,16.4,-,24,D
Auckland Aero,20141125:0800,20.1,24,14.8,24,18.0,24,17.5,-,24,D
Auckland Aero,20141126:0800,22.3,24,16.9,24,17.0,24,19.6,-,24,D
Auckland Aero,20141127:0800,20.2,24,14.1,24,12.0,24,17.2,-,24,D
Auckland Aero,20141128:0800,20.1,24,14.4,24,13.0,24,17.3,-,24,D
Auckland Aero,20141129:0800,20.6,24,11.4,24,9.4,24,16.0,-,24,D
Auckland Aero,20141130:0800,17.7,24,13.3,24,11.2,24,15.5,-,24,D
Auckland Aero,20141201:0800,19.5,24,12.2,24,9.8,24,15.9,-,24,D
Auckland Aero,20141202:0800,17.2,24,9.6,24,7.5,24,13.4,-,24,D
Auckland Aero,20141203:0800,18.5,24,9.3,24,6.3,24,13.9,-,24,D
Auckland Aero,20141204:0800,19.5,24,12.7,24,10.4,24,16.1,-,24,D
Auckland Aero,20141205:0800,20.0,24,14.6,24,12.7,24,17.3,-,24,D
Auckland Aero,20141206:0800,21.9,24,15.1,24,15.2,24,18.5,-,24,D
Auckland Aero,20141207:0800,21.9,24,14.7,24,12.6,24,18.3,-,24,D
Auckland Aero,20141208:0800,22.2,24,16.7,24,16.4,24,19.5,-,24,D
Auckland Aero,20141209:0800,22.9,24,16.4,24,16.4,24,19.7,-,24,D
Auckland Aero,20141210:0800,21.6,24,15.9,24,13.0,24,18.8,-,24,D
Auckland Aero,20141211:0800,24.2,24,17.5,24,17.0,24,20.9,-,24,D
Auckland Aero,20141212:0800,21.3,24,15.4,24,14.0,24,18.4,-,24,D
Auckland Aero,20141213:0800,18.6,24,14.5,24,13.5,24,16.6,-,24,D
Auckland Aero,20141214:0800,18.5,24,13.8,24,13.5,24,16.2,-,24,D
Auckland Aero,20141215:0800,18.1,24,14.3,24,13.4,24,16.2,-,24,D
Auckland Aero,20141216:0800,19.6,24,15.2,24,13.7,24,17.4,-,24,D
Auckland Aero,20141217:0800,18.4,24,15.8,24,14.7,24,17.1,-,24,D
Auckland Aero,20141218:0800,20.8,24,17.7,24,17.0,24,19.3,-,24,D
Auckland Aero,20141219:0800,22.8,24,14.7,24,11.3,24,18.8,-,24,D
Auckland Aero,20141220:0800,25.8,24,16.8,24,14.6,24,21.3,-,24,D
Auckland Aero,20141221:0800,22.9,24,18.1,24,17.7,24,20.5,-,24,D
Auckland Aero,20141222:0800,23.3,24,16.0,24,14.0,24,19.7,-,24,D
Auckland Aero,20141223:0800,21.6,24,14.0,24,11.3,24,17.8,-,24,D
Auckland Aero,20141224:0800,24.3,24,16.8,24,15.8,24,20.6,-,24,D
Auckland Aero,20141225:0800,23.2,24,14.8,24,13.2,24,19.0,-,24,D
Auckland Aero,20141226:0800,22.9,24,14.9,24,12.6,24,18.9,-,24,D
Auckland Aero,20141227:0800,23.3,24,14.6,24,10.7,24,19.0,-,24,D
Auckland Aero,20141228:0800,23.6,24,14.5,24,10.7,24,19.1,-,24,D
Auckland Aero,20141229:0800,23.7,24,16.4,24,12.8,24,20.1,-,24,D
Auckland Aero,20141230:0800,25.2,24,13.5,24,9.0,24,19.4,-,24,D
Auckland Aero,20141231:0800,24.1,24,16.8,24,14.4,24,20.5,-,24,D
Auckland Aero,20150101:0800,24.0,24,16.6,24,15.7,24,20.3,-,24,D
Auckland Aero,20150102:0800,22.1,24,11.6,24,7.7,24,16.9,-,24,D
Auckland Aero,20150103:0800,23.3,24,14.2,24,9.6,24,18.8,-,24,D
Auckland Aero,20150104:0800,22.6,24,14.3,24,9.3,24,18.5,-,24,D
Auckland Aero,20150105:0800,25.7,24,14.6,24,11.1,24,20.2,-,24,D
Auckland Aero,20150106:0800,23.7,24,14.2,24,9.1,24,19.0,-,24,D
Auckland Aero,20150107:0800,24.2,24,16.0,24,12.3,24,20.1,-,24,D
Auckland Aero,20150108:0800,24.8,24,14.9,24,11.8,24,19.9,-,24,D
Auckland Aero,20150109:0800,25.5,24,17.7,24,15.0,24,21.6,-,24,D
Auckland Aero,20150110:0800,24.9,24,15.9,24,12.8,24,20.4,-,24,D
Auckland Aero,20150111:0800,25.2,24,18.2,24,15.5,24,21.7,-,24,D
Auckland Aero,20150112:0800,24.7,24,18.7,24,16.1,24,21.7,-,24,D
Auckland Aero,20150113:0800,25.4,24,18.1,24,15.7,24,21.8,-,24,D
Auckland Aero,20150114:0800,24.2,24,16.1,24,13.3,24,20.2,-,24,D
Auckland Aero,20150115:0800,24.1,24,15.4,24,11.4,24,19.8,-,24,D
Auckland Aero,20150116:0800,26.1,24,16.1,24,12.7,24,21.1,-,24,D
Auckland Aero,20150117:0800,26.6,24,17.9,24,14.8,24,22.3,-,24,D
Auckland Aero,20150118:0800,26.3,24,17.9,24,15.3,24,22.1,-,24,D
Auckland Aero,20150119:0800,25.0,24,18.3,24,15.4,24,21.7,-,24,D
Auckland Aero,20150120:0800,26.3,24,16.9,24,14.3,24,21.6,-,24,D
Auckland Aero,20150121:0800,25.7,24,16.7,24,14.2,24,21.2,-,24,D
Auckland Aero,20150122:0800,23.7,24,14.2,24,10.0,24,19.0,-,24,D
Auckland Aero,20150123:0800,25.8,24,16.2,24,12.3,24,21.0,-,24,D
Auckland Aero,20150124:0800,25.8,24,18.0,24,14.0,24,21.9,-,24,D
Auckland Aero,20150125:0800,26.7,24,16.3,24,12.8,24,21.5,-,24,D
Auckland Aero,20150126:0800,27.9,24,17.1,24,13.7,24,22.5,-,24,D
Auckland Aero,20150127:0800,25.8,24,17.5,24,14.1,24,21.7,-,24,D
Auckland Aero,20150128:0800,26.3,24,18.7,24,15.6,24,22.5,-,24,D
Auckland Aero,20150129:0800,26.9,24,18.1,24,15.1,24,22.5,-,24,D
Auckland Aero,20150130:0800,28.6,24,17.5,24,14.4,24,23.1,-,24,D
Auckland Aero,20150131:0800,28.4,24,19.5,24,19.7,24,24.0,-,24,D
Auckland Aero,20150201:0800,24.8,24,19.6,24,18.5,24,22.2,-,24,D
Auckland Aero,20150202:0800,24.2,24,19.2,24,18.8,24,21.7,-,24,D
Auckland Aero,20150203:0800,29.2,24,20.1,24,18.4,24,24.7,-,24,D
Auckland Aero,20150204:0800,26.0,24,15.2,24,12.3,24,20.6,-,24,D
Auckland Aero,20150205:0800,21.3,24,16.8,24,16.3,24,19.1,-,24,D
Auckland Aero,20150206:0800,23.5,24,16.7,24,14.8,24,20.1,-,24,D
Auckland Aero,20150207:0800,21.8,24,15.5,24,13.9,24,18.7,-,24,D
Auckland Aero,20150208:0800,22.2,24,17.3,24,14.2,24,19.8,-,24,D
Auckland Aero,20150209:0800,22.4,24,17.2,24,14.5,24,19.8,-,24,D
Auckland Aero,20150210:0800,24.3,24,17.9,24,15.1,24,21.1,-,24,D
Auckland Aero,20150211:0800,25.3,24,14.9,24,12.9,24,20.1,-,24,D
Auckland Aero,20150212:0800,23.2,24,15.7,24,14.6,24,19.5,-,24,D
Auckland Aero,20150213:0800,23.0,24,15.9,24,13.4,24,19.5,-,24,D
Auckland Aero,20150214:0800,24.1,24,14.3,24,10.7,24,19.2,-,24,D
Auckland Aero,20150215:0800,25.0,24,15.4,24,12.3,24,20.2,-,24,D
Auckland Aero,20150216:0800,24.3,24,15.1,24,10.9,24,19.7,-,24,D
Auckland Aero,20150217:0800,24.5,24,13.9,24,10.8,24,19.2,-,24,D
Auckland Aero,20150218:0800,24.8,24,14.4,24,11.0,24,19.6,-,24,D
Auckland Aero,20150219:0800,24.0,24,13.7,24,9.7,24,18.9,-,24,D
Auckland Aero,20150220:0800,24.2,24,17.3,24,14.7,24,20.8,-,24,D
Auckland Aero,20150221:0800,24.6,24,16.3,24,12.8,24,20.5,-,24,D
Auckland Aero,20150222:0800,25.5,24,18.5,24,17.3,24,22.0,-,24,D
Auckland Aero,20150223:0800,24.0,24,16.0,24,12.8,24,20.0,-,24,D
Auckland Aero,20150224:0800,25.9,24,16.7,24,14.9,24,21.3,-,24,D
Auckland Aero,20150225:0800,23.1,24,13.7,24,8.4,24,18.4,-,24,D
Auckland Aero,20150226:0800,24.9,24,15.5,24,10.5,24,20.2,-,24,D
Auckland Aero,20150227:0800,25.7,24,14.6,24,9.9,24,20.2,-,24,D
Auckland Aero,20150228:0800,25.2,24,14.6,24,9.7,24,19.9,-,24,D
Auckland Aero,20150301:0800,25.3,24,15.4,24,9.9,24,20.4,-,24,D
Auckland Aero,20150302:0800,27.8,24,16.4,24,11.8,24,22.1,-,24,D
Auckland Aero,20150303:0800,26.6,24,17.0,24,12.3,24,21.8,-,24,D
Auckland Aero,20150304:0800,26.0,24,18.7,24,17.8,24,22.4,-,24,D
Auckland Aero,20150305:0800,25.8,24,16.6,24,13.0,24,21.2,-,24,D
Auckland Aero,20150306:0800,27.4,24,19.8,24,18.4,24,23.6,-,24,D
Auckland Aero,20150307:0800,25.7,24,16.9,24,15.1,24,21.3,-,24,D
Auckland Aero,20150308:0800,26.5,24,16.4,24,14.7,24,21.5,-,24,D
Auckland Aero,20150309:0800,23.8,24,16.1,24,13.9,24,20.0,-,24,D
Auckland Aero,20150310:0800,22.4,24,15.4,24,11.4,24,18.9,-,24,D
Auckland Aero,20150311:0800,24.4,24,15.1,24,11.7,24,19.8,-,24,D
Auckland Aero,20150312:0800,24.7,24,16.9,24,14.2,24,20.8,-,24,D
Auckland Aero,20150313:0800,27.0,24,16.2,24,12.1,24,21.6,-,24,D
Auckland Aero,20150314:0800,26.7,24,15.2,24,10.1,24,21.0,-,24,D
Auckland Aero,20150315:0800,28.0,24,17.0,24,14.8,24,22.5,-,24,D
Auckland Aero,20150316:0800,23.0,24,17.3,24,16.8,24,20.2,-,24,D
Auckland Aero,20150317:0800,23.7,24,16.3,24,13.2,24,20.0,-,24,D
Auckland Aero,20150318:0800,23.4,24,13.2,24,9.3,24,18.3,-,24,D
Auckland Aero,20150319:0800,21.7,24,13.3,24,10.0,24,17.5,-,24,D
Auckland Aero,20150320:0800,21.6,24,12.2,24,8.3,24,16.9,-,24,D
Auckland Aero,20150321:0800,22.6,24,14.0,24,12.2,24,18.3,-,24,D
Auckland Aero,20150322:0800,22.7,24,13.9,24,9.6,24,18.3,-,24,D
Auckland Aero,20150323:0800,23.5,24,14.8,24,11.4,24,19.2,-,24,D
Auckland Aero,20150324:0800,23.4,24,15.2,24,14.7,24,19.3,-,24,D
Auckland Aero,20150325:0800,22.3,24,13.8,24,8.9,24,18.1,-,24,D
Auckland Aero,20150326:0800,23.9,24,15.4,24,12.1,24,19.7,-,24,D
Auckland Aero,20150327:0800,23.5,24,16.2,24,13.3,24,19.9,-,24,D
Auckland Aero,20150328:0800,24.5,24,16.4,24,17.2,24,20.5,-,24,D
Auckland Aero,20150329:0800,23.8,24,17.5,24,15.6,24,20.7,-,24,D
Auckland Aero,20150330:0800,23.6,24,16.3,24,14.5,24,20.0,-,24,D
Auckland Aero,20150331:0800,22.0,24,16.9,24,14.5,24,19.5,-,24,D
Auckland Aero,20150401:0800,21.6,24,12.2,24,7.0,24,16.9,-,24,D
Auckland Aero,20150402:0800,22.3,24,11.8,24,7.7,24,17.1,-,24,D
Auckland Aero,20150403:0800,22.5,24,13.6,24,8.8,24,18.1,-,24,D
Auckland Aero,20150404:0800,22.0,24,12.3,24,8.4,24,17.2,-,24,D
Auckland Aero,20150405:0900,22.4,24,14.8,24,11.9,24,18.6,-,24,D
Auckland Aero,20150406:0900,21.8,24,15.7,24,11.3,24,18.8,-,24,D
Auckland Aero,20150407:0900,23.5,24,15.8,24,11.9,24,19.7,-,24,D
Auckland Aero,20150408:0900,24.1,24,15.8,24,12.8,24,20.0,-,24,D
Auckland Aero,20150409:0900,24.1,24,19.0,24,17.0,24,21.6,-,24,D
Auckland Aero,20150410:0900,22.1,24,17.3,24,14.6,24,19.7,-,24,D
Auckland Aero,20150411:0900,25.4,24,17.9,24,15.9,24,21.7,-,24,D
Auckland Aero,20150412:0900,21.6,24,13.7,24,10.0,24,17.7,-,24,D
Auckland Aero,20150413:0900,19.7,24,14.2,24,11.7,24,17.0,-,24,D
Auckland Aero,20150414:0900,20.1,24,8.4,24,7.4,24,14.3,-,24,D
Auckland Aero,20150415:0900,15.3,24,7.1,24,3.8,24,11.2,-,24,D
Auckland Aero,20150416:0900,18.4,24,11.1,24,7.8,24,14.8,-,24,D
Auckland Aero,20150417:0900,18.2,24,8.8,24,4.8,24,13.5,-,24,D
Auckland Aero,20150418:0900,19.3,24,13.9,24,12.1,24,16.6,-,24,D
Auckland Aero,20150419:0900,17.3,24,11.4,24,8.4,24,14.4,-,24,D
Auckland Aero,20150420:0900,22.0,24,10.0,24,7.6,24,16.0,-,24,D
Auckland Aero,20150421:0900,22.5,24,11.4,24,7.7,24,17.0,-,24,D
Auckland Aero,20150422:0900,21.0,24,12.4,24,8.3,24,16.7,-,24,D
Auckland Aero,20150423:0900,19.1,24,12.2,24,8.7,24,15.7,-,24,D
Auckland Aero,20150424:0900,20.6,24,12.2,24,8.4,24,16.4,-,24,D
Auckland Aero,20150425:0900,21.7,24,11.0,24,6.4,24,16.4,-,24,D
Auckland Aero,20150426:0900,20.6,24,13.5,24,9.1,24,17.1,-,24,D
Auckland Aero,20150427:0900,20.7,24,17.3,24,15.5,24,19.0,-,24,D
Auckland Aero,20150428:0900,22.3,24,16.3,24,13.3,24,19.3,-,24,D
Auckland Aero,20150429:0900,19.0,24,12.2,24,9.7,24,15.6,-,24,D
Auckland Aero,20150430:0900,18.2,24,12.3,24,11.1,24,15.3,-,24,D
Auckland Aero,20150501:0900,16.9,24,7.3,24,2.8,24,12.1,-,24,D
Auckland Aero,20150502:0900,17.7,24,9.9,24,5.9,24,13.8,-,24,D
Auckland Aero,20150503:0900,17.7,24,13.2,24,11.9,24,15.5,-,24,D
Auckland Aero,20150504:0900,17.7,24,8.5,24,3.5,24,13.1,-,24,D
Auckland Aero,20150505:0900,19.3,24,11.2,24,8.7,24,15.3,-,24,D
Auckland Aero,20150506:0900,20.0,24,12.4,24,8.5,24,16.2,-,24,D
Auckland Aero,20150507:0900,21.2,24,15.8,24,13.4,24,18.5,-,24,D
Auckland Aero,20150508:0900,22.2,24,16.7,24,16.3,24,19.5,-,24,D
Auckland Aero,20150509:0900,17.3,24,12.3,24,9.9,24,14.8,-,24,D
Auckland Aero,20150510:0900,18.8,24,13.2,24,10.0,24,16.0,-,24,D
Auckland Aero,20150511:0900,19.0,24,10.0,24,7.1,24,14.5,-,24,D
Auckland Aero,20150512:0900,20.2,24,13.8,24,11.0,24,17.0,-,24,D
Auckland Aero,20150513:0900,17.5,24,12.6,24,10.4,24,15.1,-,24,D
Auckland Aero,20150514:0900,19.0,24,11.9,24,8.4,24,15.5,-,24,D
Auckland Aero,20150515:0900,19.1,24,12.7,24,10.6,24,15.9,-,24,D
Auckland Aero,20150516:0900,15.7,24,7.7,24,4.2,24,11.7,-,24,D
Auckland Aero,20150517:0900,16.3,24,7.3,24,4.7,24,11.8,-,24,D
Auckland Aero,20150518:0900,16.5,24,7.8,24,4.9,24,12.2,-,24,D
Auckland Aero,20150519:0900,16.8,24,12.3,24,12.5,24,14.6,-,24,D
Auckland Aero,20150520:0900,17.1,24,7.1,24,3.9,24,12.1,-,24,D
Auckland Aero,20150521:0900,16.0,24,10.8,24,7.6,24,13.4,-,24,D
Auckland Aero,20150522:0900,17.8,24,13.3,24,11.0,24,15.6,-,24,D
Auckland Aero,20150523:0900,16.4,24,10.8,24,9.1,24,13.6,-,24,D
Auckland Aero,20150524:0900,16.0,24,11.4,24,10.8,24,13.7,-,24,D
Auckland Aero,20150525:0900,15.4,24,10.4,24,9.2,24,12.9,-,24,D
Auckland Aero,20150526:0900,13.8,24,8.9,24,7.5,24,11.4,-,24,D
Auckland Aero,20150527:0900,14.4,24,9.8,24,6.2,24,12.1,-,24,D
Auckland Aero,20150528:0900,14.3,24,5.1,24,0.3,24,9.7,-,24,D
Auckland Aero,20150529:0900,14.3,24,2.9,24,-0.8,24,8.6,-,24,D
Auckland Aero,20150530:0900,14.8,24,4.1,24,1.2,24,9.5,-,24,D
Auckland Aero,20150531:0900,16.8,24,8.9,24,6.0,24,12.9,-,24,D
Auckland Aero,20150601:0900,16.8,24,11.8,24,10.2,24,14.3,-,24,D
Auckland Aero,20150602:0900,18.0,24,13.5,24,13.5,24,15.8,-,24,D
Auckland Aero,20150603:0900,20.2,24,10.9,24,7.8,24,15.6,-,24,D
Auckland Aero,20150604:0900,16.6,24,11.2,24,10.2,24,13.9,-,24,D
Auckland Aero,20150605:0900,16.0,24,11.6,24,9.9,24,13.8,-,24,D
Auckland Aero,20150606:0900,15.7,24,7.8,24,6.0,24,11.8,-,24,D
Auckland Aero,20150607:0900,14.9,24,7.2,24,4.6,24,11.1,-,24,D
Auckland Aero,20150608:0900,14.8,24,6.3,24,2.8,24,10.6,-,24,D
Auckland Aero,20150609:0900,16.0,24,7.2,24,4.7,24,11.6,-,24,D
Auckland Aero,20150610:0900,17.0,24,10.3,24,8.1,24,13.7,-,24,D
Auckland Aero,20150611:0900,17.3,24,11.9,24,8.9,24,14.6,-,24,D
Auckland Aero,20150612:0900,15.8,24,11.3,24,8.7,24,13.6,-,24,D
Auckland Aero,20150613:0900,15.8,24,12.7,24,11.0,24,14.3,-,24,D
Auckland Aero,20150614:0900,15.7,24,12.7,24,11.3,24,14.2,-,24,D
Auckland Aero,20150615:0900,16.6,24,11.7,24,9.8,24,14.2,-,24,D
Auckland Aero,20150616:0900,16.3,24,7.1,24,3.8,24,11.7,-,24,D
Auckland Aero,20150617:0900,12.7,24,3.4,24,0.8,24,8.1,-,24,D
Auckland Aero,20150618:0900,14.5,24,7.6,24,6.9,24,11.1,-,24,D
Auckland Aero,20150619:0900,15.0,24,10.8,24,6.8,24,12.9,-,24,D
Auckland Aero,20150620:0900,18.4,24,14.4,24,11.9,24,16.4,-,24,D
Auckland Aero,20150621:0900,17.2,24,11.8,24,9.6,24,14.5,-,24,D
Auckland Aero,20150622:0900,14.8,24,9.5,24,6.3,24,12.2,-,24,D
Auckland Aero,20150623:0900,13.5,24,2.9,24,-0.1,24,8.2,-,24,D
Auckland Aero,20150624:0900,10.3,24,1.8,24,-2.1,24,6.1,-,24,D
Auckland Aero,20150625:0900,11.2,24,3.1,24,-1.2,24,7.2,-,24,D
Auckland Aero,20150626:0900,13.3,24,6.9,24,6.2,24,10.1,-,24,D
Auckland Aero,20150627:0900,15.0,24,11.5,24,10.2,24,13.3,-,24,D
Auckland Aero,20150628:0900,15.2,24,11.4,24,8.9,24,13.3,-,24,D
Auckland Aero,20150629:0900,15.6,24,10.9,24,7.7,24,13.3,-,24,D
Auckland Aero,20150630:0900,15.0,24,11.2,24,8.9,24,13.1,-,24,D
Auckland Aero,20150701:0900,15.2,24,11.2,24,8.9,24,13.2,-,24,D
Auckland Aero,20150702:0900,15.6,24,7.1,24,3.6,24,11.4,-,24,D
Auckland Aero,20150703:0900,14.9,24,6.5,24,2.6,24,10.7,-,24,D
Auckland Aero,20150704:0900,16.3,24,9.6,24,9.9,24,13.0,-,24,D
Auckland Aero,20150705:0900,17.1,24,11.2,24,9.2,24,14.2,-,24,D
Auckland Aero,20150706:0900,14.3,24,11.4,24,8.0,24,12.9,-,24,D
Auckland Aero,20150707:0900,16.4,24,11.6,24,9.0,24,14.0,-,24,D
Auckland Aero,20150708:0900,16.6,24,10.0,24,7.5,24,13.3,-,24,D
Auckland Aero,20150709:0900,11.6,24,4.4,24,0.7,24,8.0,-,24,D
Auckland Aero,20150710:0900,10.1,24,3.3,24,-1.9,24,6.7,-,24,D
Auckland Aero,20150711:0900,10.4,24,1.4,24,-2.9,24,5.9,-,24,D
Auckland Aero,20150712:0900,11.7,24,1.4,24,-4.2,24,6.6,-,24,D
Auckland Aero,20150713:0900,10.7,24,1.7,24,-1.8,24,6.2,-,24,D
Auckland Aero,20150714:0900,14.0,24,5.5,24,-0.1,24,9.8,-,24,D
Auckland Aero,20150715:0900,14.3,24,10.8,24,10.0,24,12.6,-,24,D
Auckland Aero,20150716:0900,15.5,24,10.1,24,6.1,24,12.8,-,24,D
Auckland Aero,20150717:0900,15.3,24,7.6,24,4.2,24,11.5,-,24,D
Auckland Aero,20150718:0900,15.4,24,6.4,24,3.0,24,10.9,-,24,D
Auckland Aero,20150719:0900,16.2,24,9.6,24,9.0,24,12.9,-,24,D
Auckland Aero,20150720:0900,11.9,24,9.9,24,7.9,24,10.9,-,24,D
Auckland Aero,20150721:0900,13.9,24,4.1,24,-0.9,24,9.0,-,24,D
Auckland Aero,20150722:0900,13.7,24,7.3,24,5.0,24,10.5,-,24,D
Auckland Aero,20150723:0900,14.3,24,3.5,24,-0.3,24,8.9,-,24,D
Auckland Aero,20150724:0900,12.0,24,6.0,24,1.4,24,9.0,-,24,D
Auckland Aero,20150725:0900,13.5,24,5.4,24,2.2,24,9.5,-,24,D
Auckland Aero,20150726:0900,14.7,24,6.7,24,4.8,24,10.7,-,24,D
Auckland Aero,20150727:0900,14.8,24,12.1,24,10.7,24,13.5,-,24,D
Auckland Aero,20150728:0900,15.7,24,11.3,24,8.5,24,13.5,-,24,D
Auckland Aero,20150729:0900,15.8,24,8.4,24,6.9,24,12.1,-,24,D
Auckland Aero,20150730:0900,13.7,24,5.1,24,-0.2,24,9.4,-,24,D
Auckland Aero,20150731:0900,12.6,24,6.7,24,3.5,24,9.7,-,24,D
Auckland Aero,20150801:0900,13.6,24,8.2,24,4.9,24,10.9,-,24,D
Auckland Aero,20150802:0900,15.9,24,9.3,24,6.5,24,12.6,-,24,D
Auckland Aero,20150803:0900,16.3,24,9.7,24,7.0,24,13.0,-,24,D
Auckland Aero,20150804:0900,18.1,24,11.5,24,9.2,24,14.8,-,24,D
Auckland Aero,20150805:0900,17.7,24,10.4,24,8.5,24,14.1,-,24,D
Auckland Aero,20150806:0900,15.1,24,11.0,24,11.2,24,13.1,-,24,D
Auckland Aero,20150807:0900,15.5,24,9.5,24,6.9,24,12.5,-,24,D
