Day of the year,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,P10,P90
2020-11-27,906.8,1289.6,1610.8,1479.8,1236.6,1267.2,1296.2,1154,1348.4,871.8,975.2,1405.7,1074.4,1380.2,1030.6,1377.1,1101,1350.8,1645.4,1094.2,1009.2,959.2,1033.6,1255.2,1886.4,1376.2,746.2,995.8,1170.8,1942.1,,975.2,1603.062961
2020-11-28,907.2,1289.6,1610.8,1480,1236.6,1268.2,1330.4,1154.8,1348.6,871.8,975.6,1405.7,1074.4,1380.2,1030.6,1377.1,1104.2,1353.4,1646,1094.2,1010.4,960.8,1034.4,1256.8,1886.4,1376.2,746.2,995.8,1170.8,1942.1,,975.6,1603.241962
2020-11-29,907.2,1289.6,1610.8,1482.2,1237.4,1301,1330.4,1176.4,1350.8,871.8,975.6,1405.7,1074.4,1382.4,1030.6,1377.1,1104.2,1353.4,1646,1094.2,1010.4,961,1034.4,1256.8,1888.6,1384.4,746.2,995.8,1170.8,1945.6,,975.6,1603.562836
2020-11-30,907.2,1290.2,1610.8,1484,1237.4,1305.6,1330.4,1183.2,1364.2,871.8,975.6,1405.7,1074.4,1390.6,1030.6,1377.1,1106.8,1353.4,1646,1094.2,1011.4,961.4,1034.4,1256.8,1894,1389.6,751.4,1002.2,1178.1,1955.3,,975.6,1603.92923
2020-12-01,909.4,1290.2,1610.8,1490.4,1238.2,1305.8,1330.4,1183.2,1388.8,872.6,975.6,1408.3,1074.4,1391.4,1030.6,1377.1,1111.4,1353.6,1646.4,1094.4,1011.4,967.6,1034.4,1256.8,1894,1429.6,761.6,1014.8,1190.1,1955.3,,975.6,1604.332916
2020-12-02,915.4,1290.6,1610.8,1513.4,1239.6,1308.2,1330.4,1183.2,1393.8,882.6,975.6,1410.1,1074.4,1391.4,1030.6,1380.5,1137,1353.6,1656,1094.4,1011.4,967.6,1034.4,1257.2,1894,1433.8,765.6,1014.8,1190.1,1955.3,,975.6,1604.667282
2020-12-03,915.4,1291.6,1610.8,1513.4,1246.4,1358.4,1330.4,1183.2,1395.2,883.2,976,1410.5,1074.4,1391.4,1030.6,1380.5,1140.2,1354,1660.4,1094.4,1016.8,967.6,1034.4,1257.2,1894,1440.8,776.6,1014.8,1192.5,1955.3,,976,1604.972355
2020-12-04,915.4,1291.6,1610.8,1523,1246.4,1397.8,1330.4,1206,1396.8,883.2,976,1410.5,1074.4,1392.2,1030.6,1380.5,1151.8,1354,1695.2,1094.4,1035,967.8,1034.4,1257.2,1894,1440.8,776.8,1014.8,1209.7,1955.3,,976,1605.657761
2020-12-05,915.8,1291.6,1610.8,1523,1246.4,1398,1330.4,1210,1403.8,883.4,976,1451.7,1081.8,1392.2,1041,1380.5,1152,1354,1695.6,1100.6,1081.8,967.8,1034.4,1257.2,1894,1440.8,776.8,1014.8,1209.8,1955.3,,976,1605.977173
2020-12-06,930.8,1291.6,1610.8,1523,1246.4,1400,1330.4,1210,1413.2,884.6,979,1453.3,1089.8,1392.2,1047.2,1380.5,1153,1354,1697.4,1113.4,1082,967.8,1034.4,1257.2,1894,1442,776.8,1014.8,1211.7,1955.3,,979,1606.095324
2020-12-07,930.8,1291.6,1610.8,1523,1246.4,1400.2,1330.4,1223.4,1433.4,909.8,979,1453.5,1093.2,1392.2,1047.2,1380.5,1153,1354,1697.6,1153.2,1082.8,967.8,1034.4,1257.2,1894,1442,779.8,1015,1211.7,1955.3,,979,1606.25655
2020-12-08,932.6,1291.6,1610.8,1523,1253,1400.4,1330.4,1223.4,1454.4,913.4,987.8,1453.5,1093.2,1396.4,1054.4,1380.5,1153,1359.8,1697.6,1156,1082.8,968.8,1034.4,1277.2,1894,1442,801.8,1015.8,1211.7,1958.5,,987.8,1606.471625
2020-12-09,932.6,1291.6,1610.8,1523,1257,1400.4,1330.4,1227.6,1461,913.4,1012.6,1453.5,1099,1396.6,1060.2,1390.9,1153,1360,1698.6,1162.4,1082.8,969,1034.4,1282,1894,1442,802,1015.8,1211.7,1993.4,,1012.6,1607.04336
2020-12-10,932.6,1298.4,1610.8,1523,1257,1400.4,1330.4,1228,1467.2,914.8,1047,1453.5,1125.8,1396.6,1065.2,1399.5,1153,1360,1698.8,1162.4,1082.8,977.8,1034.4,1283.4,1894,1444.6,802,1029.2,1211.7,1994.5,,1029.2,1607.200095
2020-12-11,932.6,1298.4,1611.6,1523,1257,1400.4,1330.8,1233.2,1468.8,914.8,1051.4,1453.5,1126,1396.6,1066.2,1400.5,1153,1360,1700,1162.4,1082.8,979,1038.2,1286.8,1894.4,1455.8,802.2,1029.6,1214.8,2003.5,,1029.6,1608.161088
2020-12-12,932.6,1298.4,1611.6,1523,1257,1400.4,1341.8,1254.8,1484,931,1071.2,1453.5,1133.6,1396.6,1066.4,1400.5,1154.2,1360,1707.6,1162.4,1082.8,979,1042.8,1287.4,1894.4,1462.4,808.6,1029.6,1243.8,2004.4,,1029.6,1608.511777
2020-12-13,932.6,1315,1613.6,1523,1257,1400.4,1345,1259.4,1484,931.2,1099.2,1453.9,1145,1396.6,1066.6,1400.5,1157.4,1360,1709.4,1164.4,1082.8,990.2,1045.2,1287.6,1895,1462.4,808.6,1029.6,1269.1,2008.3,,1029.6,1610.583739
2020-12-14,932.6,1315,1616.8,1533.8,1257,1400.4,1346.8,1259.4,1484.6,931.2,1101,1453.9,1145,1396.6,1067.2,1400.5,1159.6,1360,1718.8,1167,1082.8,1008.8,1045.2,1287.6,1895,1477.8,808.8,1029.6,1338.7,2042.6,,1029.6,1614.395743
2020-12-15,932.6,1315,1616.8,1555,1257,1400.4,1346.8,1259.8,1488.4,931.2,1101,1453.9,1154.6,1396.6,1068.2,1400.5,1166.6,1360,1738.2,1167.2,1087,1008.8,1045.2,1287.8,1895,1477.8,810.4,1029.6,1358.3,2072.1,,1029.6,1615.198983
2020-12-16,932.6,1322.2,1636.2,1555.2,1259.6,1400.4,1346.8,1259.8,1490.8,931.2,1101,1487.7,1185.2,1396.6,1068.4,1409.3,1166.6,1364,1755.6,1167.2,1087,1018.6,1045.6,1288.8,1907,1477.8,819.8,1029.6,1359.3,2072.8,,1029.6,1633.39568
2020-12-17,935.4,1322.2,1644.6,1555.2,1259.6,1400.6,1346.8,1259.8,1511,933.4,1101,1489.9,1236.8,1399.6,1068.8,1412.7,1166.6,1368.2,1845.4,1168,1087,1043.6,1053.8,1288.8,1907,1477.8,846.8,1029.6,1359.5,2078.6,,1043.6,1642.121018
2020-12-18,935.4,1322.2,1644.6,1555.2,1259.6,1437,1353.2,1259.8,1521,952.2,1101,1498.1,1237.4,1432.4,1088.6,1412.7,1166.6,1380.4,1846.8,1168.2,1087,1043.6,1053.8,1288.8,1944.2,1477.8,847,1029.6,1359.5,2078.6,,1043.6,1642.994344
2020-12-19,935.4,1322.2,1644.6,1555.2,1259.6,1437,1358.4,1259.8,1521.4,956.2,1101,1499.5,1248,1456.4,1092.4,1412.7,1166.6,1418,1846.8,1168.8,1095.8,1043.6,1053.8,1288.8,1944.4,1494.2,847,1029.6,1359.5,2078.7,,1043.6,1643.405529
2020-12-20,935.4,1322.4,1655,1557.2,1270.2,1437,1358.4,1259.8,1546,956.2,1101.6,1500.9,1250.4,1457,1103.6,1412.7,1166.6,1427.8,1846.8,1168.8,1095.8,1061,1053.8,1292,1944.8,1528.6,850,1029.6,1359.5,2120,,1053.8,1653.797676
2020-12-21,943.6,1322.6,1656.6,1561.8,1270.2,1437,1369.6,1262.4,1552.2,956.2,1103.2,1500.9,1253.6,1458.6,1103.6,1420.9,1166.6,1428,1847.8,1168.8,1095.8,1061,1053.8,1292,1944.8,1528.6,850,1029.6,1360.7,2124.6,,1053.8,1655.484393
2020-12-22,943.8,1323.4,1713.2,1563.2,1270.2,1437,1369.6,1262.6,1552.2,956.2,1104.8,1509.9,1256,1458.6,1103.6,1420.9,1166.6,1428.4,1853.2,1172,1097.4,1061,1054.2,1292,1948.8,1528.6,850,1029.6,1360.7,2141.5,,1054.2,1707.227588
2020-12-23,946.4,1323.4,1819.4,1563.2,1270.2,1437,1372.6,1262.6,1555,956.2,1107.2,1515.9,1256,1468,1103.6,1420.9,1167.6,1428.4,1853.2,1172,1098,1061.2,1055.6,1309.4,1948.8,1558.6,850,1031,1360.7,2145.9,,1055.6,1804.065122
2020-12-24,946.4,1336.4,1819.4,1563.2,1270.2,1437,1372.6,1262.6,1555,956.2,1112.6,1525.7,1256,1468,1103.6,1442.3,1167.6,1428.4,1853.2,1172.6,1108,1061.2,1061.2,1309.8,1948.8,1624.8,858.6,1034.2,1360.7,2145.9,,1061.2,1804.637231
2020-12-25,947.8,1336.4,1819.4,1563.2,1279.6,1437,1392,1262.6,1555,956.6,1113,1526.9,1257.2,1468,1106,1443.1,1167.6,1428.4,1853.2,1180.4,1108.4,1061.2,1061.6,1309.8,1948.8,1625,904.8,1035.6,1360.7,2146.7,,1061.2,1804.658515
2020-12-26,953.2,1336.4,1819.6,1563.2,1279.6,1437,1392,1262.8,1555,958.8,1113,1526.9,1257.2,1468,1106,1443.1,1167.6,1428.4,1853.2,1187.6,1109.6,1061.2,1061.6,1309.8,1953,1625,904.8,1035.6,1360.7,2146.8,,1061.2,1804.891674
2020-12-27,956.6,1336.4,1819.6,1563.2,1279.6,1437,1392,1265.2,1567.2,958.8,1113,1526.9,1257.2,1469,1106,1443.7,1167.6,1428.6,1853.2,1192.6,1134.8,1061.2,1062.4,1309.8,1953,1625,904.8,1035.6,1360.7,2146.8,,1061.2,1804.993865
2020-12-28,956.6,1336.4,1819.6,1563.2,1279.8,1437,1392,1265.2,1569.6,958.8,1136,1526.9,1262,1469,1106,1443.7,1170.2,1435.6,1853.8,1196.4,1142,1061.2,1066.6,1309.8,1953,1625.4,904.8,1052.4,1366,2146.8,,1061.2,1805.088882
2020-12-29,956.6,1336.4,1823.4,1563.2,1279.8,1437,1396,1270.2,1570.6,958.8,1203.8,1528.9,1262,1469,1106,1444.9,1170.8,1435.6,1866.4,1200.6,1178.6,1061.2,1066.6,1309.8,1953,1627,904.8,1052.4,1366,2146.8,,1061.2,1808.820022
2020-12-30,964,1336.4,1823.4,1574.2,1279.8,1437,1396.6,1280.8,1570.6,958.8,1206.6,1549.1,1262,1469,1106,1470.9,1170.8,1435.6,1935,1200.6,1185.4,1061.2,1066.6,1309.8,1953,1627,904.8,1052.4,1366,2146.8,,1061.2,1809.798728
2020-12-31,964,1336.4,1823.4,1623.2,1279.8,1437,1396.6,1290.4,1570.6,958.8,1206.6,1618.3,1262,1469,1106,1476.7,1170.8,1435.6,1935,1208.8,1185.4,1061.2,1066.6,1309.8,1953,1627,904.8,1052.4,1366,2146.8,,1061.2,1810.546726
