Day of the year,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,P10,P90
2020-08-22,674.6,920,1245.8,1208.8,900.2,993.2,867.8,836.4,905.2,673.2,630.4,1063.4,735.3,1182.4,826.6,1035,822,1070.8,1346.4,882,635.4,709,772.4,890,1514,1122,564.2,637.8,838,1264.7,,637.8,1242.1
2020-08-23,674.6,920.4,1245.8,1209,901.2,993.2,867.8,836.6,907,673.2,636.8,1065.6,756.3,1182.4,826.6,1036.8,823.6,1071,1346.4,882,635.6,709,772.4,890,1514.2,1122,567.2,641.8,838,1264.7,,641.8,1242.12
2020-08-24,674.6,952.6,1249.8,1209,901.2,993.2,867.8,836.6,922.2,678.4,636.8,1065.8,800.3,1191,826.6,1044.2,823.8,1071,1346.4,884.4,636,709,772.4,890,1514.2,1122,567.2,663,838,1264.7,,663,1245.72
2020-08-25,674.6,957.4,1249.8,1209,904.8,993.2,867.8,836.6,925,678.8,639.6,1066,800.3,1191,826.6,1102.2,829.4,1083.2,1346.4,884.6,644.8,709,772.4,903.2,1515.6,1123,567.2,666.8,838,1300.5,,666.8,1245.72
2020-08-26,674.6,958.6,1249.8,1213.6,918.4,999.6,867.8,845.2,925,679.4,639.8,1066,800.3,1198.8,828.8,1102.6,832,1083.4,1346.4,884.6,645.4,709,772.4,923.8,1519.2,1123,567.6,671,838,1313,,671,1246.18
2020-08-27,679.6,958.6,1249.8,1214.6,924.8,1031,867.8,908.2,925,679.6,649,1066,800.3,1198.8,838.8,1109.2,832.6,1086.4,1346.4,884.6,645.4,709,772.4,929,1548.2,1123,567.6,673.6,849.4,1313,,673.6,1246.28
2020-08-28,680,958.6,1250.2,1214.6,924.8,1031,867.8,908.2,925,679.6,649,1066,800.3,1198.8,838.8,1112.4,832.6,1093.6,1346.4,889,645.4,709,772.4,929.2,1623.8,1126.2,567.6,677.2,860.6,1313,,677.2,1246.64
2020-08-29,680,958.6,1250.4,1214.6,924.8,1031,867.8,908.2,925.2,679.6,649,1066,800.3,1198.8,838.8,1112.4,832.8,1098,1358.4,889.2,679,709,772.4,929.2,1624,1142.4,567.6,678.2,861.2,1313,,679,1246.82
2020-08-30,680,958.6,1250.4,1214.6,924.8,1031.6,867.8,908.2,925.2,679.6,657,1066,800.3,1198.8,839.8,1112.4,855.4,1098.2,1372.2,889.2,679,709,772.4,929.2,1629.8,1151,568.4,678.6,862,1313,,679,1246.82
2020-08-31,680,958.8,1250.4,1214.6,924.8,1031.6,869.6,947.6,926.4,679.6,657,1066,800.3,1198.8,839.8,1112.4,858.8,1098.2,1372.2,889.2,679,710.2,772.4,929.2,1637.6,1151,568.4,678.6,862.4,1313,,679,1246.82
2020-09-01,680.2,958.8,1250.4,1214.8,924.8,1032.4,869.6,948.8,932.4,679.6,669.6,1066,800.3,1198.8,842,1114.2,859,1099,1372.2,889.2,679,710.4,780.4,929.2,1653,1155,568.4,678.6,862.4,1313,,679,1246.884469
2020-09-02,680.2,960.6,1251.2,1216.6,926.8,1033.4,869.6,950.4,932.4,679.6,670.6,1075.8,800.3,1198.8,842,1117.8,859,1102,1372.2,889.2,679,710.4,788,929.2,1662.4,1173.2,568.4,679.2,862.4,1313,,679.2,1247.972714
2020-09-03,680.8,960.6,1251.2,1224.6,933.4,1034,869.6,950.6,932.4,680.8,670.8,1076.6,800.3,1198.8,842.4,1121.8,859,1102.8,1372.2,894.2,679,710.4,788,931,1662.4,1174.6,572.8,680,862.4,1317.6,,680,1248.54
2020-09-04,700.4,960.6,1265,1247.8,933.6,1034,869.6,950.6,982.6,681.2,706.6,1081.6,800.3,1198.8,853.4,1123.8,859,1102.8,1372.2,924.4,686.4,718,788.6,931,1662.4,1184.8,593,680,862.4,1318.4,,686.4,1263.28
2020-09-05,701,960.6,1270,1305,933.6,1034.2,870.6,952.2,983.2,681.2,709.6,1081.6,800.3,1206,858.2,1123.8,859,1102.8,1372.2,924.8,686.4,733,790.4,934.4,1665.2,1188.4,605.6,680,862.4,1318.4,,686.4,1301.5
2020-09-06,701,960.6,1330,1309.2,933.6,1039.8,873.2,953.2,992.4,681.2,709.6,1081.6,800.5,1206.2,858.2,1127.2,859,1121.8,1372.2,924.8,686.4,733.2,790.6,935,1670.4,1188.4,606.2,680,872,1318.5,,686.4,1317.57
2020-09-07,701,973.2,1333.6,1309.8,933.6,1040,881.8,955.2,992.4,681.2,710.4,1081.6,800.5,1206.2,858.2,1127.2,859,1123.4,1372.2,924.8,687.2,733.2,790.6,935,1671.8,1188.4,613.6,687,887.8,1318.8,,687.2,1317.9
2020-09-08,701,978.8,1334.6,1320.4,933.6,1040,881.8,963.4,992.6,681.8,710.4,1081.6,800.5,1206.2,858.2,1128.6,859,1124,1372.2,925.8,688.2,733.2,790.6,936.4,1677.2,1188.4,620,687,888.4,1318.8,,688.2,1320.24
2020-09-09,701,980,1334.6,1324,933.8,1040,881.8,971.6,992.6,681.8,710.4,1081.6,800.5,1217.8,863.2,1186.6,859,1159.6,1372.2,930.8,688.2,733.2,791.2,936.4,1684.8,1188.4,626.4,687,889,1364.2,,688.2,1333.54
2020-09-10,701,980,1334.8,1325,968.6,1040,881.8,980.8,992.6,685.4,716.8,1081.6,800.5,1218.6,863.2,1190.2,859.6,1159.8,1372.2,938.8,688.2,735.2,803.6,936.4,1687.2,1188.4,626.4,687,894,1398.3,,688.2,1333.82
2020-09-11,702.2,980,1335.2,1325,978.8,1040,881.8,980.8,993.2,714.6,717,1082,802.9,1218.6,863.2,1193,864.4,1173.8,1393.2,939,703.8,739.2,804.2,936.4,1687.8,1188.4,626.4,687.6,894.2,1405.7,,714.6,1334.18
2020-09-12,704.8,980,1335.2,1353.4,994.4,1040,889.6,980.8,993.2,715,717,1083.6,802.9,1218.6,863.2,1203.6,868,1186.6,1395.2,941.6,730,786.4,804.2,936.4,1688,1188.4,626.4,687.6,894.2,1412.1,,717,1351.58
2020-09-13,705,980,1335.2,1363.8,994.4,1040,952.6,980.8,1000,715.6,747.6,1090.8,803.9,1219.8,863.2,1204.2,868,1187.6,1401.6,941.6,744.2,808.8,804.2,936.4,1692,1188.4,627.4,687.6,895.4,1414.4,,744.2,1360.94
2020-09-14,705,980,1335.2,1363.8,994.4,1043.6,958.6,985.2,1003.2,715.6,749,1124.8,811.3,1219.8,863.2,1204.2,868,1189.4,1402,941.6,744.2,808.8,804.2,936.4,1692,1188.4,628.8,687.6,897.4,1414.4,,744.2,1360.94
2020-09-15,705,981.4,1335.4,1372.2,994.4,1055.4,960.6,985.2,1009.8,715.6,752.4,1125.4,811.3,1219.8,868.8,1204.2,868,1190.6,1402.6,941.6,744.2,812.2,804.2,947,1706,1188.4,628.8,687.6,914.8,1414.4,,744.2,1368.52
2020-09-16,705.2,1000.6,1335.4,1372.4,994.4,1089.8,971.4,985.2,1010,715.6,758,1125.4,824.9,1220.8,876.8,1204.2,868,1202.2,1402.8,969.4,744.2,813.2,804.2,948,1707.6,1189.4,628.8,688,934.6,1414.4,,744.2,1368.7
2020-09-17,705.4,1001.2,1335.6,1372.4,994.8,1091,971.4,985.2,1010,715.6,762,1131.6,876.3,1220.8,877,1204.2,868,1212.8,1403.2,1018.2,744.2,813.2,804.4,948.4,1715.6,1190.8,630.6,688,934.6,1414.4,,744.2,1368.72
2020-09-18,717.8,1001.2,1349,1372.4,998.6,1091,971.4,985.2,1010,717.6,762.2,1131.6,892.9,1220.8,878.4,1209.8,868,1218,1414.2,1018.2,744.2,826.8,804.8,968.4,1717.2,1195.8,630.6,688,934.6,1414.4,,744.2,1370.06
2020-09-19,722.4,1001.2,1349.2,1372.4,998.6,1091,975,985.2,1010,747.4,762.2,1132.4,894.3,1221.2,880,1212.4,869,1223,1415.8,1018.2,750.6,830.8,841.6,971.4,1717.2,1196.4,630.6,691.4,935.4,1431,,750.6,1370.08
2020-09-20,725.2,1034.6,1349.2,1372.4,998.6,1091,977,985.4,1010,751.6,762.2,1132.4,894.3,1221.2,880,1212.4,869,1227.8,1415.8,1018.2,778,835.4,896.6,973,1717.8,1196.4,630.6,691.4,935.4,1443.4,,762.2,1370.08
2020-09-21,725.2,1036.6,1349.2,1372.4,998.6,1091,977.6,985.4,1010,751.6,764,1132.4,894.3,1221.2,880.2,1212.4,870.2,1231.8,1415.8,1018.2,813.6,835.4,898.2,980.6,1742,1197.6,630.6,691.4,935.4,1453.9,,764,1370.08
2020-09-22,726.8,1042.4,1356,1372.4,1007.4,1091,977.6,988,1010,751.8,764,1132.4,896.5,1221.4,884.4,1212.4,871.8,1235.6,1415.8,1018.2,824.2,836.4,899.2,1003.4,1742,1197.8,630.6,691.4,974.2,1477.1,,764,1370.76
2020-09-23,726.8,1042.4,1356,1372.4,1022,1091,977.6,988,1010,751.8,764,1132.4,896.5,1221.4,896,1212.4,879.8,1236.2,1415.8,1018.2,824.2,836.4,906.6,1008.8,1742,1197.8,632,691.4,996.2,1477.5,,764,1370.76
2020-09-24,727.4,1043.2,1356,1372.4,1027.4,1091,977.6,988,1010,752.4,764,1132.4,896.5,1221.4,914.8,1212.4,910.6,1237.2,1415.8,1018.2,845,836.4,910.2,1011.4,1742,1199.6,647.4,698.8,996.2,1477.5,,764,1370.76
2020-09-25,727.4,1044.6,1356,1372.4,1027.6,1091,977.6,988,1010,752.6,764.8,1140.6,896.5,1221.4,917.6,1212.4,929.2,1239.8,1418.4,1018.2,846.8,836.4,910.2,1013.4,1742,1203.4,654.4,705.4,996.8,1477.5,,764.8,1370.76
2020-09-26,727.4,1051.4,1356,1372.4,1028,1095.6,977.8,1024.6,1010,756.6,765.2,1164.6,897.9,1221.4,917.6,1212.4,930.6,1239.8,1418.4,1018.2,846.8,836.4,910.2,1021.2,1742,1203.4,654.6,705.4,997.4,1477.5,,765.2,1370.76
2020-09-27,734.4,1051.4,1356.2,1372.4,1049.2,1101,978.6,1024.6,1010,756.6,766.4,1164.6,901.1,1221.4,917.6,1212.4,930.8,1239.8,1418.4,1022,847.2,841.6,916.6,1024.6,1743.2,1203.4,654.6,712.2,1003,1478.1,,766.4,1370.78
2020-09-28,734.4,1092.8,1372.6,1372.6,1049.2,1101,978.6,1024.6,1010,757.8,796.8,1164.8,906.1,1235,917.6,1213.2,943,1239.8,1418.4,1022.4,847.6,842.2,916.8,1025.8,1744.6,1203.4,654.6,731.6,1003,1478.6,,796.8,1372.6
2020-09-29,734.4,1106.2,1376.2,1383,1081.2,1103.2,978.6,1024.6,1010,767.2,797.4,1170.2,906.1,1235,918,1213.2,955,1239.8,1418.4,1022.4,856.8,842.2,916.8,1040.6,1744.6,1203.4,654.8,738.2,1003.4,1484.4,,797.4,1382.32
2020-09-30,736,1107.4,1380.6,1385,1092.2,1106.2,978.6,1029.8,1010,767.2,804.6,1170.2,906.7,1239.4,924.6,1216.8,958,1250.2,1418.4,1022.4,861.6,842.2,916.8,1048.2,1745,1203.4,668,738.4,1004.4,1539.3,,804.6,1384.56
2020-10-01,736,1110.8,1381.8,1385,1092.2,1106.4,978.6,1029.8,1010,767.2,804.6,1171.6,906.7,1243.8,929.4,1217,958.2,1250.4,1421,1022.6,861.6,842.2,923,1048.2,1750,1206.2,671,738.4,1004.6,1620.2,,804.6,1384.68
2020-10-02,736,1110.8,1399.4,1400.2,1092.2,1106.4,978.6,1038.4,1010,767.2,804.6,1171.6,906.7,1270.2,935.6,1217.2,960.6,1250.4,1431.2,1023.8,861.6,844.8,931.8,1053.6,1750.2,1206.2,673.8,739.4,1004.6,1634.1,,804.6,1400.12
2020-10-03,736,1110.8,1403.6,1403.2,1092.2,1106.4,978.6,1051.2,1013.2,769,834.4,1171.6,906.7,1271,936,1217.2,964,1250.4,1476.8,1024.2,862.2,851.4,931.8,1062,1750.2,1206.2,673.8,739.4,1011.2,1648.8,,834.4,1403.56
2020-10-04,736,1125.2,1403.8,1403.2,1110,1109.2,978.6,1052.8,1020.2,769,834.4,1173,906.7,1271,939.2,1217.2,998.4,1250.4,1478.6,1024.2,862.2,854.6,931.8,1062.2,1750.2,1206.2,673.8,739.4,1012.8,1648.8,,834.4,1403.74
2020-10-05,736,1125.2,1430,1404.4,1117.4,1109.2,978.6,1054.8,1029,769,835,1206.2,906.7,1271,939.2,1218.2,1014.2,1250.6,1486.2,1025,862.2,854.6,931.8,1072.2,1754.6,1206.2,676.8,739.4,1012.8,1649.2,,835,1427.44
2020-10-06,736,1144.8,1432,1404.8,1117.4,1109.2,978.6,1054.8,1057.2,769,835,1206.6,906.7,1271,939.2,1226.8,1014.2,1250.6,1486.4,1026,862.2,854.8,931.8,1081.4,1755.6,1206.2,677.2,739.4,1014.4,1649.5,,835,1429.28
2020-10-07,736,1145,1432,1404.8,1117.4,1109.2,986,1054.8,1057.4,769,835,1206.6,909.7,1271,939.2,1239.2,1014.2,1250.6,1486.4,1026.4,862.2,854.8,931.8,1088,1768.4,1206.2,677.6,739.4,1042.8,1649.5,,835,1429.28
2020-10-08,737,1145,1436.4,1404.8,1117.4,1109.2,986,1054.8,1075.8,769,835.4,1249.8,915.9,1271,942.2,1254.8,1014.2,1254,1487.8,1026.6,871.4,858.8,933,1095.6,1790.2,1206.8,677.6,739.4,1044.4,1649.5,,835.4,1433.24
2020-10-09,737,1165,1448.4,1413.8,1117.6,1109.8,996,1055.6,1111.4,769,852.2,1263.6,933.9,1272.8,946.4,1258.8,1032.6,1254,1488.6,1038.8,872.4,858.8,933,1095.6,1799.2,1206.8,678.4,740.2,1044.4,1649.5,,852.2,1444.94
2020-10-10,737.2,1165.2,1448.6,1413.8,1118.2,1117,996,1057,1111.6,769,856,1264.2,941.3,1273.2,961.6,1259.6,1032.6,1258.4,1515,1038.8,879.8,858.8,933,1108.4,1810.2,1206.8,701,740.2,1044.4,1649.5,,856,1445.12
2020-10-11,745.6,1165.2,1448.6,1413.8,1118.4,1158.8,996,1059.4,1111.6,769,868,1264.2,942.8,1273.2,965.2,1259.6,1032.6,1258.8,1561.4,1038.8,889.6,858.8,933,1108.6,1810.2,1223.8,709.2,740.2,1059,1649.5,,858.8,1445.12
2020-10-12,746,1167,1453.6,1414,1118.4,1179.6,996,1081.2,1111.6,776.8,883,1264.2,943.4,1273.2,965.6,1259.6,1032.6,1258.8,1574.2,1038.8,891.4,859.4,933,1111.6,1810.2,1241.2,711.6,741.2,1059.4,1649.9,,859.4,1449.64
2020-10-13,746,1167,1453.6,1414.8,1118.4,1181.2,996,1082.4,1111.6,776.8,884,1264.2,953.6,1273.2,983.2,1259.6,1032.6,1268.2,1574.8,1039.6,891.4,859.4,934,1111.6,1810.4,1241.2,712.4,755.6,1059.6,1661.5,,859.4,1449.72
2020-10-14,746,1182.4,1457.8,1419.8,1137.6,1196.2,996,1082.4,1111.8,779.4,884,1264.2,955.8,1273.2,983.8,1260.6,1038,1286.6,1574.8,1052.8,891.4,859.4,934,1111.6,1810.4,1241.4,712.4,763.4,1059.6,1661.5,,859.4,1454
2020-10-15,746,1182.6,1468.4,1420,1137.6,1203,996,1082.4,1124.8,779.4,884,1264.2,955.8,1275.6,985.4,1269.4,1055.8,1286.6,1578.6,1054.8,899.2,859.4,934,1121.2,1810.6,1241.4,732.8,763.4,1059.6,1661.5,,859.4,1463.56
2020-10-16,746,1182.6,1468.4,1420,1139.4,1203,996,1082.8,1125.4,787.2,884,1264.2,956.2,1276.2,985.4,1274,1056,1286.6,1579.2,1054.8,900.2,859.4,934,1122.8,1810.6,1241.4,733,770.6,1059.6,1661.5,,859.4,1463.56
2020-10-17,746,1182.6,1469.6,1420,1139.4,1203,996,1082.8,1125.4,787.8,884,1266.6,956.4,1276.2,995.6,1289,1064,1291.2,1593.2,1054.8,900.2,860,934,1122.8,1810.6,1241.4,733,770.6,1088,1666.2,,860,1464.64
2020-10-18,747.2,1182.6,1469.6,1420,1142.6,1203,1003,1082.8,1125.4,788,884,1271,956.4,1276.2,1004.8,1292.6,1066.2,1291.4,1596.2,1055.8,900.2,886.2,934,1122.8,1810.6,1241.4,735.2,770.6,1088.8,1666.3,,884,1464.64
2020-10-19,760.6,1182.6,1469.6,1420,1163.4,1203,1003,1082.8,1140.2,788,884,1273.2,958.6,1276.2,1004.8,1293.1,1066.6,1293.2,1601,1062.4,900.2,893.8,934,1122.8,1810.6,1241.4,736.6,770.6,1088.8,1666.3,,884,1464.64
2020-10-20,760.6,1182.8,1469.6,1420,1163.4,1209.6,1003,1082.8,1143.8,788,884.2,1274.2,1000.6,1276.2,1005,1293.1,1071.6,1293.6,1601,1062.6,900.2,893.8,934,1122.8,1810.6,1241.4,736.6,775.4,1088.8,1666.5,,884.2,1464.64
2020-10-21,763,1182.8,1469.6,1420,1166.4,1210,1007.2,1082.8,1144.4,788,884.2,1274.2,1011.4,1276.2,1005,1293.1,1071.6,1296.4,1601,1063,900.2,893.8,934,1123.6,1810.6,1241.4,738,777.8,1088.8,1666.5,,884.2,1464.64
2020-10-22,763,1182.8,1470.8,1420,1166.4,1211,1007.4,1082.8,1144.8,788,884.2,1274.2,1011.4,1280.6,1005,1293.1,1074.2,1296.4,1601,1080.6,900.2,898,934,1124.8,1810.6,1241.4,742.2,784.6,1088.8,1666.5,,884.2,1465.72
2020-10-23,763,1184.6,1470.8,1420.6,1166.4,1211,1007.4,1082.8,1144.8,788,885.6,1274.2,1011.4,1296,1005.4,1293.1,1074.2,1296.4,1601,1080.8,900.2,898.2,934.8,1124.8,1821.6,1241.4,742.6,784.6,1089,1666.5,,885.6,1465.78
2020-10-24,763,1187.2,1470.8,1423.2,1166.4,1211,1007.4,1082.8,1144.8,789,885.8,1280.6,1011.4,1296.4,1005.4,1298.5,1074.2,1296.4,1601,1081.4,900.2,898.2,935.8,1124.8,1821.6,1241.4,742.6,784.6,1091,1666.5,,885.8,1466.04
2020-10-25,763,1190.8,1470.8,1423.2,1166.4,1211,1007.4,1082.8,1144.8,804.4,885.8,1298.4,1011.4,1296.4,1005.4,1333.9,1074.2,1296.4,1601,1081.4,901.4,898.2,935.8,1131.8,1821.8,1243,742.6,784.6,1091.8,1666.5,,885.8,1466.04
2020-10-26,763.2,1190.8,1470.8,1423.2,1168.2,1211,1007.4,1082.8,1146.4,806.2,885.8,1302.4,1011.4,1296.4,1005.4,1335.1,1077.4,1296.4,1601,1081.6,901.4,898.2,935.8,1143.4,1826.4,1243,742.6,784.6,1092,1667.2,,885.8,1466.122843
2020-10-27,763.2,1190.8,1474.2,1427.2,1168.2,1211.8,1011.4,1084,1153,809.4,889.6,1303.2,1011.4,1296.6,1005.4,1335.1,1084.4,1296.4,1603.6,1081.6,901.6,907.4,935.8,1143.8,1829,1260.2,742.6,784.8,1094,1667.2,,889.6,1469.5
2020-10-28,763.2,1190.8,1491.2,1434,1168.2,1234.6,1019.8,1084.2,1183.8,809.6,898.8,1303.2,1011.4,1297.2,1005.4,1335.1,1084.8,1296.4,1603.6,1081.6,901.6,911,935.8,1143.8,1838.2,1263.4,746,784.8,1125.4,1668.9,,898.8,1485.48
2020-10-29,763.2,1190.8,1491.8,1438.6,1168.2,1235.6,1020.4,1088,1184,809.6,898.8,1303.2,1011.4,1318.8,1005.4,1335.1,1085.2,1299.2,1604.4,1081.6,901.6,915.4,941.4,1144.4,1838.6,1274.4,746,787.4,1128.2,1680.4,,898.8,1486.48
2020-10-30,777.6,1190.8,1492,1441.4,1168.2,1235.6,1020.4,1099.4,1184,809.6,905.2,1307.4,1029.2,1319.2,1005.4,1335.1,1085.2,1299.2,1604.4,1081.6,901.6,915.4,941.4,1144.4,1839.4,1276.8,746,788.4,1129.4,1737.9,,901.6,1487.175955
2020-10-31,783.4,1220.6,1499.8,1441.4,1168.2,1235.6,1020.4,1100.4,1201.6,809.6,905.2,1307.4,1032.6,1319.4,1005.4,1335.1,1085.2,1299.2,1607,1081.6,904,915.4,941.4,1144.4,1840,1276.8,746,789.6,1132.2,1738,,904,1494.482426
2020-11-01,783.4,1221.6,1500.4,1441.4,1168.2,1235.6,1020.4,1100.4,1208,814,908.2,1314.2,1032.6,1319.4,1005.4,1335.1,1085.2,1299.2,1626.6,1081.6,904,915.4,941.4,1144.4,1840.8,1280.6,746,795.4,1132.2,1738.1,,904,1495.28548
2020-11-02,783.6,1221.6,1500.8,1441.4,1168.2,1242,1020.4,1100.4,1209.8,820.4,908.4,1318.8,1032.6,1319.4,1005.8,1337.9,1085.2,1299.2,1628.8,1081.6,904,915.4,941.4,1151.4,1844.8,1280.6,746,795.4,1132.2,1738.1,,904,1495.805091
2020-11-03,784.2,1221.6,1510.8,1441.4,1168.2,1254.4,1021,1100.4,1224,820.4,910.8,1318.8,1032.6,1319.4,1005.8,1337.9,1085.2,1299.2,1631.4,1081.6,904,920.8,944.2,1152.6,1847,1284.8,746,796.6,1132.4,1739.5,,904,1505.082259
2020-11-04,784.6,1221.6,1514.8,1445.4,1168.2,1254.4,1069.6,1100.4,1225.2,820.4,914.2,1318.8,1032.6,1319.4,1015.6,1337.9,1085.2,1304.4,1631.4,1083.8,906.8,920.8,965.2,1152.6,1859.8,1284.8,746,799,1132.4,1740.5,,906.8,1509.039752
2020-11-05,788,1221.6,1514.8,1445.6,1170.8,1254.4,1146,1118.2,1225.2,823.8,914.2,1318.8,1032.6,1319.4,1015.6,1345.5,1085.6,1306.6,1631.4,1083.8,945.2,926.8,965.2,1152.6,1859.8,1284.8,746,800,1133.5,1740.5,,914.2,1509.324653
2020-11-06,810.2,1237.6,1514.8,1445.6,1173.6,1254.4,1173.4,1136.4,1226.4,825.6,914.2,1318.8,1034.4,1319.4,1015.6,1346.1,1085.6,1306.6,1632.2,1083.8,957.8,926.8,965.2,1155,1859.8,1284.8,746,837.4,1138.7,1740.5,,914.2,1509.507508
2020-11-07,811.6,1240.6,1514.8,1445.6,1174.4,1254.4,1177.4,1137.6,1248.4,827.2,914.2,1318.8,1035.4,1336.4,1015.6,1348.3,1085.6,1306.6,1632.2,1083.8,977.4,926.8,965.2,1186.2,1879.2,1284.8,746,837.6,1145,1740.5,,914.2,1510.086369
2020-11-08,812.6,1252.4,1514.8,1446,1179.6,1254.4,1190.4,1140.4,1253.8,827.2,915.8,1318.8,1035.4,1342.2,1015.6,1348.3,1085.6,1306.6,1632.2,1083.8,981.2,926.8,965.2,1192.8,1879.8,1286.6,746,864,1145,1748.6,,915.8,1510.348306
2020-11-09,812.6,1252.8,1530.8,1446,1184.4,1254.4,1196.6,1144,1253.8,832.8,915.8,1321,1035.4,1346,1015.6,1348.3,1085.6,1306.6,1633,1083.8,981.2,926.8,965.2,1192.8,1879.8,1288,746,886.4,1149.2,1755,,915.8,1525.013584
2020-11-10,822.6,1253,1530.8,1446,1184.8,1254.4,1251.6,1144,1254,833.4,915.8,1321.2,1035.4,1346,1015.6,1348.3,1085.6,1306.6,1633,1083.8,981.2,926.8,965.2,1192.8,1879.8,1288,746,887.2,1149.2,1755.9,,915.8,1525.228228
2020-11-11,829.4,1253,1531.2,1446,1184.8,1254.4,1255.8,1144,1254,833.4,915.8,1321.2,1035.4,1346,1015.8,1348.3,1085.6,1306.6,1633,1083.8,981.2,932.4,970.8,1192.8,1879.8,1288,746,930,1149.2,1791.7,,930,1525.977353
2020-11-12,831.6,1253,1531.2,1450.2,1191.8,1254.4,1263.8,1144,1254,836,915.8,1327.8,1035.4,1347.4,1015.8,1348.3,1085.6,1306.6,1633,1084,981.2,936,970.8,1210.8,1879.8,1302.2,746,930,1149.6,1799.9,,930,1526.31224
2020-11-13,831.6,1253,1531.2,1452.6,1192.2,1254.4,1263.8,1144,1263.8,836,919,1327.8,1035.4,1347.4,1018.8,1348.3,1085.6,1306.6,1633,1085.6,981.2,936.4,970.8,1213.4,1882.4,1302.8,746,930,1162.5,1800.4,,930,1526.456465
2020-11-14,831.6,1255,1532.4,1464.2,1192.4,1254.4,1263.8,1144,1269.6,836,919.2,1334.3,1040.2,1353.8,1019,1348.3,1085.6,1307,1639.8,1086,981.2,936.4,970.8,1213.4,1882.6,1302.8,746,930,1165.2,1801,,930,1527.8072
2020-11-15,831.6,1270.6,1532.4,1464.2,1198.6,1254.4,1263.8,1144,1269.6,836,919.6,1367.9,1040.2,1353.8,1019.2,1348.3,1086.4,1307,1641.2,1086,981.2,937.8,979.6,1214.4,1883.6,1302.8,746,930,1165.2,1801,,930,1528.096453
2020-11-16,831.6,1277,1532.4,1464.4,1234.2,1254.4,1263.8,1147.2,1269.6,837.2,919.6,1372.5,1040.2,1358.4,1028.4,1348.3,1086.4,1307,1641.6,1087.8,981.2,937.8,992,1236.4,1884.2,1302.8,746,930,1165.2,1802.1,,930,1528.415702
2020-11-17,831.6,1277,1532.4,1464.4,1235.4,1254.4,1270.6,1147.2,1269.6,850.8,919.6,1372.5,1041,1360,1028.4,1348.3,1093.6,1307,1641.8,1087.8,981.2,956.8,992,1243,1884.2,1302.8,746,930.6,1168.5,1832.5,,930.6,1528.820943
2020-11-18,835,1277,1532.4,1464.4,1235.4,1254.4,1282.8,1147.2,1269.6,850.8,919.6,1372.5,1041,1375.4,1028.4,1353.3,1100.6,1307,1642,1093.6,981.2,956.8,992,1246.8,1886.2,1303,746,930.6,1168.5,1855.2,,930.6,1529.30271
2020-11-19,835,1277,1532.8,1474.8,1235.4,1254.4,1282.8,1147.4,1269.6,853.8,919.6,1372.5,1041,1375.6,1028.4,1353.5,1100.6,1307.4,1642,1093.8,990.8,957.6,993,1246.8,1886.4,1303.8,746,930.6,1168.5,1878.8,,930.6,1530.020866
2020-11-20,855.2,1277,1536,1477.2,1236.6,1254.4,1282.8,1148.4,1269.6,853.8,919.6,1372.5,1041,1375.6,1028.4,1353.5,1100.6,1323.4,1642,1093.8,991,957.6,1000.4,1246.8,1886.4,1313.8,746,930.6,1168.5,1893.6,,930.6,1533.243985
2020-11-21,861,1279.8,1536.6,1477.2,1236.6,1260.2,1287.8,1148.4,1282.8,853.8,919.6,1372.5,1046,1375.6,1028.4,1353.5,1101,1324,1642.2,1093.8,991,957.6,1016,1246.8,1886.4,1324.2,746,930.6,1168.6,1898.2,,930.6,1534.016767
2020-11-22,861.8,1289.6,1536.6,1477.2,1236.6,1260.4,1287.8,1150.2,1320.4,853.8,926.2,1372.5,1046.4,1375.6,1028.4,1353.5,1101,1339,1642.2,1093.8,991.8,957.8,1016,1246.8,1886.4,1324.2,746,930.6,1169,1920.6,,930.6,1534.562573
2020-11-23,882.4,1289.6,1536.6,1479.4,1236.6,1261.6,1287.8,1152.8,1347.4,856.8,930,1372.5,1046.4,1375.6,1029.8,1353.5,1101,1350.8,1643.8,1093.8,991.8,957.8,1016,1246.8,1886.4,1329.6,746,930.6,1170.8,1927.9,,930.6,1534.897315
2020-11-24,889.6,1289.6,1594.8,1479.4,1236.6,1261.6,1287.8,1152.8,1348.2,856.8,931,1402.1,1053.6,1378,1030.6,1354.9,1101,1350.8,1645.4,1093.8,991.8,957.8,1016,1246.8,1886.4,1345.6,746,930.6,1170.8,1937.4,,931,1588.108078
2020-11-25,889.8,1289.6,1599.2,1479.8,1236.6,1264.4,1290,1152.8,1348.2,871.6,938.6,1403.5,1056.8,1378,1030.6,1377.1,1101,1350.8,1645.4,1094.2,992.6,957.8,1016,1246.8,1886.4,1372.2,746,954.6,1170.8,1937.4,,954.6,1592.342945
2020-11-26,906,1289.6,1607.8,1479.8,1236.6,1264.4,1290,1154,1348.2,871.6,972.6,1405.1,1074.4,1378.2,1030.6,1377.1,1101,1350.8,1645.4,1094.2,995.4,957.8,1016,1252.4,1886.4,1372.6,746.2,984.2,1170.8,1937.4,,972.6,1600.191694
