Day of the year,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,P10,P90
2020-12-05,760.8,1013.5,1291.4,1183,895.8,1094,979,936.8,1019.6,1012,1033.2,1061,917,1056.5,888.2,999,820.5,891.1,1266.3,1054.2,996.8,998.6,943.4,1077,1167,1288.1,900.6,720,805.4,1246.6,,888.2,1240.24
2020-12-06,760.8,1015.5,1291.4,1183,895.8,1094,983.6,937,1019.6,1012,1033.2,1063.2,917,1067.3,888.2,1001,822.3,891.1,1266.3,1059.2,996.8,998.6,944.2,1083.6,1173.6,1295.3,904.4,720,805.4,1258.4,,888.2,1250.86
2020-12-07,760.8,1021.7,1291.4,1183.2,895.8,1094.8,984.6,943.6,1067.2,1012.2,1033.2,1063.2,917.4,1067.3,888.2,1001,823.7,891.1,1266.3,1059.2,996.8,999.2,944.2,1083.6,1173.6,1295.9,904.4,720.8,805.4,1270.2,,888.2,1257.99
2020-12-08,760.8,1021.7,1298.8,1183.2,895.8,1094.8,990,943.6,1067.6,1012.2,1033.2,1072.6,917.4,1068.3,888.2,1006,823.7,891.1,1271.7,1059.2,996.8,999.4,944.2,1083.6,1173.6,1302.3,904.4,720.8,806.4,1273.6,,888.2,1262.85
2020-12-09,760.8,1021.7,1301.2,1184,897.4,1102,991.4,943.6,1067.6,1012.2,1043.6,1072.6,939.4,1068.3,888.2,1024.2,823.7,891.1,1271.9,1059.2,997.8,999.4,944.8,1083.6,1173.6,1322.5,904.4,735.4,806.6,1274.6,,888.2,1263.11
2020-12-10,760.8,1021.7,1316.8,1184.2,897.4,1102,993,945.4,1067.6,1012.2,1072.2,1080.2,939.4,1078.3,888.2,1024.2,823.7,891.1,1271.9,1059.2,998,999.4,944.8,1092.2,1173.6,1325.5,904.4,739.6,806.6,1274.6,,888.2,1263.13
2020-12-11,760.8,1021.7,1316.8,1184.8,899.4,1108.2,994.2,951.2,1067.6,1012.2,1072.4,1080.2,939.4,1078.3,888.6,1024.2,823.9,891.1,1272.1,1059.2,998,999.4,944.8,1092.4,1173.6,1325.5,904.4,739.6,806.6,1281.4,,888.6,1263.37
2020-12-12,760.8,1021.7,1316.8,1202,899.4,1108.6,994.2,955.2,1067.6,1012.2,1072.4,1080.6,939.6,1078.3,888.6,1024.2,874.3,891.1,1289.7,1059.4,1026.6,999.4,944.8,1092.4,1173.6,1333.3,904.4,740.2,807.4,1281.4,,888.6,1273.46
2020-12-13,760.8,1021.7,1316.8,1202.2,899.4,1109,994.2,955.8,1090.4,1013.6,1078,1080.6,940.8,1082.9,888.6,1024.2,874.3,891.1,1289.7,1062.2,1028.8,999.4,944.8,1098,1173.6,1333.3,905.6,741.2,807.4,1281.4,,888.6,1273.48
2020-12-14,760.8,1022.3,1318.2,1202.2,900.4,1110.8,994.2,955.8,1091.6,1014.6,1100.2,1080.6,940.8,1082.9,888.6,1028,874.3,891.1,1289.7,1062.2,1028.8,1006.2,944.8,1098,1173.6,1333.3,905.6,760.8,807.4,1303.6,,888.6,1280.95
2020-12-15,760.8,1022.3,1318.2,1202.2,900.4,1110.8,998.4,959.4,1096.6,1017.6,1100.4,1081.4,940.8,1082.9,888.8,1028,874.3,891.1,1289.9,1062.2,1028.8,1007.8,946,1107.2,1173.6,1333.3,905.6,761,810.4,1314,,888.8,1281.13
2020-12-16,760.8,1022.3,1318.2,1203.8,900.4,1110.8,1005.2,964.8,1097.8,1037.2,1100.4,1081.4,940.8,1082.9,888.8,1028,874.7,891.1,1299.9,1062.2,1028.8,1008.4,953.4,1109.6,1173.6,1333.5,905.6,761,834.8,1314,,888.8,1290.29
2020-12-17,760.8,1022.3,1318.2,1204,900.4,1110.8,1006.6,966,1104.2,1037.2,1100.4,1081.4,940.8,1082.9,888.8,1028,877.9,895.7,1300.7,1062.2,1028.8,1039.8,954,1110.2,1175.4,1333.5,909.6,761,870,1314,,888.8,1291.03
2020-12-18,760.8,1032.3,1346,1221.6,900.4,1110.8,1006.6,966,1104.8,1037.6,1102.2,1081.4,940.8,1082.9,888.8,1028.4,880.7,905.3,1319.7,1062.2,1028.8,1042,954,1110.2,1175.4,1337.3,909.8,761,904.2,1328.2,,900.4,1309.89
2020-12-19,760.8,1032.3,1347.6,1243.2,900.4,1110.8,1006.6,966,1161.2,1037.6,1103,1082.8,943,1082.9,888.8,1028.4,881.1,905.3,1339.5,1062.2,1028.8,1042,954,1110.2,1175.4,1337.3,910.4,761,905.4,1330.4,,900.4,1321.68
2020-12-20,760.8,1037.5,1350.4,1243.2,900.4,1110.8,1006.6,966,1176.2,1037.6,1106.2,1091.6,943,1082.9,888.8,1086.2,881.1,905.9,1339.5,1063.4,1036.2,1042,965.8,1112,1175.4,1382.1,910.4,764.2,905.4,1330.4,,900.4,1321.68
2020-12-21,760.8,1037.5,1350.8,1243.2,900.4,1110.8,1006.6,966,1184,1037.6,1106.2,1091.6,943,1086.9,888.8,1086.2,881.1,906.5,1339.5,1067.8,1036.2,1042,965.8,1112,1175.6,1382.1,912.4,766.2,905.4,1330.4,,900.4,1321.68
2020-12-22,760.8,1037.5,1350.8,1243.2,900.4,1110.8,1006.6,966,1190.6,1037.6,1115.6,1091.6,943,1086.9,888.8,1086.2,882.3,916.1,1339.5,1067.8,1058.2,1042,965.8,1112,1175.6,1382.1,912.4,770.4,905.4,1330.4,,900.4,1321.68
2020-12-23,760.8,1037.5,1352.8,1246.8,900.4,1114.2,1009.6,966,1193.4,1038.2,1116.8,1093.8,944.8,1086.9,888.8,1097.4,895.9,918.3,1346.3,1067.8,1059.4,1042,966,1112,1175.6,1382.1,912.4,770.4,905.4,1330.4,,900.4,1322.04
2020-12-24,760.8,1037.5,1352.8,1246.8,900.4,1114.2,1015.6,966,1250.4,1039.6,1133.8,1178.6,963.8,1094.7,890.2,1108.4,899.7,918.3,1348.5,1069.2,1059.6,1042,966,1113.4,1175.6,1382.1,912.4,770.4,905.6,1330.6,,900.4,1322.58
2020-12-25,760.8,1037.5,1364.2,1247,900.4,1114.6,1015.6,966,1254.4,1039.6,1133.8,1183.4,963.8,1094.7,890.2,1117.8,904.1,918.3,1380.1,1069.2,1080.4,1042.2,966,1115.2,1175.6,1382.9,912.4,784.4,905.6,1330.8,,904.1,1323.16
2020-12-26,760.8,1037.5,1381,1247,900.4,1122.8,1015.6,966,1254.6,1039.6,1134.2,1184.4,964.2,1094.7,890.2,1117.8,910.9,918.3,1382.3,1069.2,1080.4,1064.8,980.4,1115.2,1175.6,1382.9,912.4,784.6,905.6,1331,,905.6,1323.36
2020-12-27,760.8,1037.5,1383,1247.2,900.4,1123.4,1015.6,978.2,1254.6,1039.6,1134.4,1184.4,969.2,1106.5,890.2,1117.8,931.5,919.3,1382.3,1069.2,1112.6,1066.6,989,1115.2,1175.6,1383.1,912.4,784.8,907.4,1331,,907.4,1323.36
2020-12-28,760.8,1037.5,1393.6,1255.6,917,1123.4,1016.6,1034,1254.6,1040.8,1134.4,1195,977.4,1106.5,890.2,1122.2,933.1,927.9,1382.9,1069.8,1112.8,1066.6,998.2,1124.2,1175.8,1383.1,930.6,784.8,911.6,1343.4,,917,1334.62
2020-12-29,760.8,1037.5,1406.4,1257.2,976,1123.4,1036.4,1039,1258.2,1051.2,1134.4,1195.2,980.4,1106.5,890.2,1122.2,933.1,958.7,1382.9,1070,1112.8,1066.6,1001.6,1128.8,1178,1383.1,942,792.4,911.8,1343.4,,933.1,1334.88
2020-12-30,760.8,1037.5,1426.6,1259,987,1133,1038.6,1039.6,1259.8,1054.4,1134.6,1195.2,986.2,1106.5,893.6,1126.6,933.1,958.7,1382.9,1070,1112.8,1066.8,1003.8,1128.8,1188.4,1386.5,942,793.8,912.2,1353.8,,933.1,1344.4
2020-12-31,760.8,1037.5,1426.6,1294,987,1133,1038.6,1044.8,1259.8,1054.4,1134.6,1210.2,986.2,1106.5,893.6,1126.6,933.1,958.7,1382.9,1070.4,1112.8,1066.8,1003.8,1128.8,1188.4,1386.5,942,793.8,912.2,1353.8,,933.1,1347.82
