Day of the year,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,P10,P90
2020-11-20,1021.8,1406.8,1602.6,1385.6,989,1529.6,1252,1199.4,1177.6,1338.6,1145.8,1297.1,1133,1019.3,996.7,1379.6,1112.3,1378.4,1593,1308.4,1135.6,1087.8,1289.4,1028.4,1274,1184.6,1415.8,1124,1303.2,1752.8,,1028.4,1522.842405
2020-11-21,1026,1436.8,1602.6,1386,989,1529.6,1252.4,1201.6,1212,1338.6,1145.8,1298.1,1143,1020.9,996.7,1379.6,1121.1,1378.4,1595,1308.4,1135.6,1087.8,1301.2,1028.4,1274,1196,1415.8,1124,1305.8,1756.4,,1028.4,1523.264194
2020-11-22,1026,1442.2,1602.6,1387,989,1553,1252.4,1212.8,1243,1338.6,1161.4,1298.1,1143,1021.9,996.7,1379.6,1121.1,1378.4,1595,1308.4,1135.6,1093.4,1301.2,1028.4,1274,1196,1415.8,1125.6,1305.8,1763.8,,1028.4,1544.773637
2020-11-23,1030.4,1442.6,1602.6,1396.8,989,1553.2,1252.4,1213,1263.4,1344.2,1162.6,1298.1,1143.2,1022.9,996.7,1381.4,1122.9,1378.4,1608.6,1308.4,1135.6,1093.4,1301.2,1028.4,1274,1198,1415.8,1125.6,1305.8,1769.4,,1028.4,1545.3114
2020-11-24,1042.2,1442.6,1637.8,1397.2,989,1573.4,1255.4,1213,1263.4,1344.2,1162.6,1310.3,1143.6,1027.9,996.7,1385.6,1122.9,1378.4,1608.6,1308.4,1135.6,1094.6,1301.2,1028.4,1274,1201.8,1415.8,1125.6,1305.8,1777,,1028.4,1564.179521
2020-11-25,1042.2,1442.6,1640.6,1401.6,992,1576.8,1255.4,1214.2,1263.4,1344.2,1206.2,1310.3,1143.8,1027.9,996.7,1414.8,1122.9,1378.4,1609,1308.4,1164.8,1097.2,1301.2,1030.6,1274,1206.8,1415.8,1207.4,1305.8,1779.6,,1030.6,1567.720831
2020-11-26,1042.2,1442.6,1650.4,1401.8,992,1576.8,1263.4,1214.2,1263.4,1344.4,1224.8,1316.1,1144,1029.5,996.7,1415.2,1122.9,1378.4,1609,1308.4,1166.6,1097.2,1301.4,1037,1274,1207.2,1415.8,1244.2,1305.8,1782.4,,1037,1568.015118
2020-11-27,1042.8,1442.6,1650.4,1402.6,992,1577,1364.4,1214.2,1263.4,1346.2,1226.2,1316.9,1144,1030.5,996.7,1416.6,1123.7,1378.4,1609,1310.6,1173.4,1097.2,1303.8,1038,1274,1207.2,1415.8,1273.8,1305.8,1790,,1038,1568.800591
2020-11-28,1043,1442.6,1650.4,1406.2,994.6,1577.2,1366.6,1214.6,1263.4,1346.2,1226.2,1317.3,1144,1031.9,996.7,1416.6,1128.1,1378.4,1612,1310.8,1182.2,1101.8,1303.8,1051.4,1274,1208,1415.8,1274,1305.8,1790,,1051.4,1569.030597
2020-11-29,1046,1442.6,1650.4,1417.6,994.6,1591.4,1366.6,1222.2,1263.4,1346.2,1226.6,1317.7,1144,1051.5,996.7,1419.8,1128.1,1378.4,1612,1310.8,1183.4,1102.6,1303.8,1051.4,1274,1208,1415.8,1299,1324.4,1793.8,,1051.5,1582.198701
2020-11-30,1046,1442.6,1650.4,1419.2,999.8,1594.6,1366.6,1222.2,1265,1346.2,1226.6,1319.3,1144,1055.1,996.7,1419.8,1180.9,1378.4,1612,1310.8,1189.2,1103.6,1306.8,1052,1275,1208.6,1415.8,1300.8,1326.8,1805.8,,1055.1,1585.329835
2020-12-01,1048.4,1442.6,1650.4,1446,999.8,1606.8,1366.6,1222.2,1281.4,1346.2,1226.6,1326.9,1144,1063.1,996.7,1419.8,1194.9,1378.4,1612.2,1310.8,1189.2,1104,1306.8,1054,1275,1216.8,1419,1324.2,1326.8,1806,,1063.1,1596.764892
2020-12-02,1050.8,1442.6,1650.4,1446.8,1007.4,1606.8,1366.6,1222.2,1299.6,1346.2,1226.6,1328.7,1144,1063.1,996.7,1433.8,1199.7,1378.4,1612.2,1311.4,1189.2,1104,1306.8,1054.2,1275,1217.2,1420.2,1324.2,1341.8,1806,,1063.1,1596.964429
2020-12-03,1052.4,1442.6,1650.4,1454,1030.4,1632.8,1366.6,1228,1315.8,1346.2,1226.6,1329.7,1146,1063.5,996.7,1433.8,1220.9,1378.4,1612.2,1357,1194.6,1104,1307.2,1054.2,1275,1227.6,1435.6,1326.2,1352.8,1806,,1063.5,1602.482727
2020-12-04,1052.4,1442.6,1650.4,1464.4,1030.4,1636.4,1366.6,1233,1318.8,1346.2,1227.8,1329.7,1157,1064.1,996.7,1433.8,1253.1,1378.4,1617.4,1357,1227.2,1107.4,1307.2,1054.2,1275,1228.4,1435.6,1326.2,1354.8,1806,,1064.1,1607.438866
2020-12-05,1057.6,1442.6,1650.4,1464.4,1032,1636.4,1366.6,1233,1319.6,1346.2,1229.2,1329.9,1168.2,1064.1,1020.7,1436.2,1253.1,1378.4,1632.2,1361.8,1283,1107.4,1307.2,1055,1275,1237.2,1435.6,1326.2,1368.8,1806.6,,1064.1,1621.066609
2020-12-06,1083.2,1442.6,1650.4,1465.4,1032,1645.4,1366.6,1233.4,1362,1348.4,1249,1338.5,1170.6,1064.1,1027.7,1436.2,1263.9,1378.4,1646.4,1366,1292.6,1107.4,1307.2,1055,1275,1247.6,1435.6,1330.4,1395.4,1806.8,,1064.1,1633.590278
2020-12-07,1083.2,1442.6,1650.4,1473.4,1032,1645.8,1366.6,1233.4,1369.4,1365.6,1249,1338.5,1170.6,1064.1,1027.7,1436.2,1263.9,1378.4,1646.4,1369.6,1297.4,1107.4,1307.2,1055,1275,1247.6,1438,1336.2,1395.6,1806.8,,1064.1,1634.157265
2020-12-08,1083.2,1442.6,1652.4,1473.4,1032,1646.2,1366.6,1233.4,1421.4,1366,1252,1338.5,1176.6,1075.5,1029.5,1436.2,1263.9,1378.4,1646.4,1372,1301,1107.4,1307.2,1059.6,1275,1247.6,1463.6,1354.2,1395.6,1807.4,,1075.5,1634.982641
2020-12-09,1083.2,1449.4,1652.4,1473.4,1032,1649.2,1366.6,1233.4,1421.8,1366,1269.2,1338.5,1196.2,1075.5,1031.5,1456.4,1263.9,1378.4,1646.4,1372,1301.4,1118.4,1307.2,1060.6,1275,1247.6,1463.6,1370.2,1395.8,1836,,1075.5,1635.776969
2020-12-10,1083.2,1451.4,1652.4,1473.4,1032,1651.6,1366.6,1233.4,1422.2,1367.2,1274.6,1339.1,1197.2,1075.5,1031.5,1459.8,1266.9,1378.4,1646.4,1372,1301.4,1139.8,1308.8,1060.6,1279.8,1247.6,1463.6,1370.2,1396,1845.4,,1075.5,1635.975144
2020-12-11,1083.2,1451.4,1652.4,1476,1032,1651.6,1370.6,1241.8,1441.8,1367.6,1274.6,1340.7,1199,1075.5,1031.5,1459.8,1290.7,1378.6,1652.6,1372,1301.4,1140.2,1317.4,1066.4,1279.8,1247.6,1463.6,1370.2,1428.8,1845.4,,1075.5,1641.072034
2020-12-12,1083.2,1451.4,1652.4,1476.2,1032,1651.6,1386.4,1258.2,1455.2,1398.8,1278.6,1340.7,1200.4,1075.5,1031.5,1459.8,1291.3,1378.6,1680.4,1372,1301.4,1140.2,1318.2,1066.4,1279.8,1247.6,1463.6,1372,1458.8,1845.4,,1075.5,1641.778516
2020-12-13,1083.2,1451.4,1678.2,1476.2,1032,1651.8,1391.4,1259.8,1478.2,1399.6,1282.6,1341.7,1200.8,1075.5,1031.5,1461.4,1293.5,1395.4,1681.2,1372,1301.4,1140.2,1318.2,1066.6,1280.4,1247.6,1466.6,1372.6,1501.8,1845.8,,1075.5,1642.706026
2020-12-14,1085,1451.4,1682.2,1484.8,1032,1652,1391.6,1259.8,1478.2,1399.6,1285.6,1341.9,1200.8,1075.5,1031.5,1461.4,1294.1,1395.6,1710.4,1372,1301.4,1140.2,1318.2,1075.8,1280.4,1249.8,1466.6,1372.6,1544.4,1860.6,,1075.8,1643.688115
2020-12-15,1085,1451.4,1682.2,1491,1046.2,1652,1391.6,1259.8,1479,1399.6,1286,1341.9,1202.6,1075.5,1031.5,1461.4,1299.7,1396.6,1740.2,1372,1301.4,1140.2,1323.6,1076.2,1282.6,1250,1478,1372.6,1559,1863.2,,1076.2,1644.208965
2020-12-16,1086,1451.4,1682.2,1491,1063.4,1652,1391.6,1259.8,1482.2,1399.6,1286,1356.1,1208,1079.3,1031.5,1472.4,1299.7,1420.8,1790.2,1372,1301.4,1140.4,1324,1081.2,1282.8,1250,1486.2,1372.6,1562.2,1866,,1081.2,1644.991301
2020-12-17,1097,1451.4,1701.2,1491,1063.4,1652,1391.6,1259.8,1490.8,1426.2,1286,1357.1,1223.4,1086.7,1032.1,1478.2,1299.7,1432.8,1796.4,1372,1301.4,1147.2,1343.4,1081.2,1283,1250,1513.8,1372.6,1562.4,1913.4,,1086.7,1646.236404
2020-12-18,1097,1451.4,1701.2,1491,1067.4,1668.2,1397,1259.8,1491.6,1427.6,1286,1363.3,1223.4,1086.7,1036.7,1478.8,1299.7,1438.8,1796.4,1374.2,1301.4,1148.4,1343.4,1081.2,1283.8,1250,1518.6,1372.6,1562.6,1915.2,,1086.7,1661.066149
2020-12-19,1097,1456,1701.2,1492,1067.8,1668.4,1407.2,1259.8,1491.6,1432.2,1286,1365.5,1238.2,1104.9,1038.1,1478.8,1304.3,1477,1796.4,1380.6,1301.4,1148.4,1343.4,1087.4,1285.2,1261.4,1524.4,1377.6,1562.6,1915.4,,1104.9,1661.588459
2020-12-20,1097.6,1457,1701.2,1500.2,1077.4,1669,1407.2,1259.8,1491.6,1432.2,1290.4,1365.9,1242.4,1114.3,1038.1,1479,1304.9,1513.4,1796.4,1380.8,1301.4,1169,1343.4,1087.4,1285.2,1261.8,1553.8,1377.6,1562.6,1923.6,,1114.3,1662.623319
2020-12-21,1099.6,1460.4,1701.2,1505,1077.6,1669.2,1407.2,1259.8,1491.6,1432.2,1319.8,1375.3,1244,1127.1,1038.1,1484.6,1304.9,1525.6,1796.4,1380.8,1303.6,1170.2,1343.4,1087.4,1286,1264.4,1553.8,1377.6,1562.6,1931.2,,1127.1,1663.11591
2020-12-22,1101,1468.2,1733.2,1505.6,1083.2,1669.2,1407.2,1259.8,1498.2,1432.6,1325.8,1375.7,1244.2,1129.3,1038.1,1484.8,1304.9,1531.2,1796.4,1380.8,1303.6,1170.2,1343.4,1087.4,1286,1264.4,1553.8,1377.8,1562.6,1932.8,,1129.3,1663.526776
2020-12-23,1101.8,1468.2,1735.4,1505.6,1129.2,1669.2,1407.2,1259.8,1543.2,1433,1372,1378.9,1251.2,1129.9,1039.3,1484.8,1304.9,1531.6,1796.4,1381.4,1303.6,1170.2,1346.8,1103,1291.2,1270,1553.8,1383.2,1562.6,1935.4,,1129.9,1663.904211
2020-12-24,1101.8,1505.2,1735.4,1505.6,1140.2,1669.2,1407.2,1276.4,1562,1433.2,1375.2,1382.3,1251.4,1139.1,1044.5,1493.6,1304.9,1533,1796.4,1381.4,1304.6,1170.2,1347.4,1103.8,1291.8,1284,1553.8,1410.8,1562.6,1935.4,,1140.2,1664.353121
2020-12-25,1101.8,1506,1744.4,1505.6,1145.2,1669.2,1407.2,1277.8,1562.8,1475.6,1375.8,1383.3,1257.4,1142.1,1056.9,1501.8,1304.9,1533,1796.4,1384.4,1309.2,1170.2,1347.4,1103.8,1295.4,1284,1553.8,1414.4,1562.6,1935.4,,1145.2,1664.662279
2020-12-26,1107.6,1506,1745.8,1505.6,1145.2,1669.2,1407.2,1283.4,1563.2,1476.6,1376.2,1383.3,1257.4,1142.1,1057.5,1501.8,1304.9,1533,1797.4,1388,1309.2,1170.2,1347.4,1103.8,1295.4,1284,1553.8,1414.4,1562.6,1935.4,,1145.2,1664.708655
2020-12-27,1117.4,1506,1746,1505.6,1145.2,1669.2,1407.2,1288.2,1629.8,1476.6,1381,1383.3,1257.4,1148.9,1057.5,1501.8,1311.1,1546,1797.4,1393.2,1309.2,1170.2,1347.4,1103.8,1295.4,1284,1555,1414.8,1562.6,1935.4,,1148.9,1665.261043
2020-12-28,1117.4,1507,1746,1505.6,1152.8,1669.2,1407.2,1298.4,1646.2,1476.6,1383.8,1383.3,1257.4,1149.1,1057.5,1502.2,1322.9,1559.2,1798.4,1393.4,1312.8,1170.2,1347.4,1104,1295.4,1284,1555,1414.8,1594.4,1935.4,,1152.8,1666.9
2020-12-29,1117.8,1507,1749.6,1505.6,1152.8,1669.4,1413.4,1314.2,1654.6,1476.6,1383.8,1383.3,1257.4,1151.3,1057.5,1502.2,1328.5,1559.2,1838.4,1393.6,1316,1170.4,1347.4,1104,1295.4,1284,1557,1414.8,1595.2,1935.4,,1152.8,1667.92
2020-12-30,1134.6,1513.4,1749.6,1505.6,1152.8,1669.4,1415,1314.2,1655.6,1476.6,1385.6,1391.7,1258.2,1151.3,1057.7,1508,1328.5,1559.2,1915.2,1397,1324.8,1170.4,1347.6,1104.2,1295.4,1284,1557,1414.8,1595.2,1935.4,,1152.8,1668.02
2020-12-31,1134.6,1513.4,1749.6,1525.8,1152.8,1669.4,1415,1323,1655.6,1476.6,1385.6,1417.7,1258.2,1151.3,1057.7,1509.4,1328.5,1559.2,1915.2,1405,1324.8,1170.4,1347.6,1104.2,1295.4,1284,1557,1414.8,1595.2,1935.4,,1152.8,1668.02
