Day of the year,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,P10,P90
2020-01-01,0,0.4,0,0,0,0,0,6.8,10.6,0,0,0,6.2,0,7,0,5.2,0,0,39.8,0,0,7,1.4,0,2.6,0,0,0,0,0,0,7
2020-01-02,0,0.6,0,0,0,0,0,10.2,16.6,0,0,0,9.6,0.2,7,0,8.2,0,0,46.2,0,2,7,4,17.2,17,0,0,14.6,0,0,0,16.29062145
2020-01-03,0,0.8,4.2,0,0,0,0,26.2,16.6,0,0,0,9.6,2.2,7,0,16,0,0,46.2,12,2,7,13.2,27,17,0.2,0.8,36.8,0,0,0,25.01695986
2020-01-04,0,0.8,4.2,0,0,0,0,40,16.6,32.6,0,0,10.6,4.4,7,0,25.4,9.2,0,46.2,12,11.4,7,13.2,33,24.2,0.2,0.8,41.4,0,0,0,32.92
2020-01-05,0,14.2,4.2,0,0.8,0,0,44,16.6,41.8,1.4,0,22,9,7,0,25.4,9.2,0,46.2,12,56.4,7,13.2,33,51,0.2,0.8,41.4,0,2.2,0,43.56
2020-01-06,11.4,14.2,4.2,0,2.4,0,0,44,16.6,43.8,2.2,0,46.6,18.4,7,0,25.4,9.2,0,46.2,12,62.2,7,13.2,33,62.8,0.2,2.8,41.4,0,26.8,0,45.76
2020-01-07,11.8,14.2,4.2,0,2.4,0,0,44,16.6,45.6,2.2,35,47,18.4,7,0,25.4,9.2,5,46.2,12,62.2,7.2,13.2,33,62.8,0.2,3.4,41.4,0,33.8,0,46.08
2020-01-08,19.6,15.6,4.4,0,2.4,0,0,44,16.6,45.6,2.2,45,50.6,18.4,7,28.4,25.4,10.8,5,55,13.2,68.2,7.2,14.2,33,62.8,0.2,3.4,66,0,63.4,0.02,61.24
2020-01-09,19.8,15.6,14.8,0,2.4,0,0,44,16.6,47.6,9.4,45,52,18.4,7,52.4,25.4,10.8,5,57,14,73.2,7.2,25.2,33,62.8,0.2,3.4,66,0,63.4,0.02,61.64
2020-01-10,19.8,15.6,21.4,0,2.4,0,0,45.4,16.6,64.6,17.2,47.4,52.6,18.4,19.6,52.6,26,10.8,5,62.8,14,73.4,7.2,25.2,33.4,64,2.4,3.4,66,0,64.4,0.24,64.32
2020-01-11,19.8,31.8,21.4,16,21,0,0.4,45.4,16.6,65,17.2,47.4,52.8,18.4,19.8,52.6,36,37.4,5,70.8,17,73.4,7.2,25.8,33.4,64,2.6,3.4,66,0,83.2,2.68,65.8
2020-01-12,21.6,31.8,25.6,17,31.2,0.6,0.4,45.4,16.6,78.6,17.2,47.4,52.8,18.4,20.4,52.6,36,37.4,5,73,17,73.4,7.2,25.8,33.4,64,2.6,3.4,66,0,86,2.68,71.6
2020-01-13,29.8,31.8,25.6,24.6,33.8,1.2,0.4,45.4,16.6,84.2,17.2,47.4,52.8,19,37.6,52.6,36,37.4,5,93.4,17,77.2,7.2,25.8,41.4,64,2.6,4.4,66,0,86,2.78,74.96
2020-01-14,42.6,32.2,25.6,47.2,43.6,1.2,9,45.4,17.2,84.6,17.2,48.2,52.8,21,57.6,52.6,36,37.4,5,95.4,30.2,77.4,7.2,25.8,41.4,64,23.2,19.8,66,0,86,7.38,75.12
2020-01-15,42.6,32.2,25.6,55.6,43.8,1.2,25,45.4,17.2,114.2,17.2,48.2,52.8,21,57.6,52.6,36,37.4,5,95.4,34.4,77.4,7.2,25.8,50.8,64,33.8,19.8,66,0,86,8.2,75.79854806
2020-01-16,42.8,35.4,25.6,56,43.8,2.8,26,45.4,19,116.6,17.2,53.2,52.8,21.2,57.6,52.6,36,37.4,5,96.2,44.4,77.4,7.2,25.8,55.8,64,33.8,19.8,66,0,86,8.2,76.04260713
2020-01-17,42.8,35.4,25.6,56,43.8,15,82.2,51.2,30,116.6,17.2,53.2,52.8,21.2,57.6,52.6,36,37.4,5,96.2,45.2,78.2,8.8,25.8,55.8,64,33.8,19.8,66,0,86,15.22,81.4
2020-01-18,42.8,35.4,26.4,56,47,15,82.2,52.8,30,135.2,17.2,53.2,53.4,21.2,57.6,52.6,50.4,39.8,13.6,96.4,48.8,78.2,10,26,55.8,74,33.8,19.8,94.4,0,86,15.22,85.24
2020-01-19,42.8,35.4,30.6,56,52.4,15,82.2,72.2,30,135.2,17.2,56,53.4,28.8,57.6,52.6,60.2,39.8,27,96.4,48.8,78.2,11.2,52.6,64.4,80,33.8,19.8,97.8,0,86,17.46,85.26811609
2020-01-20,42.8,35.4,31.2,56,55.2,16.8,82.2,73,30,135.2,17.2,72.6,53.4,28.8,57.6,52.6,60.8,39.8,27,98,55,78.2,12.4,53.2,69.6,80.6,34.6,19.8,103.6,2.6,86,17.46,85.66755388
2020-01-21,42.8,39.2,31.2,62.4,55.2,16.8,82.2,73,30,135.2,18.4,76,53.4,29.6,57.8,52.6,60.8,45.6,27,98.2,55,99.2,12.4,53.2,69.6,80.6,35,19.8,112.8,2.6,86,18.54,96.02076787
2020-01-22,44.6,39.2,31.2,62.4,55.2,43.4,87.4,73,30.8,135.2,18.4,76.8,53.4,35,58.2,56,60.8,55.8,27,98.2,55,100.4,12.4,53.2,78.4,86,35.2,19.8,114.6,2.6,86,20.52,96.41571478
2020-01-23,45,39.2,31.2,80.6,55.2,43.4,132,78.4,30.8,135.2,19.4,76.8,53.4,35,58.2,58.6,60.8,55.8,48.6,100,55,102.2,12.4,53.2,89.2,91.4,35.2,19.8,114.6,2.6,86,20.9,101.76
2020-01-24,45,45.6,31.2,81.8,55.2,43.8,132,79,30.8,135.2,21.6,78.2,53.4,35.6,69.8,58.6,60.8,55.8,138.4,100,55,102.2,12.4,53.2,89.2,91.6,38.6,20.2,116,2.6,86,22.52,113.24
2020-01-25,45,51,31.2,81.8,55.2,43.8,132,100.4,32.4,135.2,27.6,78.2,53.4,58.4,75.8,58.6,60.8,55.8,138.4,100,55.2,102.2,12.4,53.2,89.2,91.6,38.6,20.2,116.8,2.6,97.6,27.96,114.3641746
2020-01-26,55.4,52,39.2,81.8,55.2,43.8,132,117.2,36,135.2,27.6,78.2,53.4,58.4,76.8,58.6,60.8,57.8,138.4,100,55.2,102.2,12.4,53.2,91.6,91.6,38.6,20.2,116.8,4,112.4,28.44,117.12
2020-01-27,55.8,52,41.2,81.8,55.2,43.8,132,117.2,39.6,137.6,27.6,78.2,53.4,58.4,76.8,58.6,63,58.4,138.4,101.4,55.2,106.6,12.4,53.2,91.6,91.6,38.6,20.2,116.8,9.4,113.6,28.7,117.12
2020-01-28,55.8,52,49.8,81.8,55.2,43.8,132,117.2,39.6,137.6,28.2,78.2,53.4,58.4,76.8,58.6,63,58.4,138.4,102.2,55.2,106.6,12.4,57.4,91.6,91.6,39,20.2,117.6,9.4,145,29.28,129.12
2020-01-29,55.8,52,49.8,81.8,55.2,53.4,132,117.2,39.8,137.6,28.2,78.2,53.4,58.4,82.2,58.6,63,58.4,140.2,102.2,55.2,106.6,54.4,57.4,91.6,91.6,39,21.2,118.4,9.4,155.8,39.08,129.28
2020-01-30,58.4,52,50,81.8,55.2,78.8,133.2,137,39.8,137.6,28.2,78.2,53.4,58.4,84.8,58.6,63,58.4,140.2,102.2,55.2,106.6,54.4,57.4,91.6,91.6,39,22.8,118.4,9.4,156.6,39.08,136.24
2020-01-31,61.4,52,50,81.8,55.2,93.8,138,144.2,39.8,137.6,28.2,82.6,53.4,58.4,85,58.6,63,58.4,140.2,102.4,55.2,106.6,54.4,57.4,92,91.6,39,22.8,118.4,9.4,156.6,39.08,137.92
2020-02-01,61.4,52,50,81.8,55.2,95.2,138.8,144.4,39.8,137.6,28.2,94.8,53.4,58.4,85,58.6,63,60,140.4,103.4,55.2,106.6,59.2,57.4,92,91.8,39,22.8,118.4,9.4,161,39.08,138.56
2020-02-02,79.8,52,98.6,81.8,55.2,95.2,138.8,144.6,39.8,137.6,28.2,168.2,53.4,64.9,92,58.6,63.2,70.6,140.4,105.2,55.2,106.6,103.6,59.2,105.8,107.8,39,22.8,118.4,9.4,161.4,39.08,140.08
2020-02-03,81.6,52,109.8,82.6,55.2,95.2,138.8,145,39.8,137.6,28.2,178.6,59.6,65.3,92,58.6,63.2,71.2,140.8,121,55.2,106.6,122.4,59.2,135.4,107.8,39,22.8,118.4,9.4,167,39.08,140.4
2020-02-04,81.6,65,110.6,87.4,61.4,95.2,138.8,145,39.8,137.6,28.2,219.6,63.2,65.3,92,58.6,63.2,71.2,144.8,129.4,66.8,106.6,122.4,62.6,135.4,107.8,39,22.8,118.4,9.4,168.6,39.08,143.8922276
2020-02-05,81.6,93.8,111,87.4,98.6,95.2,138.8,145,39.8,137.6,28.2,236.4,65.4,65.3,92,58.6,63.2,71.2,146.8,129.4,84.8,106.6,123,62.6,135.4,107.8,39,23.4,118.4,9.8,168.6,39.08,144.8995872
2020-02-06,84.6,100.2,111,87.4,101.6,95.2,138.8,145,41.2,158.4,28.2,236.4,65.4,65.3,92,58.6,63.2,71.2,148.4,129.4,84.8,106.6,127.6,66.6,135.4,107.8,39,23.4,118.4,134.8,198.8,42.94,150.6075392
2020-02-07,84.6,100.2,111,103.8,103,95.2,138.8,145,41.2,158.4,28.2,236.4,65.4,65.3,97,58.6,63.2,71.2,148.4,129.4,84.8,106.6,127.6,67.6,135.8,107.8,53.6,23.4,118.4,176.6,198.8,54.1,157.6452199
2020-02-08,84.6,100.2,111,122.2,103,95.2,138.8,145,41.2,158.4,28.2,240.2,93.8,67.9,97,58.6,63.2,71.2,155.6,129.4,84.8,121.6,127.6,67.6,140.6,107.8,54.4,23.4,118.4,181.8,198.8,54.82,158.3114611
2020-02-09,84.6,100.2,111,122.2,103,95.2,138.8,145,41.2,173.8,28.2,242.2,94,83.7,97,58.6,63.2,71.2,159,129.4,84.8,121.6,127.6,67.6,141.8,107.8,54.4,23.4,118.4,182.4,198.8,54.82,171.0084237
2020-02-10,84.6,100.2,111,122.2,103,105.6,139.4,145,41.2,173.8,28.2,242.2,94,87.5,97,75.4,76.8,71.2,159,129.4,84.8,121.6,127.6,67.6,141.8,112.8,54.4,23.4,126.4,182.4,198.8,55.72,171.2070181
2020-02-11,84.8,100.2,111,123.8,103.2,105.6,139.4,145,44.6,209.2,28.2,242.2,94,87.5,98.8,78.6,79.6,71.2,159,136.8,84.8,121.6,127.6,67.6,143.4,115.2,54.4,23.4,132.8,183.4,200,55.72,179.7294142
2020-02-12,84.8,100.2,111,123.8,105.4,105.8,139.4,145,81.4,298.4,28.2,265.8,122.8,88.1,98.8,91.8,80.8,78.2,161.2,136.8,84.8,123.6,127.6,67.6,143.4,132,59,23.4,132.8,236.4,200,68.66,196.9443141
2020-02-13,84.8,100.2,111,125.2,105.8,105.8,139.4,145,83.4,305.6,28.2,265.8,124.4,91.3,98.8,96.4,119.4,78.6,161.2,136.8,84.8,124.2,127.6,67.6,146.4,132,59,23.4,132.8,244,200.4,68.7,197.8444266
2020-02-14,84.8,100.2,111,125.2,105.8,109,139.4,147.2,83.4,305.6,31,274,133.6,91.3,98.8,96.8,119.4,78.8,161.2,138.4,84.8,125.8,127.6,67.6,146.8,132.2,59,23.4,132.8,257.8,241.6,68.72,232.07151
2020-02-15,86.4,100.2,111,125.2,105.8,110,139.4,165.2,83.4,305.6,31,287.6,142.6,99.5,98.8,101.2,119.4,83,161.2,190.2,84.8,126.4,127.6,67.6,146.8,132.2,59.6,23.4,134,257.8,241.6,69.14,233.2015306
2020-02-16,86.4,100.2,111,125.2,105.8,111.8,139.4,165.2,83.6,305.6,31,303.2,142.6,99.5,98.8,107.6,119.4,84.8,161.2,193,84.8,126.4,127.6,70.8,146.8,132.2,60,23.4,160.4,257.8,241.6,72.08,233.8466309
2020-02-17,86.4,100.2,111,125.2,105.8,113,139.4,169.2,83.6,305.6,31,311.6,142.6,99.5,98.8,107.6,120,120.8,161.2,193,84.8,126.4,127.6,73,162.6,132.2,60,23.4,160.4,257.8,242.2,74.06,234.8459356
2020-02-18,86.4,100.8,111,125.2,105.8,117.8,139.4,169.2,83.6,305.6,31,311.6,145.4,99.5,98.8,107.6,120,123,161.2,193,84.8,126.4,127.6,100.4,164.2,135.8,60,26.6,160.4,257.8,242.2,83.72,234.9682444
2020-02-19,86.4,100.8,111,137.8,107.2,134.2,139.4,169.2,83.6,305.6,32.6,312,145.4,99.5,98.8,107.6,120,126.6,161.2,193,84.8,126.4,127.6,111.2,164.2,135.8,60,28.2,160.4,260.2,242.2,83.72,235.2317787
2020-02-20,99,111.4,111,148.2,111,134.2,139.4,169.2,83.6,305.8,35.8,333.6,145.4,99.5,98.8,107.6,141.8,126.6,161.2,193,84.8,126.4,129.6,113.4,164.4,184.8,60,28.2,160.4,276,242.4,83.72,236.8987818
2020-02-21,112.8,126,113.8,148.2,111,134.2,140.4,169.2,83.6,306,38.2,336.8,145.4,100.3,98.8,113.2,178,126.6,161.2,193,84.8,126.4,129.6,113.4,165.4,184.8,60.6,28.2,160.4,276,242.6,83.72,237.5329353
2020-02-22,112.8,140.4,144.8,148.8,111,145.8,140.4,170.8,83.6,306.2,38.8,338.6,145.4,100.9,98.8,113.4,178.6,126.6,161.2,198.8,84.8,126.4,133.2,113.4,165.4,189.6,71,67,160.4,276,242.6,83.72,237.8821064
2020-02-23,112.8,143.4,149,173.6,116.8,145.8,140.4,170.8,104.2,316.4,38.8,338.8,145.4,101.5,98.8,114.6,179.8,126.6,163.8,232.8,84.8,126.4,135.2,113.4,165.4,192,86.6,74.4,160.4,276,242.6,87.82,240.64
2020-02-24,112.8,143.4,157.4,173.6,117,182.2,140.4,170.8,104.2,321.2,38.8,372.4,145.4,101.5,98.8,115,183,126.6,163.8,233.6,84.8,126.4,141.8,113.4,165.4,192,101.6,74.4,160.4,276,244.2,99.07,242.08
2020-02-25,112.8,144,177.6,173.6,121.2,192.6,140.4,170.8,104.2,323.4,38.8,372.4,145.4,101.5,98.8,116.2,183,209.6,163.8,234.8,84.8,126.4,141.8,113.4,165.4,192,123.6,74.4,160.4,276,261.6,99.07,256.7112679
2020-02-26,115.4,144,177.6,173.6,125.4,192.8,142.2,170.8,104.2,323.4,38.8,372.4,145.4,101.5,100.6,116.8,183,209.6,163.8,234.8,84.8,126.4,141.8,113.4,165.4,192,123.6,74.4,160.4,276,269.8,100.69,263.4279637
2020-02-27,115.6,144,177.6,173.6,125.4,192.8,144.4,170.8,106.2,323.4,38.8,372.4,145.4,101.5,106,116.8,183,209.6,163.8,234.8,84.8,126.4,141.8,113.4,165.4,193.8,123.6,74.4,162,276,270,101.95,263.6345414
2020-02-28,115.6,150.6,177.6,173.6,127.8,192.8,145,170.8,106.6,323.4,41.4,408.2,152.4,101.5,106,116.8,201.2,209.6,163.8,234.8,84.8,126.4,141.8,116,165.4,196.8,123.6,74.4,162,276,270,101.95,264.8748951
2020-02-29,115.6,150.6,177.6,173.6,128,193,145,170.8,112.6,372.2,42.8,491.8,152.4,101.5,111.6,116.8,205.8,209.6,164.6,241.6,84.8,126.8,141.8,120,165.4,196.8,123.6,74.4,162,276,270,102.51,268.5756095
2020-03-01,115.6,153.8,177.6,173.6,129.2,193,145,170.8,115,388.2,42.8,493,152.4,101.5,111.8,116.8,211.8,214.2,165.2,269,84.8,126.8,141.8,120.2,165.4,196.8,123.6,75,168,276,270,102.53,269.8
2020-03-02,115.6,155,198.8,173.6,129.2,193,145,170.8,121,395.4,55.6,496.6,152.4,103.3,111.8,124.2,211.8,221.2,191,269,95.2,130.6,141.8,120.2,165.4,196.8,123.6,75,170,276,270,104.15,270.7256372
2020-03-03,133.4,155,216.2,197,152.8,193,145,170.8,121,396.4,58.6,526.4,152.6,103.3,111.8,127.4,211.8,221.2,191,294.4,95.4,131,141.8,120.2,165.4,196.8,123.6,75,201.2,276,270,104.15,279.5844119
2020-03-04,135.2,155,216.2,197.8,154.2,193,145,170.8,121,396.4,58.6,526.4,152.6,103.3,111.8,128.2,211.8,221.2,268.2,295,95.4,131.2,142,120.2,165.4,196.8,123.6,125.6,202.4,276,270,112.64,282.8088956
2020-03-05,135.2,156.6,216.2,197.8,163.6,194.6,155.6,170.8,121,396.4,58.6,526.4,158,103.5,111.8,128.2,217.6,221.2,280,295,95.4,131.2,142,120.2,165.4,196.8,123.6,125.6,203.2,276,270,112.64,284.9200382
2020-03-06,135.2,160,216.2,197.8,167.8,194.6,176.4,170.8,122,396.4,58.6,526.4,166.4,104.5,117,128.2,222.6,221.2,283.2,295,95.4,131.2,160.4,120.2,165.4,230.6,123.6,125.6,211,276,270,117.32,288.2277239
2020-03-07,135.2,162.6,216.2,197.8,167.8,194.6,176.6,170.8,122,396.4,58.6,526.4,166.4,106.7,121.2,128.2,223.8,221.2,283.2,295,95.4,131.2,179.2,120.2,185,267.4,141.8,125.6,212.6,276,270,120.3,290.8391467
2020-03-08,135.2,162.6,216.2,197.8,167.8,194.6,207.2,170.8,124.2,396.4,58.6,526.4,172.4,114.5,121.2,128.2,224.2,221.2,283.2,295,95.4,131.2,179.6,120.2,185,267.4,172.2,125.6,212.6,276,270,120.3,292.1680805
2020-03-09,135.2,162.6,216.2,197.8,168,194.6,224.4,170.8,124.2,396.4,58.6,526.4,179.8,115.3,121.2,128.2,224.2,221.2,283.2,295,95.4,131.2,179.6,120.2,185,267.4,172.4,127.6,212.6,276,277,120.3,292.64
2020-03-10,135.2,162.6,230.4,197.8,168,208.6,229,170.8,124.2,396.4,59.8,526.4,181.8,115.3,121.2,128.4,228,221.2,283.2,295,95.4,131.2,179.6,120.2,199.2,267.4,172.4,148.4,248.4,276,294.6,120.3,294.92
2020-03-11,135.6,162.6,230.4,198.6,168,219.2,231.4,170.8,124.2,396.4,59.8,531,181.8,116.1,121.2,128.4,229.8,221.2,283.2,295.2,95.4,131.2,179.6,122.6,224.8,267.4,172.4,149,248.4,276.6,294.6,121.34,295.08
2020-03-12,179.2,162.6,263.4,198.6,168,219.4,231.8,170.8,124.2,396.4,59.8,531,181.8,116.1,138.6,128.4,230.4,221.8,283.2,318.6,95.4,131.2,181.8,122.6,230.4,267.4,183.6,149,248.4,279.2,296.2,122.76,304.5809635
2020-03-13,181.4,165.2,266.2,198.6,168,219.4,232,175.2,124.2,396.4,59.8,531,181.8,116.1,145.8,128.4,230.4,221.8,283.2,318.8,95.4,131.2,181.8,122.6,231.6,267.4,191.8,149,248.4,279.2,303.8,122.76,306.9839315
2020-03-14,181.4,185.6,268.6,198.6,168,224.8,232,186,132.2,404.2,59.8,531,181.8,116.1,161.4,128.4,230.4,221.8,283.2,318.8,95.4,131.2,181.8,123.2,232,267.4,192.4,149,248.4,279.2,303.8,123.72,308.566939
2020-03-15,181.4,216,280.4,199,168,225.8,232,186.2,132.2,404.2,59.8,531,181.8,116.1,162.4,128.4,230.4,221.8,283.2,319,95.4,133.4,181.8,127.6,232,270,192.4,149,248.4,279.2,303.8,127.68,309.9470545
2020-03-16,181.4,225.2,287.4,214.4,168,226.2,232,186.2,132.2,404.2,59.8,531.2,181.8,116.1,162.4,128.4,230.4,231,292.4,319,100.2,134,181.8,129.4,232,270,192.4,149,249.8,279.2,313.8,128.5,314.1665069
2020-03-17,181.6,226.6,288,228.8,168,226.6,232,186.2,132.2,417,59.8,538.6,193.6,116.1,188.8,128.4,230.4,231.2,329,319,107,134,181.8,146.2,232,270,192.4,149,249.8,279.2,327,128.78,325.8431415
2020-03-18,183.2,235.2,289.4,228.8,168,226.6,232,186.2,132.2,420.8,59.8,546.8,193.6,116.1,201.8,128.4,238.4,231.2,329,319,124.8,154.6,182.6,162.4,232,270,192.4,149,249.8,279.2,327.2,128.78,326.5457368
2020-03-19,183.2,277.4,292.8,258.4,168,226.6,232,186.2,132.2,420.8,59.8,546.8,193.6,117.1,201.8,128.4,238.4,231.6,329,319,124.8,155,182.6,162.4,232,270,192.4,149.2,249.8,285.8,327.2,128.78,327.3981846
2020-03-20,183.2,277.8,299,258.4,168,227,232,186.2,132.2,420.8,59.8,547.4,193.6,117.1,201.8,128.4,238.4,231.6,329,321.6,124.8,155,182.6,162.4,232,273.4,192.4,149.6,249.8,302.4,355.8,128.78,330.783445
2020-03-21,189.2,277.8,299.4,258.4,177.2,227.2,232,189.8,132.2,426.6,59.8,547.4,193.6,119.3,202.8,128.4,238.4,231.6,329,321.6,124.8,155,188,162.8,232.2,279.4,192.4,149.6,249.8,330.2,358,128.78,333.48803
2020-03-22,189.2,277.8,299.4,260,178.6,227.2,232,193.6,132.2,426.6,59.8,547.4,193.6,119.3,202.8,128.4,238.4,252,329,366.2,124.8,155,204.6,162.8,238,288.8,192.4,158.8,249.8,348.2,358,128.78,356.04
2020-03-23,189.2,279.6,300,273.6,179.4,227.2,253.4,193.6,132.2,426.6,59.8,547.4,193.6,131.3,202.8,128.4,238.4,252,329,379.6,124.8,155.4,216.2,162.8,238,316.4,192.4,163.2,249.8,367.6,358,131.39,365.68
2020-03-24,189.2,279.6,300,274.2,179.4,227.2,254.2,193.6,132.2,426.6,59.8,547.4,208.8,131.3,202.8,128.4,238.4,270.6,329,381.2,124.8,155.4,216.2,175,240.8,321.4,193,170.6,249.8,370,358,131.39,367.6
2020-03-25,189.2,279.6,300.2,274.2,179.4,227.4,254.2,193.6,132.2,426.6,59.8,547.4,221,131.3,202.8,128.8,238.4,272.8,364.4,401.8,124.8,155.4,216.2,175,241.8,321.4,193.6,170.6,249.8,370,358,131.39,368.88
2020-03-26,189.2,279.6,302.2,274.2,179.4,227.4,254.2,193.6,132.2,426.6,59.8,547.4,229.8,134.3,202.8,128.8,238.4,272.8,369,401.8,124.8,155.4,235.2,175,244.4,321.4,196,171,249.8,370,366.8,132.41,369.8
2020-03-27,189.2,279.6,302.2,274.2,179.4,227.4,254.2,193.6,157.8,426.8,61,547.4,233.8,153.1,203.6,128.8,240.4,272.8,370.8,401.8,124.8,155.4,245.2,178.6,244.4,321.6,239.8,176.2,250.4,370,366.8,153.33,370.64
2020-03-28,211.4,279.6,302.2,275.8,179.4,231.4,254.2,193.6,160.6,426.8,87.6,548.4,234,153.1,211.8,128.8,240.4,275.4,370.8,401.8,124.8,155.4,253.8,178.6,245.6,331.2,240.2,179,279.4,370,372.6,153.33,372.24
2020-03-29,213.6,279.6,319.8,275.8,179.4,239,254.2,193.6,162.8,428.4,89.4,548.4,302.4,153.1,215,128.8,240.4,275.4,370.8,401.8,125.4,155.4,260.6,178.6,249.6,332,242.2,179,296.4,370,372.6,153.33,372.24
2020-03-30,230,279.6,320.6,275.8,179.4,239.2,270.2,212.4,162.8,433.6,105.8,548.4,313.4,153.1,215,129.4,240.4,275.4,370.8,401.8,128,155.4,260.6,178.6,250.2,332,242.2,179,322.4,370,372.6,153.33,372.24
2020-03-31,239.8,279.6,329,283.6,179.4,240.8,270.4,213.6,162.8,437,115.2,548.4,316.6,153.1,218,153.2,240.4,275.4,370.8,401.8,141.2,155.4,260.6,178.6,250.4,335.6,242.4,179,346.8,370.2,372.8,153.42,372.4
2020-04-01,239.8,279.6,329.4,284.8,179.4,259.8,270.4,213.6,162.8,440.4,115.2,548.4,316.6,153.1,223.6,172.2,240.4,275.4,371,401.8,141.6,155.4,260.6,178.6,250.4,335.6,265,179,346.8,370.2,378,156.14,376.6
2020-04-02,239.8,280.2,329.4,285.2,179.4,271.6,270.4,213.6,221.2,440.4,115.2,556.4,316.6,164.1,224,172.4,240.4,275.4,371,401.8,141.8,155.4,260.6,194.4,255.2,335.6,265,179,346.8,370.4,378,164.93,376.8475403
2020-04-03,239.8,293,329.4,298.2,179.4,277.2,270.4,213.6,221.2,440.4,115.2,569.9,317,164.1,224,172.4,240.4,276.8,377.6,401.8,143.6,155.6,260.6,216.8,297.6,335.8,265,179,346.8,370.6,378,164.93,377.92
2020-04-04,358,293,332.6,316,179.4,278.4,270.4,214.4,221.4,440.4,115.2,569.9,317,166.1,224.4,176,240.4,276.8,397.8,401.8,143.6,155.6,264.8,219.2,319.6,335.8,265,179,346.8,370.8,378,167.09,394.4098244
2020-04-05,359.2,293,343.2,325.6,179.4,278.4,271.2,222,223.8,470.8,136.6,569.9,317,166.1,224.4,176,240.4,287,405,401.8,145.8,155.6,264.8,219.2,344.4,335.8,265,179,346.8,391.8,378.8,167.09,399.8
2020-04-06,362.4,293,343.2,326.4,181.2,278.6,278,222,223.8,475,136.6,569.9,327.2,173.1,224.4,176,245,288.2,406,401.8,145.8,155.6,264.8,219.2,346.2,335.8,265,179,346.8,392,378.8,173.39,399.84
2020-04-07,365.4,293,357.8,335.4,182.4,278.6,279.6,222,223.8,477.2,136.6,578.3,327.6,174.3,226.6,177.8,272.8,288.2,406,401.8,145.8,155.6,275.2,219.2,346.6,335.8,265,179,346.8,392,378.8,174.65,400.0049001
2020-04-08,367.4,293,358.4,335.4,206.2,280.2,283,248.2,223.8,477.4,136.6,579.5,327.6,180.9,226.6,177.8,277.6,288.2,406,401.8,148.2,158.6,314.6,221,346.6,336,265,186.8,346.8,392,378.8,178.11,400.4334205
2020-04-09,376.8,293,381.2,338,208.6,280.4,283,265.6,223.8,477.4,136.6,602.3,327.6,185.3,226.6,177.8,277.8,288.2,406,401.8,148.2,167.2,329.6,221,346.6,338.2,265,187.2,351.4,392,384.6,178.55,401.6482069
2020-04-10,378.2,293,394,349.2,208.8,281.2,283,308.4,224.4,477.4,136.6,602.3,327.6,189.7,226.6,177.8,277.8,288.2,406,401.8,148.2,190.6,347.2,221,346.6,346.6,275.4,188.4,379.8,392,387.6,188.53,405.16
2020-04-11,379.6,293,399.8,356,208.8,281.2,283,309.2,224.4,477.4,136.6,605.7,327.6,190.7,229,177.8,277.8,288.4,406,401.8,148.2,203.2,347.2,221.2,347.4,350,299.8,188.4,380.8,392,409.8,188.63,409.04
2020-04-12,379.6,296,399.8,356.2,208.8,281.4,283,309.2,242.2,477.4,136.6,606.3,327.6,190.7,231,177.8,277.8,288.4,406,439.6,148.2,203.2,366.4,221.2,350,356.6,300.2,188.8,385.4,392.4,410.6,188.99,414.1257497
2020-04-13,380,312.6,399.8,378.6,219.8,281.4,283,309.2,248.4,477.4,136.6,606.3,327.6,190.7,231.8,177.8,277.8,295.4,406,439.6,150.2,203.8,375.8,224.8,369.2,359.8,300.2,207.4,391.8,392.4,410.8,192.01,417.2659813
2020-04-14,381,327.4,399.8,392.2,219.8,285.6,298.6,309.2,248.4,477.4,136.6,606.3,327.6,190.7,232.8,178.8,277.8,296.8,406,439.6,150.2,203.8,377,224.8,383.4,359.8,300.2,218.2,399.2,392.4,410.8,192.01,419.7387848
2020-04-15,381,382.2,399.8,392.6,226.6,285.6,300.6,309.2,248.4,477.4,136.6,606.3,327.6,191.5,233,232.2,277.8,298,441.6,439.6,154.4,229,377.6,224.8,393.4,373.6,300.2,219.4,403.4,392.4,410.8,219.94,437.3144887
2020-04-16,381,382.2,399.8,392.6,228.8,285.6,320.2,309.2,248.4,477.4,136.6,606.3,327.6,192.9,233.2,243.4,277.8,298,445.8,439.6,161,251.2,377.6,224.8,402.8,374.4,300.2,219.8,403.6,392.4,410.8,220.3,437.6129391
2020-04-17,381,382.2,399.8,392.6,229.4,285.6,329.6,309.2,248.4,477.4,152.8,606.3,327.6,212.3,233.8,247.2,277.8,298,454.8,439.6,186.4,266,406.4,224.8,403,381.2,300.2,225.8,403.6,392.6,410.8,224.9,438.0108501
2020-04-18,381,382.6,401.2,392.8,253,286.6,329.6,309.2,248.4,477.4,170.8,606.3,327.6,214.3,233.8,255.6,277.8,298,457.4,439.6,186.6,267.4,407.6,224.8,403,381.6,300.2,235.4,403.8,394.2,413,225.7,438.0693611
