Day of the year,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,P10,P90
2020-07-20,348.8,646.2,309.4,370.4,411.4,306,257.4,472.8,300.2,476.6,245.8,259,292.8,364.5,229.1,323.2,418.4,495.4,410.6,376.9,377.7,353.8,392.2,344.4,447.2,459.6,299.4,286.2,357.2,271.8,,259,471.48
2020-07-21,348.8,646.2,309.4,370.4,411.4,319.2,257.4,472.8,307,476.8,245.8,259,292.8,365.1,229.9,323.4,431.6,495.4,410.6,376.9,377.7,356.8,392.2,348.6,447.2,460,301.2,286.4,357.2,273,,259,471.52
2020-07-22,349,646.6,309.4,370.6,411.6,321.4,257.8,482.6,307.4,477.2,245.8,261.6,292.8,365.1,229.9,323.4,431.6,502.6,410.6,377.5,377.9,357.4,392.2,348.6,447.2,464.2,301.2,286.4,357.2,275.6,,261.6,475.9
2020-07-23,349.6,647,312.6,371.4,418.8,321.4,257.8,483.2,307.8,477.2,245.8,261.8,292.8,365.5,232.5,323.4,433.4,502.6,411,377.5,378.1,357.8,392.2,348.6,447.2,484.4,301.4,289.4,357.2,275.8,,261.8,482.6
2020-07-24,351.4,647.2,313.2,371.4,419,321.4,257.8,483.6,308,480,245.8,261.8,292.8,365.9,232.5,343,433.6,502.6,413.2,377.5,378.1,358.6,392.2,359.2,447.2,484.8,301.4,290.4,357.2,275.8,,261.8,483.24
2020-07-25,351.6,647.2,313.2,371.4,419,321.4,262.8,484.6,308,480.6,245.8,261.8,292.8,365.9,233.5,348.8,433.6,502.6,418.6,379.3,378.1,359,392.2,373.8,447.2,485.4,301.4,290.4,357.2,279.8,,262.8,484.2
2020-07-26,351.6,656.8,314.2,371.6,419,321.4,277.6,484.6,308,480.6,245.8,261.8,292.8,365.9,233.5,351.8,433.6,506.8,418.6,379.3,378.1,360.6,392.2,373.8,447.2,485.6,301.4,290.4,358,300.6,,277.6,484.2
2020-07-27,351.6,667.6,315.8,371.8,419.8,321.4,280.2,486,308,480.6,246,262,294.8,366.3,233.5,363.6,434.6,506.8,418.6,379.3,378.1,361.4,392.2,373.8,447.2,485.8,301.4,290.4,358,313.2,,280.2,485.28
2020-07-28,351.6,667.6,317.8,374,420,321.6,280.2,489.2,308.6,480.6,246,262.2,294.8,366.5,238.1,371,435.2,506.8,419.6,379.3,378.1,361.6,392.2,375.4,447.2,487,301.4,290.4,358,314.4,,280.2,486.36
2020-07-29,351.6,667.6,317.8,374,424.6,321.6,281.4,489.4,308.6,480.6,246,262.2,295,366.5,246.5,374.6,436.8,506.8,424.2,379.5,378.1,361.6,392.4,375.4,447.2,487.2,303,290.4,358,314.4,,281.4,486.54
2020-07-30,351.6,667.6,317.8,375.4,425,321.6,281.4,489.4,308.6,480.6,246,263.2,295,366.5,321.1,374.6,436.8,506.8,424.2,379.5,378.1,361.6,392.6,375.6,447.2,487.2,306,290.6,358,314.8,,290.6,486.54
2020-07-31,351.8,667.6,317.8,375.6,426.8,324.6,281.4,489.8,308.6,480.6,246,263.2,296.4,366.5,321.3,382,436.8,506.8,424.4,399.3,380.5,361.6,399,377.2,447.2,487.2,308.4,290.6,358.2,315.8,,290.6,486.54
2020-08-01,352.2,667.6,318.4,375.6,432.4,327,281.6,491.6,308.6,480.6,246.2,263.2,296.4,366.5,321.3,421.6,438,510,424.4,401.3,380.5,361.6,399.6,381,447.2,487.2,308.4,292.8,365.8,315.8,,292.8,486.54
2020-08-02,372.2,667.6,318.6,375.6,443.8,327,284.2,491.6,310.4,480.6,246.2,264,296.6,366.5,321.3,423.2,440,510.4,424.4,401.3,380.5,364.6,399.6,381,447.2,501,317.4,292.8,368.6,315.8,,292.8,490.5
2020-08-03,372.2,667.6,318.8,378.2,446.2,327,284.8,491.8,310.4,480.8,246.2,264,296.6,366.5,321.3,423.2,440,510.6,425,401.3,380.7,364.6,399.6,384.2,447.2,504.2,319.2,292.8,368.6,315.8,,292.8,490.7
2020-08-04,372.2,667.6,319.4,378.2,450.2,327,284.8,491.8,310.6,482.4,246.2,264.2,296.6,366.5,324.3,423.6,440,510.6,425.2,401.3,380.7,364.8,400,406.6,447.2,504.8,320,293.2,368.8,315.8,,293.2,490.86
2020-08-05,372.2,667.6,319.8,378.2,450.2,327.2,286.2,493,311,482.4,246.2,264.2,296.6,366.5,324.5,426.4,440.4,511.8,428.8,401.3,380.9,369.6,400,411.2,447.2,505.2,320.4,293.4,368.8,316.4,,293.4,491.94
2020-08-06,372.2,667.6,319.8,378.2,450.2,327.6,287,493,311,482.4,246.2,264.4,296.6,375.3,326.7,426.6,440.6,512,432.6,401.3,380.9,372.4,402.4,419.4,447.2,505.4,320.4,293.4,368.8,321,,293.4,491.94
2020-08-07,372.8,667.6,319.8,378.2,450.2,327.6,287.2,493,311,482.4,246.2,274.4,296.6,385.9,326.7,426.8,440.6,531.8,433.4,401.5,380.9,374.6,409.8,420.4,447.2,506.8,320.4,293.4,370.4,331.2,,293.4,491.9503907
2020-08-08,373,668.2,319.8,378.2,450.4,327.6,287.2,493,311,482.4,246.2,274.8,300.2,388.3,326.7,427.2,440.6,534.6,433.8,403.1,380.9,378,412.4,420.4,447.2,507,320.4,293.6,370.6,331.8,,293.6,492.0256915
2020-08-09,373,668.4,321,380.6,450.4,327.6,287.2,493,311,482.4,246.2,276.4,301,388.3,326.7,435.6,440.6,534.6,433.8,403.5,380.9,378,414.4,420.6,449,507.6,322.4,293.6,370.8,332,,293.6,492.1045705
2020-08-10,373.6,668.4,321,381,450.6,327.6,287.4,493,314.6,482.4,252.2,276.4,301,388.9,326.7,437.2,440.6,534.6,434.2,403.5,380.9,378,414.6,420.6,450.8,507.6,324.8,293.6,377.4,333.2,,293.6,492.1393726
2020-08-11,374,668.4,321,383.2,450.6,327.6,287.4,493,315,482.4,253.2,278.8,301.2,390.9,327.7,437.4,445.8,534.6,435.4,403.5,385.1,383,414.6,420.6,451,507.6,324.8,293.6,377.4,333.4,,293.6,492.2126961
2020-08-12,374,668.4,321,387.8,454,327.6,287.4,493.2,315,490.4,253.2,279.6,301.2,391.1,329.5,438.4,448.8,536,435.6,403.7,386.9,383.4,414.8,420.8,451,507.8,324.8,296.2,381.6,333.6,,296.2,492.92
2020-08-13,374,668.4,322.2,388,455,327.6,287.4,493.2,320.8,494.4,253.2,289.6,301.2,405.1,331.7,444.8,449,543.2,435.8,425.1,389.5,386.8,414.8,420.8,456.4,508,327.6,298.4,383,333.6,,298.4,494.28
2020-08-14,377.8,668.4,323.2,388.6,455,327.6,287.4,497,321.4,494.4,253.2,289.8,301.4,406.9,332.1,445,449,543.2,441.2,439.9,389.5,394,414.8,420.8,457.4,509.6,327.6,301.8,383,333.6,,301.4,496.74
2020-08-15,378,670.4,323.4,393.2,455,329.2,288.6,497,321.4,494.4,253.8,291,301.4,406.9,332.1,445,450.2,543.2,452,447.3,389.5,394,432.2,420.8,457.4,509.8,327.6,301.8,383,333.6,,301.4,496.74
2020-08-16,378.2,670.4,327.2,395.6,455,329.2,294.6,497,321.4,494.4,257,292.8,301.4,407.1,332.1,445.8,450.4,543.2,461.6,450.5,394.3,394,432.2,420.8,457.4,511.4,330.2,301.8,383,333.6,,301.4,496.777102
2020-08-17,378.4,674.2,330.6,398.8,455,330.4,296.2,497,321.4,499,257.2,296,301.4,407.1,333.3,447.6,450.6,543.8,467.2,450.7,394.7,394.2,432.4,420.8,457.4,512.6,331,301.8,388.6,333.6,,301.4,498.8
2020-08-18,379.4,674.2,334.6,398.8,455,330.8,296.2,519.6,321.4,507.6,257.2,298,301.4,407.1,333.3,451.8,450.6,545,467.8,450.7,394.7,394.2,433.2,421,457.4,512.6,331,301.8,388.6,337,,301.4,512.1
2020-08-19,379.6,674.2,335.4,399,456.2,332.6,296.2,575.6,321.4,507.6,267,298.2,301.4,407.1,333.3,457.6,450.8,545,467.8,450.7,394.7,394.2,433.4,421,462.8,512.8,331,301.8,391.2,339.4,,301.4,512.28
2020-08-20,379.8,674.2,335.4,399,458.2,336.2,296.6,580.4,321.4,507.6,270.4,298.2,301.4,407.7,333.3,457.6,451,545,468,450.9,394.7,395.4,433.4,421,470.2,512.8,332.4,302.2,391.8,339.4,,301.4,512.28
2020-08-21,379.8,674.2,335.4,399,462.4,336.2,302,580.8,321.4,507.6,272,298.2,301.4,409.1,334.7,457.6,451,545.2,468,451.1,394.7,396.6,433.4,421,470.2,512.8,336.8,302.2,391.8,339.4,,302,512.28
2020-08-22,379.8,674.2,335.4,402.2,462.6,336.2,306.4,582,324.2,507.6,272,298.2,301.4,413.3,334.7,457.6,451,545.2,468,454.7,394.7,396.6,433.6,421,470.2,513,337,302.2,391.8,339.4,,302.2,512.46
2020-08-23,379.8,674.2,335.6,402.2,462.6,336.2,306.4,582.6,324.2,507.6,272.2,301.8,301.6,413.3,334.7,459.2,451,545.2,468,454.7,394.7,396.6,433.6,421.6,470.4,513.6,337.4,302.2,391.8,339.8,,302.2,513
2020-08-24,379.8,674.2,338.4,402.2,462.8,336.2,308.8,582.6,328.2,509.6,272.2,304.2,302.1,413.3,334.7,459.2,451,545.2,469,454.7,394.9,396.6,449.6,421.6,470.4,515.6,337.4,303.4,391.8,339.8,,304.2,515
2020-08-25,379.8,676,338.4,402.2,462.8,336.2,309,582.6,333,517,272.2,306.4,302.1,413.3,334.7,460.2,453.4,545.2,469.2,454.9,395.5,396.6,449.6,421.6,470.4,515.6,338.6,304.8,391.8,339.8,,306.4,516.86
2020-08-26,390.8,676,338.6,403,462.8,336.4,309,583.2,334,523,272.8,306.4,305.9,415.7,334.7,460.4,453.4,545.2,469.2,454.9,395.5,396.6,449.6,421.6,470.4,515.8,340.2,305.6,392.4,340,,306.4,522.28
2020-08-27,392.8,676,339.4,403,465.6,336.4,310,588.8,334,523,279,310.8,305.9,415.7,334.7,460.4,453.6,545.2,469.2,454.9,395.5,396.6,449.8,430.2,470.4,515.8,340.2,306.8,392.4,341.2,,310,522.28
2020-08-28,393,676,340,403.2,465.6,336.4,310.4,589.4,335.8,523,279.4,314.8,306.1,415.7,335.5,460.4,455,545.2,469.2,454.9,395.9,396.6,452,430.2,470.4,515.8,340.2,307.8,392.4,341.2,,310.4,522.28
2020-08-29,393.2,676,341,410.8,465.6,342.8,310.4,594.4,335.8,523,279.4,317,306.1,415.7,337.7,461,455,564.2,469.2,454.9,396.1,396.6,453.8,430.2,470.4,517.6,343,309.6,393.6,341.6,,310.4,522.46
2020-08-30,393.2,678.6,341.2,413,465.6,342.8,312.8,595.4,336.2,523.4,279.4,317.2,306.1,415.7,342.5,461,455,567.8,469.4,454.9,396.1,396.8,454.2,430.2,471.4,517.8,343,309.6,393.6,341.6,,312.8,522.84
2020-08-31,393.2,679.2,342.6,413,465.6,342.8,312.8,596,336.2,523.4,279.4,317.2,306.1,415.7,342.5,461,455,567.8,472,454.9,396.1,396.8,454.4,430.2,474.4,518,343,309.6,393.6,341.6,,312.8,522.86
2020-09-01,393.2,680.2,346.4,413,467.4,342.8,313,596.2,336.2,524.2,283.4,317.4,307.9,415.7,342.5,461,455.6,567.8,472.2,454.9,396.1,396.8,457.6,430.2,477.4,518,343,318.2,393.8,342.2,,317.4,523.58
2020-09-02,393.2,680.2,346.4,413,470,345,313,596.2,336.2,524.2,283.4,318.2,307.9,415.7,342.5,461,462,568.4,472.6,454.9,396.3,396.8,460.4,430.2,478,522.2,343,319.2,393.8,342.4,,318.2,524
2020-09-03,397.2,680.2,346.4,413,470,349.6,313,596.2,336.2,524.2,284.6,331.2,307.9,415.7,352.5,461,462.2,569.8,472.6,456.1,400.9,396.8,462,436.4,478.2,522.2,343,319.2,393.8,344.4,,319.2,524
2020-09-04,401.2,680.2,346.4,413.6,471,352.4,313,596.2,336.2,524.2,287,331.2,309.9,415.7,356.9,466.2,462.2,569.8,472.6,459.5,407.7,396.8,462.2,436.4,478.2,522.6,346.8,319.2,393.8,345.6,,319.2,524.04
2020-09-05,401.8,680.2,346.4,413.6,471.4,357.8,313,596.2,336.6,524.8,287,332.2,311.1,415.7,356.9,467.2,462.2,573,472.6,461.1,407.7,396.8,463.8,443.6,478.2,522.6,347.4,319.6,393.8,348.6,,319.6,524.58
2020-09-06,402,680.8,373.2,413.8,471.4,357.8,330.6,596.2,336.6,524.8,287.6,332.4,311.1,415.7,356.9,467.2,462.2,586.6,472.6,461.1,407.7,396.8,465.2,443.8,479.2,522.6,349,319.6,393.8,348.6,,330.6,524.58
2020-09-07,402,682.6,373.6,414.8,471.4,358.2,351.6,596.8,338.6,525,287.6,332.4,311.1,417.5,356.9,467.2,462.2,586.6,472.6,463.9,412.9,397.2,465.4,447.2,479.4,522.6,350.2,319.6,396.2,349,,332.4,524.76
2020-09-08,402,690.2,374.8,414.8,471.4,361.2,354.2,596.8,339.2,526,292,332.4,311.1,419.1,357.5,467.4,462.2,586.6,473,463.9,414.1,397.2,465.4,455.8,480.2,522.6,351.4,319.6,398,349,,332.4,525.7089585
2020-09-09,402,690.6,374.8,415,471.4,361.2,354.2,614.2,340,526,299.2,332.4,311.1,419.5,357.5,468.2,462.2,586.6,473,463.9,414.1,397.2,465.4,456.6,482.4,522.6,351.4,319.6,409.4,349,,332.4,525.9273491
2020-09-10,402,691,374.8,415.8,483,361.4,354.4,646.2,340,526,299.2,332.4,311.1,419.9,357.5,486.4,462.2,586.6,473,463.9,423.1,397.2,467.2,456.8,491.2,522.6,352.4,322.8,410.2,349.6,,332.4,530.6766862
2020-09-11,402,691.4,374.8,415.8,490.6,361.4,354.6,648.8,340,526,299.2,332.4,311.1,419.9,357.5,486.4,462.2,589.2,476.2,470.1,424.9,397.2,468.8,457,492.6,522.6,352.6,327.2,410.2,349.6,,332.4,532.141045
2020-09-12,402,691.4,374.8,415.8,490.8,361.4,354.6,649,340,526.4,299.2,332.4,311.1,420.5,357.5,486.6,463.6,589.2,478.2,476.3,424.9,403,468.8,457,492.8,522.6,353.8,327.2,426.6,352.8,,332.4,533.2303379
2020-09-13,402.2,691.4,374.8,415.8,491.4,361.4,355.4,649,340,529.8,299.2,332.4,311.1,420.5,357.5,486.6,463.6,594.8,480,476.3,426.1,403.6,468.8,457.2,494,522.6,355.6,327.2,429.6,357.2,,332.4,534.5742438
2020-09-14,402.4,691.4,374.8,415.8,492,361.4,355.4,649,340,529.8,299.2,332.6,311.1,420.5,357.5,486.6,463.6,596.2,480.2,476.5,426.7,404.4,468.8,457.2,494.2,522.6,355.6,333,429.6,357.2,,333,534.755826
2020-09-15,404.4,691.4,376.8,415.8,492,362.6,355.4,649,340,529.8,299.2,333,311.5,420.5,357.5,486.6,463.6,596.2,483,476.7,426.7,411.2,468.8,457.2,494.2,522.6,355.6,333,429.6,357.8,,333,535.0627366
2020-09-16,404.4,691.4,377,415.8,495.6,365,355.4,649,340,529.8,299.2,334,313.5,421.3,357.5,486.6,463.6,596.2,484.6,477.3,426.7,418.4,468.8,459.6,494.2,527,357.4,337.6,431.2,357.8,,337.6,535.9122306
2020-09-17,404.8,694.4,377,415.8,495.6,365,355.4,649,344.2,529.8,299.2,334,316.7,423.1,357.5,486.6,463.6,596.4,484.8,478.3,426.7,418.8,468.8,459.6,503.2,544.8,357.8,337.6,431.2,357.8,,337.6,544.2013583
2020-09-18,405.8,701.6,377,415.8,495.6,365,355.4,649,344.2,529.8,299.8,334.6,321.9,423.1,357.5,486.6,463.6,599.8,484.8,479.3,426.7,419,473.4,459.8,520.6,544.8,357.8,342,431.2,357.8,,342,544.4482478
2020-09-19,405.8,704.6,377,415.8,495.8,365,355.6,649,344.2,534,299.8,337.1,325.1,424.7,357.5,487,463.6,599.8,486.6,479.3,431.5,422.4,475.8,459.8,520.6,544.8,357.8,342,431.4,359,,342,544.5631377
2020-09-20,405.8,721,377,415.8,495.8,367,359.8,649,347,541.8,300.8,338.6,325.1,424.7,357.5,487,463.6,606.8,486.6,482.1,432.3,424.8,475.8,459.8,520.6,544.8,357.8,342,431.6,365.6,,342,545.8858307
2020-09-21,405.8,721.6,377,415.8,499.2,367,359.8,649.2,348.6,542.6,300.8,338.6,327.5,424.7,357.5,487,464.6,610.8,486.6,482.9,432.5,432.6,475.8,459.8,520.6,544.8,357.8,342,436.2,365.6,,342,546.9063644
2020-09-22,406,723,380.8,415.8,500,367,359.8,649.2,348.8,543.2,301.8,341.4,327.9,424.7,375.7,487,467.4,619.8,488,482.9,432.5,433,475.8,459.8,520.6,544.8,357.8,342,436.2,365.8,,342,548.1997368
2020-09-23,416.8,724,380.8,415.8,501.2,367,359.8,649.2,350.2,543.2,301.8,341.4,327.9,427.5,377.1,487,469.2,621,488,482.9,434.1,433,475.8,459.8,520.6,551,357.8,342.2,436.2,366,,342.2,550.8531122
2020-09-24,442.6,725.4,408.2,415.8,501.2,367.4,359.8,649.8,350.4,545.4,301.8,346.2,329.1,427.5,377.1,488,474,621.4,490,482.9,434.1,433,475.8,459.8,520.6,554.4,357.8,342.2,436.2,366.4,,346.2,554.0560499
2020-09-25,443.4,725.4,412.8,415.8,501.4,369.8,359.8,652,350.4,546.6,304.4,349,329.1,433.5,378.7,488,474.2,622.4,493,482.9,434.1,434.8,476.4,459.8,520.6,557.6,362.2,343.2,437.8,366.4,,349,557.0533173
2020-09-26,449.2,725.4,414.8,416.4,501.4,375.6,361,654,350.4,546.6,304.4,349,329.1,433.5,378.7,488,474.2,622.6,493,482.9,437.7,434.8,476.8,459.8,520.6,557.8,366.8,344.4,439.4,366.6,,349,557.2857346
2020-09-27,451.4,725.4,431,421,501.4,375.6,361.4,654,353,547.6,304.4,349.2,330.9,433.5,378.7,492.8,475,622.6,493,487.5,437.9,434.8,476.8,459.8,520.6,557.8,366.8,344.8,439.4,366.6,,349.2,557.387739
2020-09-28,451.4,728,445.8,421.8,502,375.6,361.4,654,353,552.8,315.4,351.6,330.9,433.5,378.7,496.8,491.6,622.6,493,487.9,441.3,434.8,476.8,459.8,520.6,557.8,366.8,345.8,439.4,366.6,,351.6,557.5912615
2020-09-29,451.4,728.4,446.2,425.2,502.2,375.6,361.4,654.6,353,553.4,317.6,351.6,330.9,433.5,378.7,497,492.4,622.6,493,487.9,441.5,434.8,476.8,459.8,522.4,563.8,371.4,347.4,443.2,371.8,,351.6,563.086459
2020-09-30,451.4,728.6,446.2,427.2,502.2,375.6,364,654.6,353,553.4,323,357.4,330.9,433.5,379.5,502,492.6,625.4,493,487.9,441.5,434.8,476.8,459.8,522.4,564,376.6,347.6,443.2,372,,353,563.3215876
2020-10-01,451.4,729.8,446.2,427.2,502.2,376.2,364.2,659.6,353,553.8,323.4,364,332.1,433.5,381.5,504,492.6,625.6,493,487.9,441.5,434.8,477.2,459.8,523.2,566.4,377,347.6,443.2,372,,353,565.5886042
2020-10-02,451.4,729.8,446.2,427.2,502.2,377.4,364.2,659.6,353,561.4,323.8,365.2,332.1,433.5,407.9,504.6,494.8,625.6,493,487.9,445.1,438,477.8,459.8,523.4,566.8,380,347.6,443.2,372,,353,566.26
2020-10-03,451.4,729.8,448.2,443.6,502.2,378,364.2,671.2,353,569.8,328.6,365.4,332.1,433.5,407.9,504.6,501.2,625.6,493,487.9,445.1,444,477.8,459.8,523.6,566.8,380,347.6,443.2,372.4,,353,569.5
2020-10-04,451.4,729.8,459.6,450,502.2,382.8,365.8,671.4,353,570.8,330.2,365.4,337.7,433.5,407.9,505.8,501.2,625.6,493,487.9,449.1,445.4,480.6,459.8,523.6,574.2,380.8,348.2,443.2,375.6,,353,573.86
2020-10-05,451.4,729.8,459.6,450.2,502.2,387.4,366,673.4,353,571,331.6,370.8,339.1,433.5,410.3,506.8,501.2,625.6,493,487.9,449.1,447.2,480.6,464.8,523.6,574.2,380.8,349.4,443.2,378.6,,353,573.88
2020-10-06,451.4,729.8,459.6,450.2,503.4,387.4,366,684.2,359.8,571,331.6,373.8,341.5,433.5,411.3,506.8,501.2,625.6,493,487.9,450.7,447.2,480.6,469.8,523.6,574.2,380.8,352.6,443.4,384.8,,359.8,573.88
2020-10-07,462,729.8,464,452,506.8,388.4,366,691.8,360.4,571,331.6,373.8,343.5,433.9,411.7,506.8,503.2,625.6,493.4,487.9,450.7,447.2,485.2,471.6,523.6,575.6,380.8,352.6,443.4,385,,360.4,575.14
2020-10-08,462,729.8,474,456,506.8,396.4,366,691.8,361.2,571,331.6,373.8,344.3,438.7,411.7,515,508.8,633,493.4,487.9,452.9,448.8,485.6,473.8,523.6,575.8,381.2,357,445.6,385,,361.2,575.32
2020-10-09,462,729.8,476.2,457.2,509.8,398,366,697.6,370.4,571,340.2,373.8,344.7,439.9,411.7,515.8,511.2,634.4,493.4,487.9,452.9,448.8,485.6,473.8,523.6,575.8,387.2,357,459.2,385,,366,575.3306806
2020-10-10,463.6,729.8,476.4,457.2,509.8,398,366,697.8,372.8,571,341.2,376.2,344.9,443.5,414.5,515.8,511.2,641.6,493.8,487.9,454.3,452.6,485.6,473.8,524.8,582.2,402.6,357,459.2,385,,366,581.2501817
2020-10-11,465.4,729.8,482.8,463.6,509.8,398,366,697.8,374.2,571.6,341.2,376.6,344.9,443.5,420.9,515.8,511.2,641.6,493.8,487.9,463.3,460.8,485.6,473.8,525.8,585,425.2,357,488.8,386,,366,584.0286058
2020-10-12,465.4,731,484,464.6,512.8,398.4,367.6,722.8,374.2,573,341.2,376.6,348.3,443.5,420.9,515.8,511.2,641.6,495.6,487.9,469.1,460.8,501.2,487.2,525.8,586,427,357,498.6,386,,367.6,585.4473153
2020-10-13,466.6,731.6,484,494.6,512.8,398.4,368.4,723.2,374.2,574.6,342.6,377.2,348.3,443.7,425.1,515.8,511.2,641.6,497.2,487.9,469.1,460.8,501.2,489,526.6,587,427,357,500.4,386,,368.4,586.5084402
2020-10-14,467.6,732.6,485.4,504.2,514,405.8,371.4,723.2,374.4,574.6,342.6,377.6,348.3,443.7,429.1,515.8,515,641.6,499.8,487.9,471.9,461,501.2,495,530.2,587,427,357.2,500.4,386,,371.4,586.6566876
2020-10-15,468.4,733.2,486.4,504.4,514,409.4,371.4,723.2,383,574.6,342.6,377.6,348.5,446.5,430.7,516,515.2,641.6,500,487.9,472.9,461,501.2,495,531.2,587,427,360.6,500.4,386,,371.4,586.6843946
2020-10-16,468.4,733.2,487.6,505.2,514,409.4,371.6,732.4,383.2,574.8,342.6,377.6,348.5,447.5,436.9,516,515.2,641.6,500,487.9,472.9,461,523.8,495,532.4,587,427,360.6,500.4,393.8,,371.6,586.9238441
2020-10-17,468.4,733.2,487.6,505.2,520.8,409.4,371.6,732.6,383.8,579.6,342.6,385,348.5,447.5,445.5,516,519.2,645,522.4,487.9,473.5,471.8,525.4,495,532.6,588,427,366.6,501.2,399.6,,371.6,588.8401005
2020-10-18,469,735.8,490,505.4,530.8,410.4,371.6,733,383.8,580.6,342.6,385,348.5,447.5,445.5,518.6,519.2,647,574.6,487.9,479.3,471.8,528,495,532.6,588,430.4,366.6,504.8,400,,371.6,593.0227486
2020-10-19,473.4,736.4,490,505.4,533.4,419,373.6,733,399.6,580.8,342.6,385,351.9,447.5,445.5,518.8,519.6,649.4,574.6,487.9,479.3,471.8,530.2,495,532.6,588,433,370.4,505.2,400.2,,373.6,593.5192959
2020-10-20,474.2,738.8,500.6,505.4,538.4,423,373.6,733,401.8,580.8,342.6,385,352.9,447.5,448.3,519.2,520.6,652.8,577.4,487.9,479.3,473.8,530.2,502.8,532.6,588.2,433,376,505.2,401,,376,595.1852129
2020-10-21,474.2,739,500.6,511.4,538.4,429.4,374.2,733,401.8,580.8,342.6,385,353.3,449.3,450.9,519.4,521.4,654,577.8,487.9,484.9,473.8,539.4,506,534.2,588.2,433.2,376,505.2,401,,376,596.4249542
2020-10-22,474.2,739,500.6,538.2,538.4,429.8,375.4,733,401.8,580.8,342.6,385,353.3,449.3,453.9,519.4,522,654,577.8,487.9,484.9,473.8,539.4,506,535.6,588.2,437.6,376,505.2,401.2,,376,597.6735081
2020-10-23,474.8,739,501.6,540,538.4,432,387.4,733,408.2,585,356.8,385,353.3,454.9,454.9,519.4,522,654,577.8,487.9,495.5,477.4,540.2,506,537.8,590.6,439,376,505.2,406.6,,385,598.7617301
2020-10-24,474.8,739,501.6,540.6,538.4,432,387.4,737,408.4,585,360,385,353.3,457.3,464.1,519.4,522,654,579.4,487.9,495.5,479.2,540.2,506,538.6,598.6,446.8,376.2,505.4,410.8,,385,600.931874
2020-10-25,474.8,739,501.6,540.6,538.4,432,387.4,739.4,409.8,585,360,385.4,353.3,457.3,464.1,519.6,522.2,654,590.4,487.9,495.5,480.2,540.2,507.8,541,605.6,446.8,376.2,505.4,411,,385.4,605.3294726
2020-10-26,474.8,739,501.6,540.6,538.4,436.8,388,739.8,411.4,595.4,360,385.4,353.3,457.3,464.3,528.2,527.2,654,590.4,487.9,499.5,484.8,545.8,519.6,541,605.6,446.8,391.8,508,413,,388,605.5571576
2020-10-27,474.8,739,504.2,540.6,538.4,438.4,394.8,739.8,411.4,603.4,361.2,385.8,353.3,457.3,464.3,528.2,527.2,654.6,590.4,487.9,499.9,485,545.8,520,541,615.6,456.6,392.6,510,428,,392.6,614.7217641
2020-10-28,474.8,739,508.4,544.6,550.4,439.6,394.8,739.8,417.2,604.2,364.6,385.8,354.5,457.3,464.3,528.2,530.6,659.2,590.4,487.9,499.9,485,547.6,521.2,541,620.6,474.8,392.6,510,428.6,,392.6,619.4497102
2020-10-29,474.8,739.8,508.4,547.6,550.4,444,399.2,739.8,418,604.2,364.8,392,354.7,468.3,464.3,530,531,659.2,591,487.9,502.7,495,550,546.8,541,632,476.2,392.6,510,436.2,,392.6,630.0093229
2020-10-30,478.8,739.8,529.4,556,550.4,444,399.6,739.8,431.4,604.2,371.8,405.8,354.7,470.3,465.1,532.2,531.2,659.2,591,487.9,502.7,497.6,550,554.8,541,634.2,478.2,392.6,510,436.8,,399.6,632.166239
2020-10-31,486.6,739.8,533.6,557,559.6,444,399.6,739.8,435.8,604.2,378.2,406,354.7,470.3,465.1,532.2,532.2,659.2,591,487.9,504.9,499,550,555.2,541,636.2,481,392.6,510,437,,399.6,634.0612487
2020-11-01,487,739.8,533.6,568.8,559.8,444,403.8,739.8,438.8,606.2,378.2,406,354.7,470.3,465.1,532.2,535,659.2,595.6,487.9,504.9,499,550,555.2,541,636.2,481,392.6,510.4,437,,403.8,634.1751098
2020-11-02,487,740.8,533.6,569.2,560,444,403.8,740.4,439,607.4,378.4,406,354.7,470.3,465.1,532.6,535,659.2,599.2,487.9,504.9,506,550,557.8,541,637.6,481,392.6,510.6,441.6,,403.8,635.5354704
2020-11-03,487,740.8,533.8,576.4,561,444,403.8,741.6,444.6,607.4,379.4,406,356.3,470.3,465.9,532.6,535,660.4,599.4,487.9,504.9,507.8,553.2,557.8,541,639,481,392.6,510.6,442.8,,403.8,636.8961772
2020-11-04,487,740.8,541,576.4,563.4,444.2,404,741.6,444.6,607.4,379.6,406,360.1,470.3,468.3,532.6,535.6,666,603.8,487.9,504.9,511.6,553.2,558.4,541,640.2,481,392.6,510.6,442.8,,404,638.1140666
2020-11-05,487.8,740.8,543.2,576.4,563.4,444.2,404.6,741.6,444.6,613.8,379.6,406,360.1,471.7,470.9,537.2,536.4,668.4,603.8,487.9,504.9,511.8,553.2,559.6,546.6,640.2,492,392.6,510.6,443,,404.6,638.26817
2020-11-06,487.8,740.8,543.2,581,563.4,444.2,406.4,741.6,444.6,618.6,382,406,360.1,471.7,470.9,544.2,536.4,668.4,604.6,487.9,504.9,511.8,553.2,559.6,546.6,640.2,492,424.6,510.6,443,,406.4,638.3305481
