Day of the year,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,P10,P90
2020-04-30,241.4,0,350.4,255.2,329.4,131.4,247.6,292,52,280,135.6,539.1,295.2,254.4,193.4,260.4,276.2,151,279.4,295.5,265.3,295.9,222.8,141.6,442.4,400,276.8,163,167.4,387.6,460.7,136.2,397.52
2020-05-01,242.4,0,350.4,255.2,329.4,133,247.6,301,68.4,285,135.6,541.5,295.2,256.2,193.4,261.4,276.2,151.4,279.4,295.5,273.9,296.7,222.8,153,442.4,400,276.8,163.1,184.3,388.1,460.7,137.18,397.62
2020-05-02,245.4,0,350.4,259,329.4,133,247.6,301,85.6,285,135.6,541.5,297.4,256.2,193.4,262,276.4,151.4,287.4,295.5,273.9,296.7,222.8,153,442.4,400.2,276.8,163.1,184.3,391.9,460.7,137.18,398.54
2020-05-03,245.4,0,350.4,261.2,329.4,133,247.8,301,85.6,285,135.6,541.7,297.4,256.2,211,286.6,276.4,151.4,287.4,299.9,273.9,296.7,222.8,157.8,443.2,400.8,282.7,163.1,184.3,392,460.7,137.18,399.04
2020-05-04,245.4,4.6,350.4,261.2,331.8,133,247.8,302.8,85.6,285,137.4,541.7,298.6,261.2,211.6,306.6,276.4,176.8,287.4,308.5,273.9,310.9,227.8,157.8,443.2,400.8,282.7,163.1,184.3,392,460.7,139.44,399.04
2020-05-05,245.4,11.6,355.6,267.4,343.2,135.4,252,302.8,86,285,137.6,541.7,298.8,271,211.6,306.6,276.4,176.8,287.4,308.5,273.9,323.1,227.8,157.8,443.6,405.6,282.7,163.1,184.4,394.9,460.7,139.62,403.46
2020-05-06,245.4,21,356.8,273.8,343.2,135.4,256.4,302.8,86,290.8,138,542.3,298.8,271,211.8,341.2,276.4,185.4,287.4,308.5,273.9,323.5,230.2,158,446.2,410.6,282.7,163.1,185.4,394.9,460.7,140,407.46
2020-05-07,245.4,21.6,356.8,275.6,393.6,135.4,257.8,302.8,86,291,139.2,542.3,298.8,271,223.4,343,283,205.2,287.4,312.5,274.7,323.5,230.6,165.8,446.2,415.8,282.7,163.1,187.1,394.9,460.7,141.59,411.62
2020-05-08,245.4,46.8,359.8,275.6,397.6,135.4,261.8,302.8,86,292.2,139.2,545.1,298.8,271.2,228.2,352.8,283,205.2,287.4,312.5,275.5,323.5,239.2,169.8,446.2,421.6,282.7,163.1,188.7,395.6,460.7,141.59,416.8
2020-05-09,245.4,47,361,279.4,406.2,142.4,266.6,302.8,86,292.4,139.4,553.7,298.8,292.2,228.4,352.8,283,211,287.4,312.5,275.5,323.9,242.4,182.2,449.8,421.8,282.7,163.1,189.2,402,460.7,144.47,418.68
2020-05-10,245.4,47,361,279.8,406.2,142.4,267.2,302.8,86.2,292.4,149.4,555.9,299.4,300.4,228.4,352.8,283,223.2,287.4,312.5,278.3,324.1,242.4,191.4,449.8,423.2,282.7,164.5,189.2,420.1,460.7,150.91,422.58
2020-05-11,245.4,48.4,366,279.8,406.2,142.6,267.2,302.8,86.2,310,153,555.9,299.4,302,228.4,368,283,224,287.4,319.9,293.1,331.5,245,199.6,460.2,430.8,282.7,164.8,236.4,441.1,460.7,154.18,439.04
2020-05-12,245.4,55.8,366,298.6,406.2,142.6,267.2,302.8,89.8,313,153,556.1,323.2,302.8,228.4,378.6,283,224.4,287.4,339.9,293.1,331.5,248.2,212.8,470.4,430.8,282.7,164.8,241.3,451.2,460.7,154.18,447.12
2020-05-13,245.4,55.8,366,300.2,409.4,146.2,267.2,302.8,92.2,313,154,556.1,323.2,302.8,228.4,383.8,283,224.4,287.4,349.7,293.7,331.5,256.2,213,471,430.8,305.6,164.8,241.3,452.1,460.7,155.08,447.84
2020-05-14,245.4,55.8,366.4,300.4,412.8,146.4,267.2,312.8,95.4,313,163.6,572.5,324.2,303.6,238.6,383.8,283,224.4,287.6,349.7,317.1,336.3,256.6,213.2,471,431.2,319.5,164.8,241.3,475.3,460.7,163.72,454.8
2020-05-15,245.4,55.8,367,302.4,414.4,149.6,268,312.8,95.6,313.8,185.2,572.5,324.2,303.6,238.8,388.4,283,224.8,305.4,353.7,317.3,338.7,256.6,213.2,471,431.2,337,164.8,254.2,475.3,460.7,166.84,454.8
2020-05-16,245.4,55.8,367,302.4,421,164.2,268,312.8,98.8,314.4,190.2,572.5,324.2,303.6,241.8,403,283,251.6,305.4,368.9,320.3,338.7,256.6,244.8,485.4,431.4,337.1,164.8,256.2,475.3,,164.8,430.36
2020-05-17,245.4,78,367.8,302.4,425.2,177.4,268.4,312.8,111.6,322,192,572.5,324.4,317.4,242.6,403,283.2,251.8,331.6,368.9,320.3,339.8,258.4,268,496.2,432.6,337.4,165,257.7,475.3,,177.4,431.86
2020-05-18,245.4,78,367.8,302.4,425.2,180.2,270.2,312.8,113,334.2,198.8,583.3,324.4,318.4,242.6,414.8,285.2,252,347.2,377.5,320.3,341,258.4,268,501.2,432.6,337.4,165,257.7,475.3,,180.2,431.86
2020-05-19,245.4,78,367.8,314,425.2,180.4,273.8,312.8,115.6,337,198.8,591.3,324.4,318.4,264.8,419,293.2,253.8,366.6,381.7,320.9,341,260,268,501.6,432.6,337.4,165,265.6,476.4,,180.4,432.2214536
2020-05-20,245.4,78,367.8,314.2,425.2,181,285,313.2,115.6,342,198.8,594.9,324.4,318.4,265.6,419,293.2,254.6,379.8,388.1,324.3,341,260,268,504.4,435.8,358.6,165,280.7,485,,181,435.5568384
2020-05-21,245.4,78,367.8,314.2,436.2,184.6,285,314.4,118.8,346.6,198.8,621.7,324.6,318.4,265.6,422.6,303.4,258.4,389.2,389.1,324.7,341,261,268,504.8,435.8,358.8,165,282.4,514.7,,184.6,440.9037566
2020-05-22,245.4,78,367.8,314.2,454.6,187.6,286,325.2,119.2,346.6,198.8,629.5,324.6,318.6,269.4,423.2,303.4,258.8,390.8,389.1,324.7,341.8,273.2,268,512.8,436,358.8,165,282.4,540.4,,187.6,453.905056
2020-05-23,245.4,78,367.8,315.4,458,189,298.8,334.2,119.2,346.6,204.8,629.5,324.6,318.6,272,423.2,303.4,258.8,390.8,395.1,324.7,342.4,273.4,268,512.8,472,360.2,170.2,282.7,547.2,,189,470.6
2020-05-24,245.4,78,372.6,337.2,460.4,189,305.4,334.4,120.2,346.6,227.4,629.5,324.6,324.8,272,423.2,303.4,258.8,390.8,407.5,325.9,350.8,273.4,268,513.6,473.6,370.4,176.6,282.7,547.3,,189,472.28
2020-05-25,245.4,78,372.6,340.8,462.4,189,305.4,341.4,122,346.6,233.4,631.3,325.2,324.8,272,423.2,303.4,258.8,390.8,408.1,326.7,352.2,273.4,268,513.6,473.6,370.8,176.7,282.7,550,,189,472.48
2020-05-26,245.4,80.2,378.4,340.8,462.8,189,305.4,342.2,134.4,346.6,237.8,633.5,327.4,324.8,272,423.2,303.8,261,390.8,408.7,326.7,352.6,273.4,270.4,513.6,474,371.4,176.7,282.7,550,,189,472.88
2020-05-27,245.4,80.2,383.6,340.8,463,210.4,305.4,342.2,143.8,363,238,633.7,328,325.6,272,424.2,303.8,261,390.8,408.7,326.7,352.6,273.6,270.4,513.6,474,371.4,185.4,282.7,557.5,,210.4,472.9
2020-05-28,245.4,80.2,387.2,340.8,463,212.6,305.6,342.2,144.2,365.8,238,633.7,328,375.8,272,441.2,331.8,261.6,390.8,408.7,326.7,353.2,274.6,270.4,513.6,474,372.9,185.4,282.7,575.3,,212.6,472.9980875
2020-05-29,245.4,80.2,387.4,340.8,465.2,217,305.6,346,144.4,365.8,238,633.7,332.8,405.8,272,445.4,335.2,261.8,390.8,408.9,326.7,353.4,274.6,270.4,513.6,474,380.2,190.5,283.3,580.5,,217,473.3046072
2020-05-30,245.4,80.2,387.4,341.4,468.4,222,305.6,362.6,144.4,370,248,636.9,332.8,405.8,272,463.8,335.2,261.8,390.8,408.9,326.7,353.6,274.6,277.2,523.6,474,380.2,190.5,298.2,580.9,,222,473.6934361
2020-05-31,245.4,80.2,396,341.4,468.4,222,305.6,364.4,144.4,370.8,258.6,645.7,332.8,405.8,272,464,335.2,284,390.8,414.9,336.1,353.6,274.6,277.4,527.4,474,380.2,190.6,299.4,581.4,,222,473.9821477
2020-06-01,245.4,80.2,396,341.4,468.4,227.8,305.6,366,144.4,370.8,258.6,652.7,332.8,405.8,272,464.2,335.2,302.6,390.8,416.5,338.7,353.6,282,277.4,528,480,380.2,190.6,300.3,581.4,,227.8,479.580113
2020-06-02,245.4,80.2,396,345.6,468.4,227.8,307,366.2,144.6,370.8,258.6,656.3,332.8,405.8,272,464.4,385.4,316.8,391.8,416.5,339.7,353.6,282.8,277.4,544.2,486.6,380.2,190.6,300.3,581.4,,227.8,485.989304
2020-06-03,245.4,81.8,396,345.6,468.4,228,307.6,366.2,144.6,370.8,260.8,656.3,332.8,405.8,272,464.4,387.8,317.2,391.8,416.5,339.7,353.6,283,277.4,560.2,491.4,380.2,190.6,300.3,581.4,,228,490.4957877
2020-06-04,245.4,81.8,397.2,345.6,468.4,228,307.6,366.8,144.6,371.8,268.4,656.3,332.8,405.8,272,464.4,387.8,317.2,394,416.5,339.7,353.6,291.6,277.4,560.4,491.4,380.2,190.7,300.3,581.4,,228,490.5368488
2020-06-05,245.4,94.2,405,345.6,475,228,307.6,366.8,144.6,372,268.4,663.9,332.8,405.8,272,464.4,387.8,331.6,394,416.5,339.7,353.6,299.8,277.4,560.4,515.2,380.2,214.8,300.3,581.7,,228,512.2798047
2020-06-06,245.4,94.2,405,347.8,475.6,247.8,307.6,376.4,144.6,372.2,284.4,663.9,332.8,405.8,272,464.4,387.8,334.2,394,418.1,339.7,353.6,299.8,277.8,560.6,524.4,380.3,217.5,300.3,582.7,,247.8,520.7164914
2020-06-07,245.4,94.2,405,348,475.8,247.8,307.6,377,146,372.2,284.8,663.9,332.8,405.8,279.4,464.4,387.8,334.2,394,424.1,348.7,353.6,300,277.8,560.6,538.8,384.8,217.5,300.3,582.7,,247.8,533.8765631
2020-06-08,245.4,94.2,405,362.8,475.8,249.4,307.6,378,146.6,372.4,291,663.9,332.8,410.3,283.4,476.2,387.8,338.8,394,424.1,352.3,359.2,301.4,281.6,568.4,545.4,403.5,217.5,300.3,585.1,,249.4,540.2470625
2020-06-09,245.4,94.2,440.4,363.8,475.8,249.8,314.4,378.4,146.6,372.4,291,664.5,333,410.5,283.4,488.4,387.8,339,394,424.1,352.3,361,301.4,282,576.6,545.6,405.4,219.9,300.4,586.1,,249.8,540.8075815
2020-06-10,245.4,102.6,440.4,363.8,475.8,249.8,315.4,380.2,146.6,378.6,291.2,664.5,333,410.5,283.4,491.8,387.8,339,394,424.3,352.3,361,301.4,283,576.8,545.8,405.4,228.3,307,586.3,,249.8,541.0151984
2020-06-11,245.4,102.6,440.6,367.4,475.8,249.8,315.6,383.2,147.4,384.6,307.4,664.5,334.6,410.5,283.4,491.8,387.8,339,394,424.7,352.3,361,301.4,285.6,577.8,545.8,405.6,228.3,307.1,586.4,,249.8,541.0993683
2020-06-12,245.4,102.6,440.6,373.2,475.8,249.8,315.8,385.4,147.4,388.6,327.6,664.5,334.6,410.5,285,504.4,387.8,354.8,394,430.9,352.3,361,301.4,290.2,578,545.8,406.1,228.3,307.1,589,,249.8,541.66
2020-06-13,245.4,102.6,440.6,373.6,475.8,249.8,315.8,388.4,147.4,391.4,334.8,664.5,334.6,410.5,285,507.2,387.8,354.8,394,434.5,358.3,361,304.6,296,578,545.8,406.1,228.3,311,592.6,,249.8,541.94
2020-06-14,245.4,104,440.6,373.6,488.4,249.8,315.8,389.2,147.4,419.6,337.4,664.5,334.6,410.5,285,510.2,393.2,357,396.4,434.5,365.7,361,304.6,296,578,545.8,406.1,263.1,311,593.7,,263.1,542.24
2020-06-15,245.4,104,440.6,381.8,493.6,249.8,315.8,390,147.4,420.6,337.4,676.5,334.6,410.5,285,516,397.6,375.2,401.8,434.9,365.7,363,304.8,296,578.2,545.8,406.1,266.8,311.1,597.6,,266.8,542.82
2020-06-16,245.4,104,440.6,383,493.6,249.8,318.4,391,147.4,425.6,340.8,689.3,334.6,410.5,285,516.4,397.6,377.2,416.6,434.9,365.7,377.2,304.8,296,578.2,545.8,422.7,266.8,318.8,604,,266.8,542.86
2020-06-17,245.4,105.2,440.6,394.4,493.6,254.4,331,399.2,147.4,425.6,340.8,700.3,335.2,410.5,286.4,516.4,397.6,379.6,416.6,434.9,365.7,377.8,304.8,296.6,578.2,545.8,436,266.8,318.8,604,,266.8,542.9167157
2020-06-18,245.4,105.2,440.6,407.2,493.6,265.4,334.8,401.8,149.8,425.6,351.8,701.3,335.2,410.5,286.4,516.4,397.6,379.8,417.6,434.9,365.7,380.2,304.8,296.6,582.8,545.8,442.9,266.8,319.3,604,,266.8,543.093327
2020-06-19,245.4,106.6,441.4,407.2,494.4,280.6,335,401.8,149.8,425.6,353.8,701.5,335.2,410.5,286.4,516.4,397.6,381.6,417.6,436.3,365.7,380.2,304.8,297.4,595.4,547.8,442.9,267,323.7,604,,280.6,545.0521974
2020-06-20,245.4,106.6,441.4,407.2,507.8,282,335,401.8,149.8,425.8,354.4,716.7,345.4,410.5,286.6,516.4,397.6,391.4,422.4,455.3,365.9,380.2,305.2,305.4,613.6,559.6,442.9,267,326.1,604,,282,556.3806984
2020-06-21,245.4,106.6,441.4,407.2,508.6,282,335.4,401.8,149.8,425.8,358.2,716.9,364,410.5,287.8,517.8,404,394.4,424.6,456.1,365.9,389,306.4,347.2,613.8,559.6,442.9,289.3,326.2,604.6,,287.8,556.5908411
2020-06-22,245.4,108.8,441.4,409.4,509.4,282,335.6,401.8,149.8,445,358.2,721.9,364.6,411.5,287.8,524.2,404,394.4,428.8,456.1,372.9,392.8,306.8,356.8,617.4,559.6,442.9,293.9,328.9,605.2,,287.8,556.8983167
2020-06-23,245.4,121.4,441.4,409.4,509.4,283.4,339,401.8,149.8,446,365.8,721.9,364.6,411.5,287.8,524.2,404,394.4,431,456.3,389.1,401.2,315.4,356.8,617.6,559.6,442.9,293.9,328.9,605.2,,287.8,556.9581398
2020-06-24,245.4,125,441.4,409.4,509.4,283.4,340.4,401.8,149.8,446,366.6,721.9,364.6,411.5,287.8,524.2,407.4,404.2,431,456.9,402.1,403,329.6,357.4,625.8,559.6,442.9,293.9,333.1,614.5,,287.8,557.2230278
2020-06-25,245.4,137,443.2,409.4,509.4,283.4,340.4,401.8,151.8,446,366.6,721.9,364.6,411.5,287.8,524.2,407.4,404.2,431,456.9,403.5,405.4,331.4,357.6,626,559.6,442.9,293.9,367.1,617,,287.8,557.2708531
2020-06-26,245.4,137,443.2,409.4,514.6,283.4,340.4,401.8,151.8,446,366.6,721.9,364.6,411.5,296.3,524.2,408.6,404.2,431,456.9,403.5,405.4,332.8,357.6,626.2,559.6,446.8,294.3,367.5,622.9,,294.3,557.385453
2020-06-27,245.4,142.6,443.6,409.4,515,283.4,340.4,401.8,151.8,446.8,369,721.9,364.6,411.5,306.3,524.2,415.4,404.2,431.6,456.9,415.9,405.4,334.6,357.6,626.2,566.6,446.8,298.4,367.5,624.1,,298.4,563.8133548
2020-06-28,245.4,147.8,454.2,409.4,515,283.8,340.4,406.2,151.8,446.8,370.4,724.1,364.8,411.5,309.9,524.2,416,404.2,447.4,456.9,425.5,405.4,335.2,361,632.6,568,448.5,298.4,367.6,624.1,,298.4,565.3336577
2020-06-29,245.4,153.8,465.6,409.4,515,292.4,340.4,430.8,151.8,450.8,370.4,724.1,364.8,414.7,314.3,524.2,416,404.2,447.4,456.9,425.5,405.4,341.4,361.6,635.4,568,448.5,298.4,396.8,624.1,,298.4,565.5825457
2020-06-30,245.4,153.8,465.6,409.4,515.2,297,342.6,431.2,151.8,450.8,382.6,724.1,366.4,430.3,317.5,524.2,427.2,404.2,447.4,461.5,425.5,430.6,341.4,363.6,635.4,568,448.5,336.7,404.2,624.1,,317.5,565.8582261
2020-07-01,245.4,169.4,468.8,409.4,515.8,297,342.6,431.2,152.2,452.2,411.2,747.7,366.4,430.3,317.5,533.8,432.8,404.2,447.4,462.1,432.9,435.4,341.4,363.6,635.4,568,448.5,337.2,404.2,627.2,,317.5,566.3417644
2020-07-02,245.4,192.6,478.6,413.6,524.2,297,342.6,431.2,152.2,473.4,412.6,763.5,366.4,430.9,317.9,533.8,436.4,435.4,447.4,462.1,442.3,435.4,341.4,363.6,636,568,448.6,340.2,404.2,664,,317.9,567.1730256
2020-07-03,245.4,192.6,486.4,425.2,528,300,342.6,438.4,152.2,473.4,433.4,763.5,366.4,430.9,320.5,539.4,439.6,468.8,447.4,462.1,448.1,435.4,341.4,364.8,636,570.8,449.3,340.2,405.5,667.7,,320.5,570.1414855
2020-07-04,245.4,193.2,500,425.2,528,300,342.6,443,152.2,473.4,433.4,771.7,366.4,443.3,320.7,542.8,439.6,468.8,447.8,462.7,448.1,435.4,341.4,364.8,639.2,573.4,451.7,340.2,405.5,680.6,,320.7,572.9205926
2020-07-05,245.4,194.2,500.4,438.8,528,300,342.6,459.6,152.2,473.4,434.8,771.7,383.8,447.1,323.5,545.4,439.6,468.8,450,462.9,448.1,437.6,341.6,370.6,639.2,574,459.6,340.2,405.5,683.5,,323.5,573.7176125
2020-07-06,245.4,194.2,500.4,438.8,530.6,300.6,342.6,460,152.2,476.6,479,771.7,384.2,447.5,324.3,545.4,439.6,468.8,482.8,462.9,448.1,438.4,341.6,371.6,639.4,574.2,459.6,340.2,409.3,683.6,,324.3,574.6515604
2020-07-07,245.4,197.8,507.6,440,581.2,300.6,342.6,460,152.2,476.6,488.6,771.7,387.4,449.3,332.1,545.4,440.6,468.8,487.2,462.9,448.1,438.4,341.6,371.6,639.4,574.2,459.6,340.2,411.1,683.6,,332.1,580.9877939
2020-07-08,245.4,197.8,514.6,440,583.8,300.6,365,466.8,152.2,479,489.6,773.9,388.2,452.5,332.1,545.6,441.6,468.8,489,463.5,448.1,442.6,341.6,375.4,639.4,574.6,480.8,340.2,411.4,693.2,,332.1,583.6978333
2020-07-09,245.4,197.8,514.8,440,585.4,300.6,367.6,466.8,157.4,480.6,489.6,776.9,401.2,452.9,332.5,545.8,443.6,468.8,489,463.7,448.1,448.6,341.6,376.2,643.4,574.6,480.8,340.2,411.8,693.5,,332.5,585.2656728
2020-07-10,245.4,197.8,514.8,440,585.4,300.8,367.6,466.8,201.8,481.4,489.6,776.9,411,452.9,360.5,550.8,443.6,468.8,489,470.1,448.1,448.6,342.6,382.6,656.6,574.6,480.8,340.2,413.5,693.5,,340.2,585.3016119
2020-07-11,245.4,197.8,515.6,468,585.4,322,367.6,472.2,213.6,481.4,489.6,781.7,411,460.7,367.9,555.4,491.4,486,492.2,470.1,457.7,448.8,343,382.6,661.6,574.6,480.8,341,413.5,693.5,,341,589.1093919
2020-07-12,245.4,206.4,546.2,471.6,585.4,331.8,367.6,475.2,217.6,481.4,493.8,784.1,413.2,464.1,399.5,555.4,513.4,489,492.2,474.1,465.3,448.8,343,386.2,663.4,574.6,480.9,341,413.5,693.5,,341,592.7362309
2020-07-13,245.4,212.2,550.2,471.6,587,354.2,367.6,475.2,222.4,481.4,495,786.3,424.4,464.7,431.1,556.6,516,505,495,476.5,466.1,448.8,343,386.2,663.8,574.6,497.5,341,413.5,694.8,,343,595.5610316
2020-07-14,245.4,214.8,550.2,471.6,587,366.6,367.6,475.4,223,482,495.4,787.5,424.6,464.7,433.9,556.6,516,510,497.2,476.5,496.1,448.8,343,386.2,670,588.8,497.5,341,423.9,695,,343,598.6772543
2020-07-15,245.4,222.6,550.2,471.8,587,388.8,369.4,482.6,223.2,484.6,535.8,787.5,424.6,464.7,434.5,556.6,516,510,502.4,476.5,496.5,448.8,343,386.2,670,597.8,497.5,355.2,432.9,701.9,,355.2,602.8748616
2020-07-16,245.4,232.2,550.6,473.8,587,389,380.8,492.2,223.2,488.4,551.4,787.5,424.6,464.7,442.3,556.6,516,510,502.4,477.3,496.5,448.8,343.6,386.6,670,598,497.5,369.3,440.6,703.6,,369.3,604.3310838
2020-07-17,245.4,238.8,584,473.8,606.6,393.8,381.6,492.2,223.2,488.4,551.4,787.5,424.6,464.7,442.3,556.6,522.6,513.2,514.2,494.5,512.9,448.8,343.6,386.6,674,598,497.5,369.3,440.7,705.1,,369.3,610.3440535
2020-07-18,245.4,240.6,591.8,473.8,606.6,402,382,492.2,226.4,488.4,551.4,787.5,424.6,464.7,446.7,556.6,550.6,514.4,518.2,494.5,528.9,448.8,343.6,407.8,679.2,598,498.3,372.3,440.7,705.1,,372.3,613.3868011
2020-07-19,245.4,240.6,591.8,473.8,606.6,411.2,382.4,494.8,236.2,490.4,551.4,799.9,424.6,471.7,447.3,556.6,554.6,514.4,518.2,494.5,528.9,448.8,343.6,407.8,679.2,598,498.5,373.5,440.7,705.1,,373.5,614.9917081
2020-07-20,245.4,240.6,591.8,473.8,609.8,411.2,382.4,494.8,237.2,490.4,551.4,802.1,424.6,471.7,459.3,563,580.2,523.8,524.2,494.5,528.9,451.6,344.2,408,679.2,598,499.1,373.6,445.1,705.1,,373.6,618.2837499
2020-07-21,245.4,240.6,593.4,473.8,609.8,411.2,382.4,495.2,237.2,490.6,551.4,810.7,424.6,471.7,460.5,563,581.2,523.8,525.8,494.5,528.9,454.8,344.2,408,679.6,598,531.9,374.8,445.1,705.9,,374.8,620.8326855
2020-07-22,245.4,242.2,593.4,473.8,609.8,419.2,382.4,495.2,241.2,490.6,551.4,811.5,424.6,471.7,460.5,563,584.6,533.6,528.2,497.7,528.9,455,344.2,408,679.6,598,531.9,376.8,445.1,706.9,,376.8,621.6444521
2020-07-23,245.4,242.2,593.4,473.8,613,470.8,383,495.2,246.8,492.6,551.4,811.5,426.8,471.7,460.5,563,586,533.6,528.2,500.3,528.9,455.2,344.2,408,679.6,598,531.9,378.6,445.1,706.9,,378.6,623.0759296
2020-07-24,245.4,242.2,594.8,473.8,614,472.4,384.6,495.2,246.8,492.6,551.4,811.7,427.6,476.9,460.5,563,586,540.6,529.2,504.9,528.9,455.2,349,422.4,679.6,598,532.8,378.6,445.1,706.9,,378.6,624.0851938
2020-07-25,245.4,242.2,594.8,495.2,614,472.4,384.6,495.2,246.8,492.6,551.4,811.7,427.6,497.3,460.5,563.8,588.6,540.6,529.2,504.9,528.9,455.2,350.4,425.2,679.6,598,544.1,378.6,445.1,706.9,,378.6,625.8368065
2020-07-26,245.4,242.2,594.8,507.2,614,472.4,409.2,495.2,251,492.6,551.4,811.7,430.4,536.3,460.5,584.2,588.6,540.6,529.8,506.7,530.2,456,355.8,425.2,679.6,598,546.4,378.6,445.1,706.9,,378.6,628.6252649
2020-07-27,245.4,242.2,594.8,507.2,614,472.4,409.4,495.2,252,492.6,551.8,813.1,432.6,546.1,460.5,584.6,588.6,540.6,529.8,506.7,533.5,457.8,355.8,425.2,679.6,598,546.4,378.6,449.6,706.9,,378.6,629.4144601
2020-07-28,245.4,242.2,594.8,507.2,614,472.4,409.4,495.8,252,493,555,813.9,432.6,546.1,460.5,587.6,588.6,540.6,529.8,506.7,536.5,457.8,355.8,429.8,680,609.8,546.4,378.7,449.6,706.9,,378.7,630.6651342
2020-07-29,245.4,242.2,594.8,507.2,614,472.4,409.4,496,252.2,493,555,813.9,432.6,546.1,460.5,597.2,592.4,540.6,541.6,506.7,536.5,477.8,355.8,439.2,680.2,609.8,546.4,379.6,449.6,706.9,,379.6,632.3135118
2020-07-30,245.4,242.2,594.8,507.2,614,509.2,412.4,496,263,493,556.8,813.9,432.6,546.1,460.9,598,592.4,540.6,542.4,506.7,536.5,479.4,355.8,447.6,680.2,619.8,546.6,401.1,449.6,706.9,,401.1,634.2728452
2020-07-31,245.4,242.2,594.8,514,614,521.6,413.8,496,273.4,495.6,563,813.9,432.6,548.1,460.9,598,600.2,540.6,545.2,507.9,536.5,480.6,358.2,447.6,680.2,619.8,546.6,411.6,454.7,717.3,,411.6,636.394431
2020-08-01,245.4,242.2,594.8,514,614,522.2,414,498.2,273.4,495.6,563.2,815.9,432.8,574.5,460.9,598,600.4,540.6,545.2,508.3,536.5,480.6,359,449.8,680.2,647,546.8,411.6,455.4,728.9,,411.6,646.5823675
2020-08-02,245.4,245.4,596.8,514,614,525,435,498.8,274.8,495.6,572.8,834.7,432.8,574.9,460.9,598,600.6,540.6,545.2,508.3,556.1,480.6,359,451.4,680.2,647.6,546.8,414,455.8,728.9,,414,647.5061933
2020-08-03,245.4,253.4,602.6,514,614,525,435.6,498.8,289.2,495.6,572.8,836.5,432.8,574.9,460.9,598,600.6,540.6,545.2,508.3,568.4,480.6,359,453.2,680.2,653,546.8,414,458,728.9,,414,652.4329029
2020-08-04,245.4,253.4,604.6,514.6,614,525,435.6,502.6,290.4,497.8,577.4,836.5,432.8,574.9,461.3,598,600.6,540.6,558.4,508.3,586.7,480.6,359,453.2,680.2,653,546.8,415.8,458,728.9,,415.8,652.6271736
2020-08-05,245.4,253.4,604.6,519.8,614,526.6,440.4,502.6,291.8,498.6,577.4,836.5,432.8,574.9,461.3,608.2,600.6,540.6,558.6,508.3,586.7,486.6,359,457.8,680.6,657.6,546.8,415.8,458,741,,415.8,657.0182063
2020-08-06,245.4,253.4,609.2,519.8,614,560,440.6,502.8,309.4,498.6,577.4,836.5,432.8,574.9,464.1,608.2,600.6,540.6,558.6,510.9,586.7,486.6,369.4,457.8,681.2,659,546.8,427.7,458.4,741,,427.7,658.3899724
2020-08-07,245.4,253.4,609.2,521.4,614,563.4,452.8,502.8,310,498.6,577.4,836.5,432.8,574.9,467.9,608.2,600.6,542,559.2,519.5,586.7,486.6,378,457.8,681.2,659,546.8,435.5,458.4,741,,432.8,658.4495512
2020-08-08,245.4,254.2,614.6,521.4,614,563.4,457,502.8,310,500.6,577.4,836.5,432.8,576.3,467.9,609.6,600.6,543.4,559.2,519.5,586.7,493.6,378,458.2,681.2,659,546.8,435.5,462,741,,432.8,658.5257613
2020-08-09,245.4,282,614.6,521.4,614,563.4,464.8,505.8,310,500.6,577.4,836.5,432.8,587.5,467.9,609.6,600.6,543.8,559.2,520.1,594.3,494.8,378,458.2,681.2,659,546.9,446.6,462,741,,432.8,658.5196639
2020-08-10,245.4,371.6,614.6,521.6,615.4,563.4,464.8,506.2,310,507.4,577.4,836.5,432.8,603.9,467.9,618.4,600.6,543.8,559.2,520.3,594.3,494.8,378,458.6,690.6,659.6,546.9,447.3,462,741,,432.8,659.0179799
2020-08-11,245.4,387.6,618.6,522,615.4,563.4,464.8,508.2,310.8,507.4,577.4,836.5,432.8,604.3,467.9,619,600.6,543.8,560,520.3,594.5,494.8,378,498.2,690.6,661.4,547,481.2,462,741,,432.8,660.7416559
2020-08-12,245.4,388,629.2,523.8,616.8,563.4,469,508.6,310.8,507.4,577.4,836.5,432.8,611.7,467.9,619,600.6,543.8,573.6,520.3,594.5,494.8,378,498.2,690.6,688,551,482.9,462,741.2,,432.8,685.0781657
2020-08-13,245.4,388,629.4,526.4,616.8,563.4,479.6,508.6,312,507.4,577.4,836.5,432.8,611.7,467.9,619,600.6,543.8,574.6,520.3,594.5,494.8,378,498.8,690.6,688,628.1,513.5,462,741.2,,432.8,685.516537
2020-08-14,245.4,388,629.4,526.4,618,563.4,501.6,508.6,312,521.2,577.4,853.7,432.8,612.1,467.9,619.4,601.4,543.8,574.6,520.3,594.5,494.8,383,509.4,690.6,688,639.2,521.9,462.7,747.8,,432.8,685.9714417
2020-08-15,245.4,388,629.4,538,619.2,564.4,539.4,508.6,312.4,524.2,578,853.7,432.8,612.1,467.9,619.4,601.4,543.8,577.6,522.3,594.5,496.8,384.6,549.6,691,688,639.2,521.9,466.4,758.6,,432.8,686.3348359
