Day of the year,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,P10,P90
2020-01-13,18.2,0,51.2,4,53.4,14.6,1.2,26.2,0.6,55.8,20.8,15.4,68.2,7.8,49.2,16,1.8,25.6,6,67.8,12.6,67.6,7.6,47,14.2,56.6,0,17.3,4.9,2,67.9,1.26,65.4
2020-01-14,22.4,0,51.2,14.4,53.6,14.6,3.4,26.2,5,55.8,29.8,15.4,68.2,8,57.4,16,1.8,25.6,6,67.8,21.8,67.6,7.6,47,14.2,56.6,13.4,17.8,4.9,2,67.9,3.55,65.56
2020-01-15,22.4,0,51.2,19.8,62.2,14.6,23.2,26.2,5,64.4,31.6,15.4,68.2,8,57.4,16,1.8,25.8,6,67.8,37,67.6,7.6,47,16.2,56.6,14,17.8,4.9,2,67.9,4.91,66.96
2020-01-16,22.5,0,51.2,19.8,62.2,14.6,28.4,26.2,5,84.6,31.6,15.4,68.2,8,57.4,16,1.8,43.2,6,67.8,56.4,67.6,7.6,47,16.2,56.6,14,17.8,4.9,2,67.9,4.91,67.76
2020-01-17,22.5,0,51.2,19.8,62.2,22,28.4,26.2,5.2,84.6,31.6,15.4,68.2,8,57.8,16,1.8,50.6,6,67.8,56.4,70.6,8.6,47,16.2,56.6,14,17.8,4.9,2,67.9,4.93,67.88
2020-01-18,22.5,0,51.2,20.4,62.2,22,32.4,26.2,5.2,84.6,31.6,15.4,68.2,8,57.8,16,12,51.8,6,67.8,73.8,70.6,9.2,47,16.2,71.6,14,17.8,6.7,2,67.9,6.07,70.12
2020-01-19,22.5,0,51.2,20.4,62.2,22,32.8,26.2,5.2,86.2,31.6,24.8,68.2,14,57.8,16,12,51.8,19.2,67.8,73.8,70.6,9.2,66,24,75.2,14,18.6,6.7,2,67.9,6.95,70.12
2020-01-20,22.5,0,57.8,20.4,62.6,22,33,26.2,5.2,95.6,31.6,45.2,68.2,14,57.8,16,12,51.8,19.2,67.8,74.6,70.6,9.2,66.2,34.2,75.4,14,20,6.7,6.9,67.9,7.13,70.12
2020-01-21,22.5,0,57.8,20.4,62.6,22,33,26.2,5.2,96,31.6,82,68.2,14,57.8,16,12,51.8,19.2,67.8,74.6,76.6,9.2,66.2,34.2,75.4,14,20,6.7,7.8,69.9,7.94,75.24
2020-01-22,22.5,0,57.8,20.4,62.6,22,33,26.2,5.2,96,31.6,118.6,68.2,14,57.8,16.8,12,51.8,19.4,67.8,74.6,84,9.2,66.2,40.6,75.4,14,20,6.7,7.8,69.9,7.94,75.24
2020-01-23,22.6,0,59.8,20.4,62.6,22.2,33,28.2,5.2,96,32.6,119,68.2,14,57.8,17.4,12,54.4,21.2,85.6,74.6,84.2,9.2,66.2,61.8,75.4,14,20,6.7,7.8,72,7.94,82.48801688
2020-01-24,22.6,0,65.4,29.6,62.6,22.2,33,28.2,5.2,96,32.6,119,69.6,14,57.8,17.4,12,67,59.8,85.6,74.6,84.2,9.2,66.2,62.2,75.4,24.2,22.6,7.2,7.8,72,7.94,82.95462653
2020-01-25,22.6,0,65.4,31.2,62.6,22.2,33,34.4,5.2,96.8,35.2,119,69.6,24.2,57.8,17.4,12,67,60.4,85.6,75.2,84.2,9.2,66.2,62.2,75.4,24.2,22.6,7.2,7.8,72,7.94,83.02557173
2020-01-26,27,0,65.4,31.6,62.8,22.2,33,49.4,6.8,96.8,36.8,119,69.6,36.4,57.8,17.4,12,67,60.4,85.6,75.2,84.2,9.2,66.2,64,75.4,24.2,22.6,7.2,10.2,72,9.3,83.16227896
2020-01-27,29.4,0,82.2,35.6,63,22.2,33,49.6,6.8,96.8,37.6,120.2,69.6,36.4,65.2,17.4,12,67,60.4,97.2,75.2,99.8,9.2,66.2,64,75.4,24.2,22.6,7.2,11,72,9.38,93.9915003
2020-01-28,29.4,0,104.4,38.2,63,22.4,33,49.6,6.8,96.8,40.8,121.4,69.6,36.4,65.2,17.4,14.6,67,60.4,97.4,75.2,99.8,9.2,68.4,64,75.4,24.2,22.6,7.2,11,80.4,9.38,97.28
2020-01-29,29.4,0,104.4,38.4,63,42.2,33,49.6,6.8,96.8,40.8,121.4,69.6,36.4,79.2,17.4,14.6,67,61.2,97.4,75.2,99.8,9.2,68.4,64,75.4,24.2,23,17,11,101.3,11.36,99.32
2020-01-30,29.4,0,104.4,38.4,63,49,33,69.8,6.8,96.8,40.8,121.4,69.6,36.6,82.4,17.4,14.6,67,65.6,97.4,75.2,99.8,9.2,68.4,64,75.4,24.2,23.6,17.2,11,101.6,11.36,99.32
2020-01-31,34.9,0,104.4,38.4,63,49.4,37,93,6.8,96.8,40.8,122.4,69.6,36.6,82.4,17.4,14.6,67,65.6,97.4,75.2,99.8,9.2,68.4,64,75.4,24.2,23.6,17.2,11,101.6,11.36,99.32
2020-02-01,40.9,0,104.4,38.4,63,49.4,50.8,93.6,6.8,97,40.8,124.6,69.6,36.6,82.4,17.4,14.6,72.8,65.6,97.4,75.2,99.8,9.2,68.4,64,75.4,24.2,23.6,17.2,11,101.6,11.36,99.32
2020-02-02,44.6,0,105.4,38.4,63,49.4,50.8,102.2,6.8,97,40.8,189,72.4,36.6,84.4,17.6,14.6,72.8,65.6,105.8,75.2,99.8,10.4,68.4,65.4,93,26.2,23.6,17.2,11,104.5,11.36,104.04
2020-02-03,47.1,0,108.2,39.6,63,50.4,50.8,103.4,6.8,97,40.8,189,72.6,38,88.8,17.6,14.6,72.8,65.6,105.8,75.2,99.8,15.2,68.4,103.8,93.4,26.2,23.6,17.2,11.2,104.5,14.66,104.6898829
2020-02-04,47.1,0,110.8,39.6,63,50.6,50.8,103.4,6.8,97,40.8,189,72.6,39.8,88.8,17.6,14.6,72.8,65.6,106.2,75.2,99.8,15.2,68.4,103.8,93.4,26.2,23.6,17.2,11.2,104.5,14.66,104.8854496
2020-02-05,47.1,0,111.6,39.6,69.6,50.6,50.8,103.4,6.8,105.2,40.8,189.6,72.6,40.6,88.8,24,19,72.8,65.6,107.8,124.8,99.8,15.2,68.4,103.8,93.4,26.2,26.2,17.2,61.5,104.5,17.38,109.210026
2020-02-06,48,0,114.4,39.6,98.8,50.8,50.8,103.4,7.2,140,40.8,189.6,72.6,41.2,88.8,24,19,72.8,65.8,107.8,125.6,99.8,16.6,68.4,103.8,93.4,26.2,26.2,18.1,96.5,119.5,18.19,118.8428219
2020-02-07,48,0,114.4,41.4,99,50.8,50.8,104.8,9,140,40.8,189.6,72.6,41.2,88.8,24,19,72.8,66.4,107.8,125.6,99.8,16.8,68.4,107.8,93.4,26.2,26.4,18.1,106.2,119.5,18.19,119.0198985
2020-02-08,48,0,114.4,83.4,99,50.8,50.8,104.8,9,140,40.8,189.6,73,41.2,88.8,24,19,72.8,76,108.6,125.6,106.8,16.8,68.4,110.2,93.4,26.2,26.4,18.1,106.2,119.5,18.19,119.4195261
2020-02-09,48,0,114.4,85.4,99.6,50.8,50.8,104.8,9,140,40.8,189.6,73,66.6,88.8,24,19,72.8,76,108.6,125.6,110.6,16.8,68.4,110.2,93.4,26.2,26.8,18.9,106.2,120,18.91,119.9847186
2020-02-10,48,0,114.4,85.4,103,50.8,50.8,104.8,9,140,40.8,190,73,72.8,92.6,24,19,72.8,76,108.6,125.6,115.2,23.6,68.4,110.2,93.4,26.2,26.8,26,115.6,120,23.64,121.0004425
2020-02-11,48,0,114.4,85.4,103.2,50.8,50.8,104.8,9,144.2,40.8,195,73,95.2,92.6,51.8,22.6,75.6,76,110,125.6,115.4,23.6,68.4,110.2,96,26.2,26.8,27,115.6,120,23.86,122.7488125
2020-02-12,48.2,0,114.4,86.2,103.8,50.8,50.8,104.8,11.8,157.4,40.8,212.8,81,99,92.6,51.8,23.2,75.8,76,110,129,115.4,23.6,68.4,110.2,106.8,26.2,26.8,28.8,122.5,120,23.86,127.2563773
2020-02-13,48.5,0,114.4,86.2,105.2,50.8,50.8,104.8,24.2,170.2,40.8,212.8,81,99,92.6,51.8,73.6,76.4,76,110,129.2,115.4,23.6,68.4,111.2,106.8,26.2,26.8,29,238.6,120,26.26,139.0314529
2020-02-14,48.7,0,114.4,86.2,105.2,50.8,50.8,104.8,24.2,186.8,40.8,232.4,92.6,99,92.6,51.8,74,76.4,76.6,111,129.2,115.4,23.6,68.4,113.6,106.8,26.2,26.8,29,264.8,142.8,26.26,148.981637
2020-02-15,48.7,0,114.4,86.2,105.2,50.8,50.8,107.8,24.2,190.6,63.8,247.4,95.2,99.8,92.6,53.4,74,76.4,76.6,111,129.2,115.4,25,68.4,113.6,106.8,26.4,26.8,29,265.1,186.9,26.44,180.804514
2020-02-16,48.7,0,114.4,86.2,105.2,50.8,50.8,116.6,25.2,191.8,63.8,304.2,95.2,99.8,95.6,65.4,74,76.4,76.6,112,129.2,115.4,25,68.4,113.6,106.8,26.6,26.8,50,265.1,213.2,26.62,186.8085178
2020-02-17,48.7,0,114.4,86.2,105.2,50.8,50.8,127,25.8,192.4,63.8,323.6,95.2,99.8,96,68,75,76.4,76.6,112,129.2,115.4,25,68.4,115.4,106.8,26.6,27.4,53.4,265.1,214.5,26.68,187.9930893
2020-02-18,48.7,0,114.4,89,105.2,50.8,50.8,128.8,25.8,192.4,64.2,343,95.2,99.8,96,68.2,75,76.4,76.6,112,129.2,115.4,25,77.4,142.8,106.8,26.6,27.7,53.4,265.1,214.5,26.71,188.882231
2020-02-19,48.7,0,114.4,93,105.2,57.8,50.8,128.8,25.8,192.4,64.2,343,95.2,99.8,96,68.2,75,82.2,76.6,112,129.2,115.4,25,93.8,142.8,106.8,26.6,31.2,53.4,265.1,214.5,27.06,189.0286591
2020-02-20,62.8,0,114.4,99.8,105.2,57.8,51,128.8,25.8,192.8,68,361.8,95.2,99.8,96,68.2,112.2,82.2,76.6,112,129.2,115.4,25,93.8,146.6,123.8,26.6,31.2,53.4,301.4,214.5,27.06,191.1726415
2020-02-21,70.2,0,114.8,105.8,105.2,57.8,72.2,128.8,25.8,192.8,68.4,361.8,95.2,99.8,96,68.2,135.8,82.2,76.6,112,129.2,115.4,25,93.8,146.6,187.4,26.6,31.4,53.4,301.4,214.5,27.08,192.1413172
2020-02-22,70.2,0,116.6,105.8,105.2,57.8,72.2,128.8,25.8,192.8,69,362.8,95.2,99.8,96,68.2,135.8,82.2,76.8,116.6,129.2,115.4,25.2,93.8,146.6,200.8,28.6,34.2,53.4,301.4,214.5,29.16,199.2
2020-02-23,75.4,0,127.2,105.8,105.2,57.8,72.2,128.8,25.8,195.4,69,362.8,95.2,99.8,97.4,68.6,135.8,82.2,83.4,136.4,129.2,115.4,26.8,93.8,146.6,201,28.6,48,53.4,301.4,226.5,30.54,199.88
2020-02-24,75.4,0,152,105.8,105.4,71,74,128.8,25.8,198.4,69,364.5,95.2,102,97.8,68.6,147,82.2,83.4,136.4,129.2,115.4,27.4,93.8,146.6,201,40,48,53.4,301.5,232.2,40.8,200.48
2020-02-25,75.4,0,159.2,105.8,107.2,73.2,74,128.8,25.8,198.4,69,364.5,95.2,102,97.8,69.6,147,87.6,83.4,136.4,129.2,115.4,27.4,93.8,146.6,201,54.2,48,53.4,301.5,232.7,48.54,200.48
2020-02-26,75.4,0,159.2,105.8,110.4,74.4,74,128.8,25.8,198.4,69,364.5,95.2,102.2,97.8,69.6,147.2,89.6,83.8,136.4,129.2,115.4,31.4,93.8,146.6,210,54.2,48,80.2,301.5,247.5,48.62,207.8139291
2020-02-27,75.4,0,159.2,105.8,110.4,74.4,75.6,128.8,25.8,198.4,69,364.5,95.2,102.2,97.8,69.6,147.2,89.6,83.8,136.4,129.2,115.4,31.4,93.8,146.8,217.8,54.2,48,80.2,301.5,247.5,48.62,214.1757655
2020-02-28,75.4,0,159.8,105.8,110.4,74.4,86.2,128.8,25.8,198.4,71.6,386.3,97.6,102.2,97.8,69.6,150.6,89.6,83.8,136.4,129.2,115.4,31.4,93.8,146.8,224.6,55.4,48,80.2,301.5,247.9,48.74,220.4344451
2020-02-29,75.4,0,160,105.8,110.4,74.4,86.2,128.8,25.8,198.4,71.6,418.7,99.4,102.2,97.8,69.6,176,89.6,83.8,136.4,129.2,122,31.4,93.8,146.8,225.2,55.4,49.5,80.2,301.5,247.9,50.09,222.1887076
2020-03-01,75.4,0,166,105.8,110.4,74.4,86.2,128.8,30.6,208.6,71.6,418.7,99.4,106.2,97.8,69.6,176,89.8,85.4,142.2,129.2,122,31.4,93.8,146.8,225.2,55.4,49.6,80.3,301.5,247.9,50.18,222.4471123
2020-03-02,75.4,0,166,105.8,110.4,74.4,86.2,128.8,32.2,209.2,75.4,418.9,99.4,106.6,97.8,111.8,179.2,89.8,92.6,145.4,129.2,122,31.4,93.8,146.8,225.2,55.4,49.6,80.3,301.6,247.9,50.18,222.7218842
2020-03-03,78.8,0,166,118,110.4,74.4,86.2,128.8,32.2,209.2,75.8,420.9,99.4,114.4,97.8,120.6,179.2,89.8,94.2,191.4,129.2,125.4,31.4,93.8,146.8,225.2,55.4,49.6,80.3,301.6,248.1,50.18,223.4233679
2020-03-04,83.1,0,166,141.8,111.2,74.4,86.2,128.8,32.2,209.2,75.8,421.5,99.4,118.6,97.8,121,179.2,89.8,101.6,203.2,129.2,126.6,31.4,93.8,146.8,225.2,55.4,50.7,80.3,301.6,253.2,51.17,223.8893675
2020-03-05,83.1,0,166,141.8,138,74.4,87.4,128.8,32.2,209.2,75.8,421.5,99.4,118.6,97.8,124.8,180.8,91.6,118.4,204.8,129.2,136.8,31.4,93.8,146.8,225.2,55.4,51.1,81.9,301.6,266.5,51.53,224.4928229
2020-03-06,84.1,0,166,141.8,178,76.2,101.4,128.8,32.2,209.2,75.8,421.5,111,118.6,97.8,125,187.8,91.6,118.8,204.8,129.2,136.8,39.4,93.8,146.8,232,55.4,51.1,82.7,301.6,266.5,51.53,230.5331153
2020-03-07,84.3,0,166,142,188,76.2,101.6,129.2,32.2,209.2,75.8,421.5,111.2,118.6,97.8,125,187.8,91.6,119,204.8,129.2,136.8,61.4,93.8,155.6,253.4,67.6,51.1,83.1,301.7,266.5,62.02,248.150284
2020-03-08,84.3,0,166,142,195.2,76.2,103.2,130.8,32.2,209.2,75.8,421.5,111.2,138.2,97.8,125,188.8,91.6,119,205,129.2,136.8,61.4,93.8,157.6,253.6,99.6,51.1,83.1,301.7,266.5,62.84,248.6124784
2020-03-09,84.3,0,166,142,197.4,76.2,103.8,130.8,32.2,209.2,76.2,421.5,111.2,147,97.8,125,189,91.6,119,205,129.2,136.8,61.4,95.4,157.6,254.2,102,51.9,83.1,301.7,268.1,62.88,249.2282045
2020-03-10,84.3,0,173.4,142,197.4,82.6,105.8,130.8,32.2,209.2,77.8,421.5,117.2,147,97.8,125.2,189,91.6,119,205,129.2,136.8,61.4,95.4,163.8,254.4,103,52.6,85.6,301.7,269.1,63.04,249.5772172
2020-03-11,84.3,0,173.4,151.4,197.4,86.2,105.8,130.8,32.2,209.2,78,422.5,117.2,147,97.8,125.2,189.4,96.8,119,205,129.2,136.8,61.4,95.4,205.4,254.4,103,52.6,85.6,301.7,269.1,63.06,250.103213
2020-03-12,118.8,0,187,151.4,197.4,86.2,109.8,130.8,32.2,209.2,78,423.5,117.2,147.2,98.2,125.2,189.4,108.4,119,219,129.2,136.8,61.4,95.4,220.8,254.4,110.6,52.6,85.6,301.7,269.1,63.06,250.6857646
2020-03-13,118.8,0,190.4,151.4,197.4,86.2,126.4,133.8,32.6,209.2,78,423.5,117.2,147.2,114,125.2,189.4,108.4,119,219.2,129.2,136.8,61.4,95.4,222.8,254.4,110.6,52.6,85.6,301.7,285,63.06,251.1488878
2020-03-14,118.8,0,190.4,151.4,197.4,86.2,136.2,161,38.2,210.6,78,423.5,117.2,147.2,125,125.2,189.4,108.4,119,219.2,129.2,136.8,61.4,95.4,224.2,254.4,110.6,52.6,85.6,301.7,285,63.06,251.4380847
2020-03-15,118.8,0,190.4,153.4,197.4,86.8,136.4,161.4,38.2,210.6,78,423.5,122.6,147.2,125,125.2,189.4,108.4,129.2,219.2,129.2,139,61.4,95.4,224.4,254.4,110.6,52.6,85.7,302.1,285,63.06,251.5459173
2020-03-16,118.8,0,190.4,165.6,197.4,86.8,136.4,161.4,38.2,210.6,78,423.5,122.6,147.2,125,125.2,189.4,115.4,130.6,219.2,129.2,161,78.8,96.2,224.4,254.4,110.6,52.6,85.7,303.4,294.7,78.08,251.997744
2020-03-17,121.4,0,190.6,168.6,197.4,86.8,136.4,161.4,38.2,219.6,78,431.7,122.8,147.2,125,125.2,189.4,115.4,136.8,219.2,146.2,161.2,78.8,100.4,224.4,254.4,110.6,52.6,85.7,303.5,299.5,78.08,252.5711204
2020-03-18,121.4,0,190.6,170.4,197.4,86.8,136.4,161.4,38.2,224.4,78,447.1,123,147.2,126.5,125.2,193.2,115.4,136.8,219.2,194.4,161.2,78.8,100.4,224.4,254.4,110.6,52.6,85.7,303.5,299.5,78.08,253.4857528
2020-03-19,121.4,0,193.2,170.8,197.4,86.8,136.4,161.4,38.2,235.8,78,447.9,124,147.8,126.5,125.2,193.2,115.4,136.8,219.2,197.6,161.2,79,100.4,224.6,254.4,110.6,52.6,85.7,303.5,299.5,78.1,253.712231
2020-03-20,121.4,0,193.4,170.8,198.6,86.8,136.4,163.6,38.2,238.2,78,447.9,124.2,159.8,126.5,125.2,193.2,115.4,136.8,220.2,197.6,161.2,79,100.4,224.6,254.4,110.8,52.6,85.7,303.5,311.1,78.1,254.060823
2020-03-21,132.5,0,193.6,170.8,227.6,86.8,136.4,163.8,38.2,241.8,78,447.9,125.6,179.8,126.5,125.2,195.6,115.4,140.8,228.8,197.6,161.2,82.4,100.8,225.2,268.2,110.8,52.6,85.7,310.3,314.3,78.44,266.1166017
2020-03-22,132.8,0,193.6,170.8,237,86.8,136.4,177.4,38.2,241.8,78,447.9,126.6,181,126.5,125.2,199.4,115.6,146.4,244.8,197.6,161.2,92.2,100.8,229.2,291.4,110.8,55.2,85.7,324.5,314.3,78.77,285.7929755
2020-03-23,132.8,0,193.6,190,238,86.8,188.8,177.4,38.2,241.8,78,447.9,126.6,188.4,126.5,125.2,199.4,115.8,146.4,251.6,197.6,161.2,92.2,100.8,229.6,292.8,111,55.2,85.7,328.3,314.3,78.77,287.6281652
2020-03-24,132.8,0,193.6,190.4,238,86.8,188.8,177.4,38.2,241.8,78,449.7,132,189.4,126.5,125.2,199.4,123.8,146.4,251.8,197.6,161.2,92.2,104.8,230.2,295.6,111,62.3,85.7,341.8,314.3,78.77,290.2671801
2020-03-25,133.7,0,197,190.4,238,86.8,188.8,177.4,38.2,241.8,78,451.1,133.4,190,126.5,125.2,199.4,123.8,149,253.2,197.6,165.2,92.2,108.8,235.6,295.8,111,62.3,85.7,342.6,314.3,78.77,290.6412771
2020-03-26,133.7,0,197.2,190.4,239.2,86.8,188.8,177.4,38.4,241.8,78,451.1,134.4,192,126.5,125.2,199.4,123.8,152.2,253.2,197.6,165.2,92.2,108.8,237,296,111,62.3,85.8,342.7,314.3,78.78,290.8723228
2020-03-27,133.7,0,197.2,190.4,239.2,86.8,188.8,177.4,40.8,241.8,78,451.1,138.4,192.6,126.5,125.2,199.4,123.8,160.8,253.2,197.6,165.2,92.2,108.8,241.4,299.4,119.6,65.3,86,342.8,314.3,78.8,293.77421
2020-03-28,133.7,0,197.2,190.4,239.2,95.2,188.8,177.6,40.8,241.8,81.6,451.1,138.6,192.8,126.5,125.2,199.4,123.8,160.8,253.2,197.6,165.2,93.8,108.8,241.8,299.6,119.6,98.5,96.8,342.8,339.9,93.94,294.4013374
2020-03-29,133.9,0,201,190.4,239.2,96,188.8,177.6,40.8,241.8,84.6,457.3,152.8,192.8,126.5,125.2,199.4,123.8,160.8,253.2,197.6,165.2,94.2,108.8,255.8,299.6,119.6,112.6,99.7,346.2,341.8,94.38,294.9414852
2020-03-30,161.2,0,201,190.4,239.2,96,195.4,182.2,40.8,241.8,89.4,457.7,246.4,192.8,126.5,157.6,199.4,123.8,160.8,253.2,197.6,165.2,94.2,108.8,255.8,299.6,119.6,148,108.5,346.2,344.3,94.38,296.0411538
2020-03-31,177.5,0,204.8,190.4,239.2,97,195.4,182.2,40.8,244.8,98,457.7,254.4,192.8,126.5,167.4,199.6,123.8,160.8,253.2,199.2,165.2,94.2,108.8,255.8,299.6,125,148.5,147.5,346.4,344.6,97.1,296.3663665
2020-04-01,177.5,0,205.8,199.2,239.4,98.8,195.4,182.2,40.8,247.2,102.8,457.7,254.4,192.8,126.5,169.2,199.6,123.8,160.8,253.2,199.2,165.2,94.2,108.8,255.8,299.6,133.2,148.5,147.5,346.8,345.2,99.2,296.5112334
2020-04-02,177.5,0,205.8,199.6,239.4,99,195.4,183,47,247.6,102.8,459.9,254.6,195,126.5,169.2,199.6,123.8,160.8,253.2,199.2,165.2,94.2,123,262.6,299.6,134.4,148.5,150.8,346.8,347.2,99.38,296.7214667
2020-04-03,177.5,0,205.8,200.6,239.4,99,195.4,183.2,47,247.6,102.8,459.9,254.6,195,126.5,169.2,199.6,123.8,166,253.2,199.4,165.2,94.2,128.8,272,299.6,134.4,148.8,150.8,346.8,349,99.38,296.9147016
2020-04-04,178.5,0,224.2,201.6,239.4,99,195.4,184,47,247.6,102.8,459.9,256.8,195,131.1,169.2,199.6,123.8,202,254.7,199.4,165.2,94.2,128.8,288.6,299.6,134.4,149,150.8,346.8,349,99.38,297.5612956
2020-04-05,178.6,0,227.8,208.4,241.2,99,195.4,195,47,249,116.8,460.5,256.8,195,131.1,169.2,199.6,126,203.2,255.3,202.2,165.2,94.2,128.8,360.2,299.6,136.2,149,150.8,347.5,349,100.78,337.92
2020-04-06,178.8,0,230.6,208.4,241.6,99,207.6,203.2,47,266,117.8,460.7,256.8,198,131.1,195.2,199.6,126,206.6,255.3,203.6,165.2,94.2,128.8,371,299.6,167.6,149,150.8,364,349,100.88,339.599995
2020-04-07,179.6,0,234.2,209.4,242.8,99,216.2,220.4,47,266.8,120.4,497.5,256.8,199,131.1,195.8,201.8,126,206.6,255.3,205.2,175.8,120.4,128.8,371,299.8,183.6,149,150.8,364,349,120.4,340.9366827
2020-04-08,179.6,0,234.2,209.4,263.2,99,216.6,225.2,47,266.8,120.4,498.9,258.8,207.2,131.1,195.8,203.2,126,206.6,255.3,205.2,196.1,127.8,128.8,371,299.8,183.6,150.7,150.8,364,349,120.96,341.4065911
2020-04-09,194.2,0,240.2,211.6,263.2,99,226,225.2,47,266.8,120.4,524.7,259,210.4,131.1,197.2,203.4,126,206.6,255.3,206.2,196.5,133.8,128.8,371.2,335.4,183.6,151.9,151.3,364,350.4,120.96,347.4
2020-04-10,210.4,0,246.8,213,263.2,99,226.4,255.4,47,266.8,121.4,525.1,261,210.6,131.1,198.2,203.4,126,206.6,255.3,206.2,206,150,128.8,371.2,352.8,183.6,152,154,364,374.6,121.86,361.76
2020-04-11,212.1,0,300,213,267.2,99,227.4,267.8,47,266.8,123,525.1,261,214.4,163.7,198.2,203.4,126,206.6,255.7,206.2,210.1,150,128.8,375,366.2,226,152,154,364.1,382.9,123.3,365.78
2020-04-12,212.1,0,300,213.8,267.2,99,227.4,267.8,47.2,266.8,123.8,525.1,261,214.4,164.5,198.2,203.4,126,206.6,283.3,206.2,211.3,160.8,129.4,390.8,366.6,231,152,155,372.9,388.3,124.02,371.64
2020-04-13,216.4,0,300,216.4,281.4,99,227.4,267.8,47.6,266.8,123.8,529.3,261.2,214.4,165.5,198.2,203.4,129.8,206.6,284.3,207.4,212.2,165,129.6,406.6,366.6,231.2,157.8,161.3,372.9,388.3,124.38,371.64
2020-04-14,217.4,0,300.2,223.2,281.4,100.4,233.4,267.8,47.6,266.8,123.8,529.3,261.2,214.4,165.5,198.2,203.4,129.8,206.6,284.3,207.4,212.5,165,129.6,426.2,366.6,231.2,157.8,161.3,372.9,388.3,124.38,371.64
2020-04-15,217.4,0,300.2,228.4,281.4,100.4,233.4,268,47.6,266.8,123.8,529.3,261.2,214.4,165.5,207.6,203.4,131.4,220.2,284.3,207.4,227.3,165,129.6,426.4,381.8,231.2,157.8,161.3,372.9,388.3,124.38,380.02
2020-04-16,217.4,0,300.2,239.8,284.8,100.4,240.4,268,47.6,266.8,124.2,529.3,261.2,214.4,165.5,214,203.4,131.4,234.2,284.3,212.2,249.2,165,129.6,431.2,382.6,231.8,157.8,163,372.9,388.3,124.74,380.66
2020-04-17,217.4,0,300.2,239.8,284.8,100.4,240.8,268,47.6,266.8,127.4,529.3,261.2,217.4,165.7,214,203.4,131.4,245,284.3,216.4,253.3,170,129.6,431.2,382.6,231.8,157.8,163,372.9,388.3,127.62,380.66
2020-04-18,217.4,0,300.2,239.8,305.4,101.2,240.8,268.6,47.6,266.8,129.2,529.3,261.2,217.6,166.1,219.2,203.4,131.4,245.6,284.5,216.6,257.9,170,129.6,431.2,383,231.8,159.5,163,372.9,418.1,129.24,380.98
2020-04-19,217.4,0,300.2,239.8,313.6,101.2,240.8,268.6,47.6,266.8,129.6,529.3,261.2,217.6,166.1,223.8,203.4,131.4,245.6,284.7,218.1,258.1,170,129.6,431.6,383,232,159.7,163,373.8,443.6,129.6,381.16
2020-04-20,217.4,0,301.2,245.2,313.6,103,240.8,273.2,47.6,266.8,129.6,529.3,265,217.6,166.1,228.4,204.4,131.4,245.6,286.7,247.1,258.1,170,129.6,431.6,383,242.8,159.7,165.3,374,444,129.6,381.2
2020-04-21,221.5,0,315.4,247.6,313.6,103,240.8,276.6,52,266.8,129.6,529.3,271.4,217.6,166.1,228.4,204.4,131.4,245.6,286.7,255.1,258.1,170,129.6,431.6,385.2,254.4,159.7,165.3,386.8,454.9,129.6,386.48
2020-04-22,236.6,0,326.4,248.6,317,103.2,240.8,276.6,52,267.2,129.6,529.3,271.4,217.6,166.1,228.4,204.4,131.4,245.6,286.7,258.1,258.1,170,129.6,431.6,385.2,255.6,159.7,165.3,387.1,457,129.6,386.72
2020-04-23,236.6,0,326.4,248.8,320.4,119.2,240.8,276.6,52,267.2,129.6,529.3,277,217.6,166.1,228.4,204.4,131.4,246,286.7,259.5,258.1,170,129.6,431.6,385.2,259.4,159.9,165.3,387.1,458.8,129.6,386.72
2020-04-24,236.6,0,329.8,248.8,320.4,120,245,276.8,52,267.2,133.8,529.3,287.6,219.4,166.1,228.4,204.4,131.4,252,286.7,263.9,258.1,170,141.6,431.6,385.2,259.8,159.9,165.5,387.5,458.8,131.64,387.04
2020-04-25,236.6,0,330.6,248.8,329.4,120,246,290.8,52,267.2,133.8,529.3,295.2,243,166.1,228.4,204.6,131.4,253.6,286.7,264.7,258.1,170,141.6,431.8,385.2,259.8,159.9,166.1,387.6,459.3,131.64,387.12
2020-04-26,236.8,0,335.4,248.8,329.4,120,246,292,52,269.6,134,529.3,295.2,243,170.3,228.4,232.4,131.4,269.2,286.7,264.7,258.1,170,141.6,431.8,385.2,259.8,159.9,166.7,387.6,459.8,131.66,387.12
2020-04-27,238.4,0,335.4,248.8,329.4,125.8,246,292,52,269.8,134.4,529.5,295.2,243,174.7,228.4,238.2,151,279.4,288.1,264.7,266.9,219.2,141.6,431.8,385.2,259.8,159.9,166.9,387.6,459.8,135.12,387.12
2020-04-28,238.6,0,336.2,248.8,329.4,131,246,292,52,279.8,135,534.9,295.2,244.8,185.2,232.2,270.8,151,279.4,294.7,264.7,294.3,221.6,141.6,432.4,393.4,273.6,163,166.9,387.6,459.8,135.66,392.24
2020-04-29,238.6,0,336.2,255,329.4,131.4,246,292,52,280,135,534.9,295.2,253.4,185.2,233.2,273,151,279.4,294.9,264.7,295.9,222.8,141.6,436,394.6,276.8,163,166.9,387.6,460.3,135.66,393.2
