Day of the year,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,P10,P90
2020-08-06,663.8,847,704.5,623.8,781.1,756.8,603.1,630.3,700.1,739.4,606.8,750.2,751.7,781.8,645.9,554.3,681,655.3,832.2,588.5,675,632.2,648.4,706.8,514.2,722.1,720.8,549.8,679.9,576.1,,576.1,779.1797832
2020-08-07,673.1,847,705.1,629.4,781.1,756.8,603.1,630.8,700.1,743.5,606.8,751.5,751.7,786.9,646.4,554.6,681,658.5,839.5,588.6,675,646.3,653.5,706.8,514.4,722.1,722.1,549.8,693.8,578.6,,578.6,779.4389066
2020-08-08,673.1,854.4,708.1,629.4,781.1,756.8,603.1,630.8,700.1,745.3,606.8,756.3,768.4,788.1,646.4,559,681,658.7,841.9,588.6,675,646.6,654.3,707.1,516.3,722.1,724.9,550.4,695.9,578.6,,578.6,779.83
2020-08-09,673.2,860.2,713.3,631.9,782,756.8,603.1,630.8,700.1,745.5,606.8,764.6,768.4,788.1,646.4,564.7,681,664.4,841.9,588.6,675,646.6,655.2,707.9,516.7,726.7,727.7,556.1,711.2,578.6,,578.6,780.7971702
2020-08-10,673.2,870.1,714.6,632.2,787.1,756.8,603.1,630.8,708.1,751.7,610.2,768.4,768.6,788.9,646.6,564.7,681,673.9,843.4,588.6,677.6,651.7,655.2,707.9,526.6,726.7,727.7,568,714,579.7,,579.7,785.6635023
2020-08-11,673.9,871.2,715.8,632.2,787.1,759.8,603.1,631.2,708.1,757.3,610.2,773.5,768.6,795.3,675.9,564.7,681.8,673.9,843.4,588.6,683.1,657.6,655.2,707.9,528.9,726.7,728.2,570.7,714,579.7,,579.7,785.9112783
2020-08-12,673.9,871.2,720.7,632.2,791.1,763.6,603.1,641.8,712.3,763.5,610.2,789.1,768.6,813.9,685,564.7,681.8,681.6,844.3,591.1,683.1,664.2,655.2,707.9,531.7,726.7,733.1,578.8,719.6,579.9,,579.9,790.9
2020-08-13,673.9,873.7,723.8,632.8,809,763.6,603.1,655.1,724.4,765.6,610.2,822,784,816.8,686.8,567.2,681.8,682.4,852.1,592.2,686,674.7,655.2,707.9,532.8,730.8,737.6,586.9,729.4,580,,586.9,816.02
2020-08-14,692.6,875.3,723.8,634,820.7,763.6,603.6,662.9,725.2,765.6,611.4,841.5,786.7,817.3,686.8,577.9,681.8,682.4,859.6,594.2,691,676.5,655.5,707.9,532.8,731.6,741.2,586.9,737.6,580,,586.9,820.36
2020-08-15,692.6,887.3,723.8,635.2,823,769,607,664.2,725.2,766.6,621.6,851.5,786.7,817.3,686.8,578,681.9,682.4,863.9,594.4,699.6,676.6,679.9,707.9,532.8,735.3,741.2,586.9,737.6,581,,586.9,822.43
2020-08-16,694.9,887.6,728.9,637,823,772.4,614.7,664.2,725.2,767.6,633.2,852.5,790.1,819,686.8,592.3,682.1,682.4,866.7,594.4,701.4,683.3,679.9,707.9,535,736.7,754.2,586.9,740,595.6,,594.4,822.6
2020-08-17,700.3,898.5,737.2,637,830.8,772.7,616.1,667.7,726.5,777.3,641.9,853.7,791.1,819,687.6,615.1,682.8,685.5,867.7,594.4,701.4,683.3,679.9,707.9,535.2,737,754.2,586.9,747.1,595.6,,595.6,829.62
2020-08-18,702.8,899.7,745.6,637,841.5,773.6,616.1,675.5,726.9,779.8,642.3,855.5,791.1,819,692.5,617.3,683,690,867.7,594.4,701.4,683.3,681.6,707.9,535.9,737,754.2,586.9,752.7,602.7,,602.7,839.25
2020-08-19,711.1,903.3,747.9,637,841.8,785.7,622.5,675.5,727.1,785.2,654.1,855.7,791.7,824.9,692.5,618,685.1,690,867.7,594.4,701.4,683.3,687.3,707.9,536.3,737,754.2,587.3,767.9,602.7,,602.7,840.11
2020-08-20,717.4,909.6,748.9,637,842.6,787.2,639.8,675.5,727.5,789.4,654.5,855.7,791.7,834.7,692.5,618,686,690,868.1,594.4,701.4,687.2,702.9,707.9,536.8,737,755.5,588.3,767.9,605.7,,605.7,841.81
2020-08-21,720.9,909.6,750.1,642.9,842.6,787.4,659,678.2,729.1,789.4,654.5,855.7,791.7,842.2,697.7,619.8,686,690,868.5,594.6,701.4,687.2,703.1,707.9,536.8,751,755.7,588.3,767.9,607.9,,607.9,842.56
2020-08-22,723.4,909.6,750.1,643.8,842.6,787.4,664.5,679.5,729.1,789.4,654.5,856.9,796.7,842.3,701.3,632.7,686.7,690,868.5,598.2,701.4,688,703.1,709.3,536.8,765.7,756,588.7,767.9,607.9,,607.9,842.57
2020-08-23,723.4,911.1,754.8,650.2,842.6,792.3,671.3,681.5,729.1,792.4,654.5,875.7,796.7,842.5,705.6,632.8,686.7,690.5,868.5,598.2,701.4,688.2,709.4,709.7,537,766.6,757.2,588.7,767.9,618.6,,618.6,842.59
2020-08-24,723.9,911.1,758.9,650.2,842.6,795.8,682.3,682.8,740.9,796,654.5,875.9,797.3,843.7,705.6,632.8,686.7,690.5,871.4,598.2,701.5,688.2,725.7,709.7,539.5,772.6,759.1,588.7,767.9,620.7,,620.7,843.59
2020-08-25,723.9,918,759.2,650.2,842.6,795.8,684,682.8,744.9,801,654.5,876.8,797.3,843.7,708,632.8,697.2,690.5,871.4,599.6,703.3,689.6,726.5,710.1,540.1,772.6,773.2,589.6,768.1,620.7,,620.7,843.59
2020-08-26,747.7,922.3,759.2,650.7,842.6,796.5,684,682.8,745.8,802.7,657.8,876.8,803,845.6,708,632.8,698.9,690.6,878.1,600.4,703.3,689.8,726.5,710.1,540.1,772.6,778.2,595.4,777.1,620.8,,620.8,845.3
2020-08-27,748,922.3,770.6,654.8,851.6,796.6,684.6,685.4,745.8,803.3,659.9,881.3,803,845.6,708.3,633,702.3,690.6,878.1,600.8,703.3,690,726.5,715.5,541.6,775.8,778.3,610.3,777.2,620.9,,620.9,851
2020-08-28,748,922.3,780.4,666.8,851.7,796.6,685.6,685.7,745.8,803.3,659.9,881.8,803,846,709.5,633.9,705.1,690.6,878.1,602.6,712.1,690.1,730.2,715.5,545.7,775.8,791.7,610.6,777.2,620.9,,620.9,851.13
2020-08-29,748,931.6,782.2,672.5,851.8,815.4,690,685.7,746.3,803.5,659.9,882,803,846.1,717.9,634.2,705.7,694.8,881.2,602.8,712.8,690.1,731.7,715.5,545.7,776.3,799,620.9,778.9,620.9,,620.9,851.23
2020-08-30,748,954.8,789.1,672.9,852.5,816,694.1,686.6,746.7,806.1,659.9,882,803,846.1,724.4,634.2,712.8,694.8,881.2,602.8,712.8,690.1,731.7,717.7,545.7,776.3,801.1,625.7,778.9,620.9,,625.7,851.86
2020-08-31,748,969.1,789.4,675.1,861.4,819.2,694.1,686.6,746.7,806.4,660.1,882.1,803,846.1,724.9,634.2,716.7,694.8,888.6,602.8,712.8,690.1,731.7,717.7,545.7,776.3,801.1,625.7,778.9,621,,625.7,859.87
2020-09-01,748,978.4,812,676.7,862.7,820.1,694.6,686.6,746.7,810.3,666.8,884,803.9,858.1,726.6,634.2,732.2,694.8,893.1,602.8,712.8,690.1,731.7,717.7,545.7,776.3,801.1,649.3,781.7,621.4,,634.2,862.24
2020-09-02,748,980.1,812.7,678.9,864.6,831.6,694.6,686.6,746.7,810.3,672.6,888.5,804.5,858.8,726.6,634.3,738.3,709,897.3,602.8,712.8,690.1,743.9,718.7,545.7,781.9,801.1,649.3,781.7,624.1,,634.3,864.02
2020-09-03,755,984.3,812.7,678.9,864.9,832,694.6,686.6,746.7,810.6,679.7,890.9,804.8,858.8,752.7,637.4,739.5,716.5,898.6,603.4,727.3,692.9,752.6,726.5,545.7,782.4,801.1,649.3,781.7,646.9,,646.9,864.29
2020-09-04,756.8,984.4,815.2,678.9,866.1,832,694.6,686.6,746.7,810.6,681.9,891.1,804.8,861,756.2,642.4,739.5,718.2,898.6,613.9,728.8,693.1,765.8,726.6,546.2,782.4,801.6,649.3,783.6,654.3,,649.3,865.59
2020-09-05,756.8,984.4,815.4,678.9,866.2,854.1,694.6,686.6,749.1,818.2,684.7,908.1,807.8,883.1,756.2,642.4,739.5,733.3,898.6,631.8,728.8,693.3,770.9,727.1,549.4,782.4,805.3,652.1,783.6,654.6,,652.1,881.41
2020-09-06,756.8,985,819.8,679.7,866.2,854.6,713.5,688,749.5,818.2,688.4,909.4,810.8,883.1,757.2,642.4,739.5,742.2,898.7,632,728.8,696.5,772.7,730.9,549.9,782.4,806.5,654.8,789.8,674.2,,654.8,881.41
2020-09-07,756.8,1015.8,820.6,679.7,866.2,867.1,718.8,693,750.6,818.2,688.4,909.4,812.1,885.3,757.2,642.4,739.5,742.2,904.8,634.9,744.8,698.6,774.8,742,552,782.4,807.1,655.3,801.7,678,,655.3,883.48
2020-09-08,756.8,1020.4,820.8,680.3,866.2,872.4,719.2,694.8,750.6,825.8,688.4,909.4,812.1,885.3,761.4,642.4,739.5,742.2,904.8,636.9,754.1,698.6,774.8,745.7,553.5,782.4,807.6,655.3,807.7,678,,655.3,884.01
2020-09-09,756.8,1023.4,820.8,680.3,866.5,875.1,719.2,696.7,750.6,827.1,688.4,909.4,812.1,887.3,763.2,662.2,739.5,742.3,906,639.8,754.1,698.6,778.2,745.7,565.2,782.4,807.6,655.3,831.8,678,,662.2,886.08
2020-09-10,756.8,1024.4,821.1,687.1,875.2,879.6,721,713.8,750.6,829.2,688.4,909.4,812.1,889.8,764.9,681.7,740.1,745.1,906.5,654.4,759.6,698.6,784.5,745.7,566.3,782.9,811.2,668.1,843,678,,678,888.78
2020-09-11,757.8,1028.4,821.2,689.9,875.6,880,721,715.2,750.6,832.3,688.4,909.4,812.1,890.2,764.9,704.4,743.9,748.3,920.7,664.8,780.3,698.6,789.1,745.7,569.9,782.9,811.2,668.2,847.7,678,,678,889.18
2020-09-12,760.8,1032.4,821.2,689.9,875.9,880.1,721,715.2,750.6,837.4,688.8,911.2,812.1,895.2,764.9,707.2,745.8,749.2,931.3,670.2,785.4,703.6,789.4,745.7,569.9,782.9,826.1,668.2,872.8,686.3,,686.3,893.69
2020-09-13,764.9,1033.1,821.2,689.9,882.8,880.1,721,715.2,750.6,839.2,691.5,912,812.1,896.9,765.7,707.7,745.8,752.8,934,672.7,795.9,706.2,789.5,754.2,572.4,782.9,826.8,677.7,876.6,688.7,,688.7,895.49
2020-09-14,774.2,1033.2,823.3,689.9,885.1,880.1,721,715.2,750.6,839.3,691.5,915.4,812.7,897.9,765.7,707.7,747.3,755.7,939.1,672.7,800.3,706.2,790.6,754.2,576,782.9,826.8,694.3,876.6,688.8,,689.9,896.62
2020-09-15,783,1034.8,836.7,689.9,885.1,898.3,721,715.2,752.1,839.3,691.5,915.4,812.7,903.3,766.3,707.7,747.3,755.9,953,693.3,802.8,706.3,792.9,754.2,578.1,782.9,826.9,698,884.8,695.6,,693.3,902.8
2020-09-16,783.9,1035.4,836.7,690,888,900,721,715.2,752.1,839.3,693.6,916.7,815.1,911.2,770.1,707.7,753.1,760,963,693.3,803.8,710.7,793.3,758,587.6,800.1,837.3,715.6,885.1,695.6,,693.6,910.08
2020-09-17,784.3,1035.4,836.7,690,889.4,900,721,715.2,772.4,858.4,695.5,926.2,826.3,917.9,771.5,708.2,754,790.6,963,696.6,803.8,710.7,793.8,758,597.4,805.7,842.6,719.8,885.1,695.6,,695.6,916.11
2020-09-18,784.3,1042.3,838,691.6,890.3,900,725.3,715.2,772.7,863.5,701.6,935.9,833.7,917.9,771.5,712.2,755.6,817.4,970.9,697.6,803.8,710.7,798,758.2,597.5,805.7,842.6,739.7,885.9,695.6,,697.6,916.11
2020-09-19,784.3,1042.4,838,691.6,890.6,900,731.9,715.6,772.7,874,701.6,942.2,835.8,922.7,771.5,712.4,755.6,827.5,972.5,697.6,809.1,712.4,798,758.4,597.5,805.7,843.5,751.5,888.6,695.9,,697.6,920.6113657
2020-09-20,784.3,1047.7,838.7,691.6,890.6,914.6,732.4,718.8,787.3,884.4,706.1,946.8,836.7,926.7,771.5,712.4,755.7,846.8,972.5,703.3,814.1,714.9,798,758.4,597.5,805.7,843.5,751.7,892.6,696.5,,703.3,925.49
2020-09-21,785,1054.5,839.9,691.6,900.1,914.6,736.2,720.3,794.4,888,706.6,946.9,845.3,928.9,772.2,713.2,756.6,852,972.5,703.3,814.3,734,798,758.4,597.5,805.7,843.5,751.7,900.1,696.6,,703.3,927.47
2020-09-22,785.1,1055.1,844.7,691.6,900.5,914.7,736.2,724.8,797.8,892.1,708.8,959.7,847,929,774.1,720.8,762.5,861.8,976.6,703.3,814.6,734,798,758.4,597.7,805.9,846.7,752,900.1,696.6,,703.3,927.57
2020-09-23,793.3,1061.8,845.5,691.6,900.8,914.7,736.2,725.2,804.6,903.4,709.7,959.8,847,940,774.1,720.8,763.6,867.9,977,703.3,815.2,734,798,758.4,597.8,811,856.3,752.1,904.4,696.6,,703.3,937.7112987
2020-09-24,797.5,1061.8,871,691.6,900.8,929.7,736.2,736,804.6,907.9,714,961.3,847.2,940,776.9,727.8,763.6,875.2,982.6,703.3,815.2,734,798,758.4,600.6,815.2,866.5,754.3,907.3,696.6,,703.3,938.97
2020-09-25,797.6,1061.8,871,691.6,900.8,932.8,736.2,736.4,809,907.9,725.6,963.8,847.2,951.4,777.3,727.8,763.6,879.5,989.8,703.3,815.2,742,798,758.4,608.8,825.7,874.9,760.8,907.3,696.6,,703.3,949.54
2020-09-26,802,1061.8,871,691.6,900.8,954.5,740.7,741,816.7,909.2,734.5,964.6,847.2,951.4,777.3,727.8,763.6,880.7,989.8,707.5,817.1,742.6,798,758.4,609.2,828.3,883.7,761.5,908.4,696.6,,707.5,954.19
2020-09-27,804.4,1061.8,880.2,692.6,900.8,954.9,741.6,744.2,820.7,913.5,755.5,978.7,852.1,951.4,777.3,745.1,766.3,880.7,1002.5,707.5,817.9,742.9,798,758.4,609.9,828.6,883.9,772,908.4,696.7,,707.5,954.55
2020-09-28,804.5,1062.1,883.5,700.2,901.6,954.9,741.6,744.2,820.7,917.2,755.6,979,852.6,951.4,777.3,747.4,772.1,880.7,1003,707.5,818.3,742.9,798,758.4,609.9,828.6,886.8,789.1,908.4,701.4,,707.5,954.55
2020-09-29,804.7,1062.4,883.5,700.3,901.6,954.9,749.5,746.5,826.9,918.4,755.6,979.5,852.6,951.4,779.2,747.5,779,880.7,1003,707.5,818.5,742.9,798,758.4,611.1,838.7,888.6,796.3,913.6,703.2,,707.5,954.55
2020-09-30,804.7,1062.4,883.5,705.7,905.5,968.1,794.5,746.5,826.9,919.9,755.6,980.9,854.3,956.7,784.1,750.4,779.5,882.8,1003,707.5,818.5,742.9,798.2,758.6,611.1,838.7,892.2,801.1,913.7,703.2,,707.5,966.96
2020-10-01,804.7,1062.8,883.5,705.9,908.5,979.6,794.5,754.6,826.9,931.9,774.1,986.7,854.3,956.7,784.4,761,779.8,890.2,1003,712.2,818.5,742.9,799.9,758.8,617.1,840.4,896.9,804,913.7,703.2,,712.2,977.31
2020-10-02,810.3,1062.8,883.5,708.4,908.5,985,804.2,754.6,826.9,977.8,777.3,990.1,854.3,956.7,797.5,763.6,784.5,895.9,1003,713.4,818.9,753.6,803.4,758.8,618.3,844,898,804,913.7,706,,713.4,984.28
2020-10-03,810.3,1062.8,884.4,708.4,914,989.7,804.2,757.6,826.9,979,785.7,990.1,855.8,956.7,798.2,763.6,789.1,896.3,1003,716.9,819.4,763.3,803.4,765.5,618.3,845.3,899.7,804,913.7,706,,716.9,988.63
2020-10-04,813.1,1062.8,901.8,710,914,990.6,808.5,768.2,826.9,984.1,797,990.1,863.6,956.7,803.3,776.4,789.1,896.3,1003,727.3,819.4,766.4,813.1,765.5,619.1,850.2,911.4,845.6,913.7,714.4,,727.3,989.5
2020-10-05,823.5,1062.8,902.1,711.8,922.8,993.1,808.5,777.2,827.7,984.3,801.3,997.9,865.1,956.7,812.7,786.2,789.1,896.3,1003,727.7,819.4,778.9,813.1,769.2,619.1,850.3,911.6,859.9,913.7,717,,727.7,992.22
2020-10-06,823.5,1062.8,902.1,714.9,932.4,993.9,808.5,804.9,827.8,984.3,801.3,1008.4,868.6,956.7,826.7,787.1,789.1,897.4,1003,752.8,822.8,781.7,813.1,774.4,619.1,852.5,911.6,875.3,913.8,717.6,,752.8,992.94
2020-10-07,832.6,1062.8,902.1,747.9,936.7,996.6,808.5,808.4,828.6,984.3,801.3,1008.5,890.2,959.2,827.6,787.1,792.1,897.4,1003.9,757.7,826.2,784.6,825.5,775.4,619.1,853.7,915.4,884,913.8,717.6,,757.7,995.37
2020-10-08,832.6,1063.3,905.4,751.6,936.7,996.7,808.5,810.6,828.6,984.3,807.3,1008.5,890.2,977.9,828.5,793.1,795.6,904.1,1003.9,758.3,827.6,791.4,827.8,782.5,619.1,855.1,916.7,887.1,920.4,717.6,,758.3,995.46
2020-10-09,832.6,1064.5,905.6,753.1,939.4,996.7,808.5,820,829.1,986.4,815.1,1008.5,890.2,985.3,828.5,800.2,796.5,915.1,1003.9,758.3,827.6,791.4,828.1,795,619.1,861.4,944.3,887.1,920.4,717.6,,758.3,995.67
2020-10-10,847.7,1065.1,905.6,753.4,939.4,997.1,815.3,825.7,829.1,987.9,815.1,1009.8,890.2,990.5,828.5,801,797,916.2,1005.7,758.3,828,792.6,828.1,795.2,633.6,872.7,944.5,887.1,928.1,717.6,,758.3,996.44
2020-10-11,854.1,1073.7,912.9,753.5,939.9,997.3,818.3,825.7,829.1,996.3,815.1,1009.8,890.2,990.6,828.6,801,798.4,916.2,1005.7,771.8,831,793.3,828.2,798.6,634,876,948.3,887.1,946.4,717.7,,771.8,997.2
2020-10-12,869,1078.5,914.6,761.9,939.9,998.6,823.4,830.6,829.1,996.6,815.1,1009.9,894.1,990.6,828.6,801,798.6,916.2,1007.3,772.5,837,799.8,837.2,804.6,634.8,877,948.3,889.2,946.4,717.7,,772.5,998.4
2020-10-13,869.1,1084.5,914.6,791.9,950.3,998.9,825.7,830.6,829.1,998.7,815.6,1013.9,894.1,990.6,853.4,801,798.6,916.2,1013.4,805.8,850.3,808.3,840.8,805.2,637.1,881.1,948.5,889.2,948.5,717.7,,798.6,998.88
2020-10-14,875.8,1084.9,926.8,799.2,950.3,1000.8,826.5,830.6,829.1,998.7,815.7,1014.3,894.2,997.8,853.9,801,806.5,916.2,1014.3,807.9,887,827.8,840.9,813.9,638.2,881.1,948.5,892.6,948.5,717.7,,801,1000.59
2020-10-15,881.5,1089.7,932.8,801.7,950.3,1002.1,826.5,830.6,856.6,1001.2,815.7,1020.3,896.9,1015.8,855.8,808.3,806.5,916.2,1014.3,814.2,890.9,828.1,840.9,814.1,644.1,881.3,948.5,894.3,948.5,717.7,,806.5,1013.08
2020-10-16,881.7,1091.8,938.4,803.5,950.3,1007.2,826.5,838.5,856.6,1001.2,817.7,1023.5,896.9,1018.6,862.9,815.3,806.5,916.2,1014.3,820.5,890.9,828.9,881.6,814.1,650,883.7,949.6,894.3,948.9,718.1,,806.5,1013.59
2020-10-17,882.9,1093.7,938.4,803.5,963.9,1008.3,826.5,840.9,858.7,1008.2,817.7,1026.5,899,1019.1,863.1,815.3,806.5,917.7,1052.5,822,909.1,835.9,887.4,814.1,650.2,892.8,949.6,896.4,953.2,729.9,,806.5,1018.02
2020-10-18,883.2,1094.8,949.4,806.7,967.1,1011.8,826.5,847.3,858.7,1021.5,817.7,1026.6,899,1019.1,863.1,822.8,806.6,931.7,1056.9,828,910.8,835.9,902.7,826.6,650.2,892.8,950.6,896.4,965.6,752.4,,806.7,1021.26
2020-10-19,890,1101.6,949.4,806.7,972.2,1017.2,833.6,847.8,863.2,1021.9,817.7,1026.6,899,1021.5,864.3,822.8,811,937.4,1057,839.3,910.8,840.1,911.9,842.7,650.2,892.9,950.6,902.1,966.3,756.1,,811,1021.86
2020-10-20,896.3,1106.7,957.7,806.7,975.1,1020.6,834.5,847.8,864.2,1023,817.7,1026.6,899.2,1021.5,874.8,824.5,811.2,960.3,1060.6,849.5,913.8,844.6,911.9,854,654.6,892.9,960.2,907.5,966.3,758.6,,811.2,1022.85
2020-10-21,906.9,1106.7,957.7,807.8,975.4,1030,841.5,847.8,864.2,1042,817.7,1029,899.2,1026.1,882.9,828.1,813.6,960.4,1060.6,858.8,938.8,845.3,922.3,854,656.6,892.9,970.5,908.8,966.3,758.6,,813.6,1029.9
2020-10-22,918,1106.7,960.5,829.5,977.1,1045.4,870.4,847.8,864.2,1042.3,817.7,1029,899.2,1026.1,887.2,831,813.6,960.4,1060.6,862.9,945.6,845.3,922.3,854,660.4,892.9,985,908.8,966.3,758.6,,817.7,1040.97
2020-10-23,922.5,1106.7,960.5,830.7,978.3,1051.8,894.3,847.8,870.4,1042.3,824.2,1029,899.2,1028.8,889.2,831,813.6,960.4,1060.6,867,956.3,851,926.2,854,662.7,896.8,990,909.1,969.6,772.3,,824.2,1040.97
2020-10-24,925,1106.7,960.5,831.9,978.3,1051.8,894.7,857.1,871.9,1042.3,824.2,1029,899.2,1028.8,905.6,831,813.6,962.7,1080.8,868,956.3,851,928.8,854,669.7,907.6,995.5,909.3,971.2,773.5,,824.2,1040.97
2020-10-25,925,1106.7,960.5,831.9,980.3,1051.8,894.7,859.6,875.8,1064.8,824.2,1029.1,899.2,1028.8,907.1,836.9,832.1,962.7,1083.5,878.2,964,853.2,928.8,858.4,670,907.6,995.5,909.3,971.2,773.5,,831.9,1049.53
2020-10-26,925,1106.7,962,831.9,980.3,1052.5,897,859.6,876,1065.4,824.2,1029.1,899.2,1028.9,907.2,841.3,833.6,962.7,1083.5,878.7,972,855.9,939.8,869.5,670.2,907.6,995.5,952.1,973.3,780.7,,831.9,1050.16
2020-10-27,925.5,1108.4,962,832.8,984.9,1054.3,897.2,859.6,876,1082.8,826.3,1029.9,899.2,1029.1,907.2,841.3,839.2,965.7,1083.5,884,983.5,855.9,939.8,872,670.2,907.6,1011.1,952.1,973.3,794.6,,832.8,1051.86
2020-10-28,925.5,1108.4,962,833.7,990.4,1058.8,897.2,859.6,876,1082.9,832.9,1030.3,902.2,1031.2,907.2,842.4,843.3,967.7,1083.5,884,983.5,859.3,942,886.3,670.2,907.6,1014.7,952.1,973.3,796.4,,833.7,1056.04
2020-10-29,925.5,1127.5,962,834.1,993.8,1061.2,904.1,859.6,877.9,1082.9,834.1,1033,902.2,1036.8,907.2,851.2,843.5,967.7,1086.6,884.1,983.5,860.7,942.9,894.2,670.2,910.1,1015.8,952.1,973.3,802.6,,834.1,1058.76
2020-10-30,934.7,1127.5,980.5,834.1,993.8,1062.4,904.1,859.6,879.3,1082.9,841.2,1037.2,902.2,1037.4,912.6,854.9,843.5,967.7,1086.8,884.1,984.1,861.9,943.9,895.2,670.2,910.1,1022.7,952.4,973.6,802.6,,841.2,1059.9
2020-10-31,936.2,1127.5,982.9,837.3,1007.5,1062.4,904.1,860.7,883.6,1082.9,842.8,1037.2,902.2,1038.1,923,859.3,844.7,967.7,1088.3,884.1,998.5,862.7,944.6,895.2,670.2,915.3,1028.9,960.4,976.6,802.6,,842.8,1059.979731
2020-11-01,936.5,1130.3,982.9,837.6,1007.5,1062.4,923.7,861.6,886.8,1088,843.4,1037.9,904.7,1038.1,923.2,861.5,846.1,967.7,1090.3,888.9,1004.4,862.7,944.6,895.2,670.8,916.7,1028.9,964,978.6,802.6,,843.4,1060.204887
2020-11-02,936.5,1134.3,982.9,847.1,1009.1,1062.4,924,861.6,890.1,1089.4,852.4,1037.9,914,1038.1,923.2,862.3,846.6,967.7,1093.2,898.1,1004.8,880.4,950.8,895.3,671.4,924,1028.9,965.2,978.6,825,,847.1,1060.37438
2020-11-03,936.5,1134.3,984.4,851.6,1009.2,1062.4,924,861.6,892.4,1093.2,857.6,1037.9,920,1038.1,923.6,862.3,846.6,967.9,1101,908.1,1004.8,884.9,950.9,896.5,692.6,933.1,1028.9,965.2,978.6,826,,851.6,1060.428027
2020-11-04,936.5,1134.3,996,851.7,1016.9,1062.6,924,861.6,892.4,1094.7,857.6,1037.9,924,1040.2,929.6,862.3,846.6,978.6,1116.1,915.3,1004.8,885.4,950.9,900.4,693.5,936.1,1029.1,965.2,978.6,833.8,,851.7,1060.975474
2020-11-05,936.5,1134.3,996.8,851.7,1016.9,1062.6,924.3,861.6,892.4,1107.4,858.9,1037.9,924.4,1045.5,932.5,903.7,858.5,978.9,1135.9,917.7,1004.8,885.4,950.9,902.1,699.9,936.1,1033,965.2,978.6,834,,858.5,1061.368835
2020-11-06,936.5,1134.3,997.1,855.9,1016.9,1063.5,925.6,861.6,892.4,1108.9,880.8,1037.9,924.4,1045.8,939.7,914.1,858.6,979.4,1138.6,917.7,1004.8,887.3,950.9,902.2,700.3,936.1,1033,970.5,978.6,834,,858.6,1062.301909
2020-11-07,937.4,1134.3,997.1,860.7,1040.2,1063.5,925.6,867.9,892.4,1111.1,887.9,1037.9,924.4,1051.3,939.8,917.9,858.9,979.4,1138.6,917.7,1004.8,889.2,965.4,904.2,721.7,960.6,1035.4,970.5,978.6,836.6,,860.7,1062.535594
2020-11-08,937.4,1136.2,998.9,862.3,1055.1,1063.7,927.3,868.5,892.4,1122.8,893.1,1041.2,924.4,1058.8,939.8,918.2,860.6,979.4,1138.6,917.7,1005.8,889.2,967.9,904.2,722.3,970.7,1045.6,973.5,978.6,836.6,,862.3,1063.21
2020-11-09,937.4,1146.9,998.9,865,1063.6,1063.7,930,868.5,895.2,1126.6,893.6,1043.6,924.4,1064.4,939.9,918.5,860.6,980.1,1138.6,917.7,1006.7,889.4,967.9,907.8,728.5,970.7,1057.5,973.8,978.9,836.6,,865,1064.33
2020-11-10,937.4,1151.2,999,865.1,1063.7,1064,943.8,868.5,900.1,1135.3,893.6,1043.6,935.8,1064.4,939.9,918.5,863.1,980.1,1138.6,921.2,1008.5,895.8,975.6,907.8,731.2,970.7,1061.7,973.8,978.9,836.6,,865.1,1064.373135
2020-11-11,937.4,1151.2,1002.7,865.1,1064,1064,946.4,868.5,900.1,1137.6,900.6,1043.6,952.3,1080.1,939.9,918.5,863.5,982.3,1147.7,927,1008.5,899.3,978,908,731.5,971.4,1061.7,973.8,980.1,836.6,,865.1,1078.840695
2020-11-12,937.4,1153.5,1003.2,869.2,1068.8,1071.8,947.8,868.5,900.1,1137.7,912.5,1043.6,952.3,1088,949.1,918.5,873.9,982.3,1147.7,929.4,1008.5,903.1,978,908,731.8,971.4,1062.6,973.8,992.1,842.2,,869.2,1086.38
2020-11-13,937.4,1156.2,1008.1,869.9,1071.1,1071.8,947.8,870.6,923.2,1138.7,917.5,1043.6,952.3,1104.2,953,921.5,873.9,987.3,1147.7,929.4,1008.5,903.1,978,909.1,731.8,971.4,1068.9,973.8,1011.3,843.8,,870.6,1101.191731
2020-11-14,937.4,1156.4,1008.1,871.2,1073.4,1071.8,949.7,871.8,929,1138.8,926.2,1045.1,952.3,1104.2,953.6,925.8,883.2,987.3,1147.7,931,1008.5,913.3,982.4,909.1,732.2,971.4,1069.8,973.8,1012.7,843.8,,871.8,1101.291517
2020-11-15,939.6,1164.6,1008.1,872.9,1073.4,1071.8,963.4,883.8,929.1,1142.9,929.7,1045.8,960.2,1104.2,954.4,925.8,906,993.7,1151.9,942.8,1016.2,925.6,982.4,912.1,732.2,989.7,1071,975.1,1015,843.8,,883.8,1101.710683
2020-11-16,940.1,1165.6,1008.1,874.3,1073.4,1072.8,1015.7,888.1,932.2,1150.6,935.3,1056.5,968.9,1123.7,954.4,932.1,919.3,993.7,1156,943.8,1016.2,925.6,983.3,922.8,735,1006.2,1080.5,988,1026.1,844,,888.1,1120.071687
